Date,Open,High,Low,Close,Adj Close,Volume
1/2/2017,61.2313,61.545898,61.155399,61.2313,61.2313,0
1/3/2017,61.228298,61.228298,60.332401,61.228298,61.228298,0
1/4/2017,60.923,61.145802,60.4711,60.923,60.923,0
1/5/2017,60.363899,60.4095,59.152199,60.365002,60.365002,0
1/6/2017,59.401199,59.7216,59.0914,59.401199,59.401199,0
1/9/2017,59.564999,60.0457,59.4809,59.564999,59.564999,0
1/10/2017,60.102501,60.130001,59.794701,60.102501,60.102501,0
1/11/2017,60.139999,60.625099,60.009899,60.139999,60.139999,0
1/12/2017,59.778099,59.778099,59.073898,59.778099,59.778099,0
1/13/2017,59.432499,59.751301,59.245098,59.432499,59.432499,0
1/16/2017,59.637001,59.914398,59.337002,59.637001,59.637001,0
1/17/2017,59.782001,59.782001,58.952599,59.782001,59.782001,0
1/18/2017,59.330002,59.388901,58.98,59.330002,59.330002,0
1/19/2017,59.523201,60.229,58.958,59.523201,59.523201,0
1/20/2017,59.66,59.912998,59.358002,59.66,59.66,0
1/23/2017,59.788502,59.788502,59.281502,59.799801,59.799801,0
1/24/2017,59.510101,59.510101,58.946999,59.510101,59.510101,0
1/25/2017,59.139801,59.416901,58.839001,59.139801,59.139801,0
1/26/2017,59.566799,60.580002,59.192001,59.566799,59.566799,0
1/27/2017,60.279202,60.460602,59.5439,60.279301,60.279301,0
1/30/2017,59.7775,60.206001,59.674,59.7775,59.7775,0
1/31/2017,59.7183,60.176998,59.7183,59.7183,59.7183,0
2/1/2017,60.146801,60.314999,60.034,60.155499,60.155499,0
2/2/2017,60.101002,60.111301,59.379002,60.0914,60.0914,0
2/3/2017,59.375999,59.57,58.743,59.366199,59.366199,0
2/6/2017,58.9132,59.060902,58.415001,58.946098,58.946098,0
2/7/2017,58.898998,59.462299,58.782001,58.900101,58.900101,0
2/8/2017,59.3759,59.550999,59.1413,59.4426,59.4426,0
2/9/2017,59.1129,59.202099,58.675999,59.1731,59.1731,0
2/10/2017,58.917999,58.980999,58.405499,58.961201,58.961201,0
2/13/2017,58.222301,58.394402,57.761002,58.222301,58.222301,0
2/14/2017,57.925701,58.125401,57.182999,57.925598,57.925598,0
2/15/2017,57.040001,57.860001,56.528702,57.0397,57.0397,0
2/16/2017,57.323399,57.632,56.797001,57.330502,57.330502,0
2/17/2017,57.429501,58.3153,57.223999,57.566502,57.566502,0
2/20/2017,58.317001,58.317101,57.789001,58.317001,58.317001,0
2/21/2017,57.939201,58.025002,57.510399,57.910702,57.910702,0
2/22/2017,57.395699,58.127201,57.061001,57.394199,57.394199,0
2/23/2017,57.967602,58.077,57.555,57.919498,57.919498,0
2/24/2017,57.745998,58.546001,57.535999,57.734299,57.734299,0
2/27/2017,58.363998,58.375401,57.584999,58.363098,58.363098,0
2/28/2017,58.187099,58.41,57.662998,58.183498,58.183498,0
3/1/2017,58.3508,58.564999,57.978001,58.3521,58.3521,0
3/2/2017,58.236,58.797001,58.092999,58.236301,58.236301,0
