QUOTE_READTIME,VIX,VVIX,T5YIE,T10YIE,DFII10,OVX,WLEMUINDXD,INFECTDISEMVTRACKD,USEPUINDXD,DFF,GSCPI,BAMLH0A0HYM2,CPIAUCSL_PC1,ICSA,SPCBDMI,SPX_Vol,STLFSI3,USD_Index,USD_EUR,USD_RUB
2018-04-05,18.94,92.209999,1.93,2.08,0.75,24.379999,56.15,0.66,109.08,1.69,0.48,3.59,2.43783,205000.0,740.29,1209114,0.1506,90.459999,1.228682,57.668999
2018-04-06,21.49,98.599998,2.01,2.07,0.7,24.99,57.54,0.37,70.62,1.69,0.48,3.64,2.43783,205000.0,722.68,1772981,0.1192,90.110001,1.22516,57.6325
2018-04-09,21.77,100.239998,2.02,2.07,0.71,25.639999,30.52,0.6,275.14,1.69,0.48,3.61,2.43783,210000.0,736.95,1346414,0.1192,89.839996,1.227144,58.068501
2018-04-10,20.47,98.209999,2.0,2.08,0.72,28.049999,14.75,0.0,56.17,1.69,0.48,3.52,2.43783,210000.0,761.13,1080793,0.1192,89.589996,1.23224,60.618999
2018-04-11,20.24,100.019997,2.06,2.11,0.68,29.42,20.97,0.31,79.88,1.69,0.48,3.5,2.43783,210000.0,778.24,1450893,0.1192,89.57,1.236308,62.915798
2018-04-12,18.49,98.080002,2.05,2.13,0.7,28.73,21.24,0.31,190.11,1.69,0.48,3.42,2.43783,210000.0,865.28,1291181,0.1192,89.75,1.237164,62.410099
2018-04-13,17.41,93.940002,2.01,2.13,0.69,28.52,18.55,0.36,141.34,1.69,0.48,3.38,2.43783,210000.0,932.02,1493411,-0.0886,89.800003,1.23297,62.0163
2018-04-16,16.56,93.220001,2.08,2.12,0.71,28.84,20.16,0.59,65.26,1.69,0.48,3.33,2.43783,218000.0,923.16,1445241,-0.0886,89.43,1.233259,62.014999
2018-04-17,15.25,89.589996,2.01,2.14,0.68,27.879999,7.17,3.36,65.55,1.69,0.48,3.29,2.43783,218000.0,922.2,1827994,-0.0886,89.519997,1.238513,61.222801
2018-04-18,15.6,92.410004,2.04,2.16,0.71,29.42,71.71,0.0,71.44,1.69,0.48,3.24,2.43783,218000.0,963.23,1551532,-0.0886,89.620003,1.237317,61.514702
2018-04-19,15.96,95.379997,2.12,2.17,0.75,29.360001,5.32,0.0,46.61,1.69,0.48,3.33,2.43783,218000.0,1003.66,1359431,-0.0886,89.940002,1.237915,60.835701
2018-04-20,16.88,99.209999,2.1,2.17,0.79,28.99,18.72,0.0,47.54,1.7,0.48,3.33,2.43783,218000.0,1068.33,1166451,-0.3149,90.32,1.234553,60.954201
2018-04-23,16.34,96.870003,2.11,2.18,0.8,28.969999,27.74,0.0,66.91,1.7,0.48,3.36,2.43783,191000.0,1117.42,785046,-0.3149,90.940002,1.22734,61.362
2018-04-24,18.02,100.809998,2.1,2.17,0.83,29.15,21.26,0.42,35.09,1.7,0.48,3.41,2.43783,191000.0,1222.89,1494520,-0.3149,90.769997,1.220897,61.7817
2018-04-25,17.84,97.800003,2.09,2.17,0.86,28.16,5.38,0.0,108.69,1.7,0.48,3.47,2.43783,191000.0,1124.97,1398938,-0.3149,91.169998,1.22414,61.509998
2018-04-26,16.24,90.709999,2.1,2.18,0.82,26.860001,10.26,0.3,68.42,1.7,0.48,3.43,2.43783,191000.0,1119.56,1015153,-0.3149,91.559998,1.217167,62.400902
2018-04-27,15.41,92.150002,2.09,2.17,0.79,25.59,6.16,0.0,25.82,1.7,0.48,3.44,2.43783,191000.0,1159.56,945726,-0.268,91.540001,1.210962,62.6763
2018-04-30,15.93,94.300003,2.1,2.17,0.78,28.280001,8.75,0.0,86.67,1.69,0.57,3.46,2.43783,200000.0,1203.72,1107204,-0.268,91.839996,1.212283,62.320202
2018-05-01,15.49,89.970001,2.09,2.16,0.81,28.07,7.04,0.0,101.87,1.7,0.57,3.47,2.77659,200000.0,1161.16,1115947,-0.268,92.449997,1.208123,62.933102
2018-05-02,15.97,93.790001,2.09,2.17,0.8,27.32,43.79,0.0,95.92,1.7,0.57,3.45,2.77659,200000.0,1197.19,1110996,-0.268,92.510002,1.199156,63.397999
2018-05-03,15.9,91.07,2.09,2.16,0.78,26.690001,21.44,0.0,57.16,1.7,0.57,3.5,2.77659,200000.0,1272.23,1660954,-0.268,92.410004,1.1951,63.751499
2018-05-04,14.77,88.120003,2.09,2.16,0.79,26.17,17.84,0.0,38.51,1.7,0.57,3.49,2.77659,200000.0,1277.2,1352650,-0.1509,92.57,1.198926,62.950699
2018-05-07,14.75,90.709999,2.11,2.17,0.78,28.860001,10.16,0.0,96.74,1.7,0.57,3.46,2.77659,204000.0,1247.52,985291,-0.1509,92.75,1.1955,62.445301
2018-05-08,14.71,89.5,2.1,2.16,0.81,26.76,7.29,0.0,100.02,1.7,0.57,3.46,2.77659,204000.0,1225.31,878190,-0.1509,93.120003,1.193374,62.8755
2018-05-09,13.42,93.889999,2.13,2.18,0.82,26.709999,10.89,0.0,62.2,1.7,0.57,3.43,2.77659,204000.0,1229.14,1454266,-0.1509,93.040001,1.186789,63.461498
2018-05-10,13.23,93.019997,2.12,2.17,0.8,26.610001,10.5,0.0,74.02,1.7,0.57,3.41,2.77659,204000.0,1195.17,1499286,-0.1509,92.650002,1.184722,63.0261
2018-05-11,12.65,90.029999,2.13,2.15,0.82,25.74,6.42,0.0,78.27,1.7,0.57,3.4,2.77659,204000.0,1108.12,1702225,-0.4113,92.540001,1.191753,61.700401
2018-05-14,12.93,92.620003,2.12,2.15,0.85,25.93,20.24,0.0,127.21,1.7,0.57,3.37,2.77659,220000.0,1147.03,1312243,-0.4113,92.589996,1.195214,61.767601
2018-05-15,14.63,99.18,2.15,2.18,0.9,26.610001,14.96,1.32,42.73,1.7,0.57,3.36,2.77659,220000.0,1106.34,1218167,-0.4113,93.220001,1.193118,61.820599
2018-05-16,13.42,94.790001,2.16,2.17,0.92,25.73,38.33,0.0,50.06,1.7,0.57,3.37,2.77659,220000.0,1065.35,1057547,-0.4113,93.389999,1.182089,62.236
2018-05-17,13.43,93.480003,2.16,2.16,0.95,25.110001,15.86,0.0,74.49,1.7,0.57,3.36,2.77659,220000.0,1050.51,1178772,-0.4113,93.470001,1.181698,61.649601
2018-05-18,13.42,94.760002,2.14,2.15,0.91,25.23,6.41,0.0,129.32,1.7,0.57,3.41,2.77659,220000.0,1058.74,958141,-0.4923,93.639999,1.179523,62.1329
2018-05-21,13.08,91.040001,2.15,2.16,0.9,25.790001,10.48,0.0,87.84,1.7,0.57,3.4,2.77659,231000.0,1071.87,1038173,-0.4923,93.68,1.176664,62.343498
2018-05-22,13.22,90.470001,2.13,2.15,0.91,25.889999,21.35,0.0,92.17,1.7,0.57,3.39,2.77659,231000.0,1036.99,1040602,-0.4923,93.610001,1.179245,61.5312
2018-05-23,12.58,89.800003,2.12,2.14,0.87,26.040001,238.98,0.0,171.23,1.7,0.57,3.48,2.77659,231000.0,940.42,1209613,-0.4923,94.010002,1.178856,61.198002
2018-05-24,12.53,90.639999,2.11,2.12,0.86,25.370001,16.05,0.0,48.9,1.7,0.57,3.49,2.77659,231000.0,951.08,1066685,-0.4923,93.779999,1.171015,61.2855
2018-05-25,13.22,93.779999,2.04,2.09,0.84,27.76,6.38,0.37,102.1,1.7,0.57,3.53,2.77659,231000.0,926.08,954575,-0.3571,94.190002,1.172264,61.526501
2018-05-29,17.02,108.669998,1.98,2.04,0.73,29.040001,35.31,0.0,50.44,1.7,0.57,3.75,2.77659,224000.0,922.43,1471714,-0.3571,94.830002,1.162696,62.289799
2018-05-30,14.94,99.080002,2.0,2.06,0.78,27.9,23.28,0.0,135.21,1.7,0.57,3.64,2.77659,224000.0,897.69,1125824,-0.3571,94.150002,1.153935,62.866699
2018-05-31,15.43,100.629997,2.03,2.07,0.76,27.610001,15.62,0.61,77.32,1.7,0.37,3.63,2.77659,224000.0,936.83,1229594,-0.3571,93.989998,1.166725,62.097
2018-06-01,13.46,93.300003,2.06,2.09,0.8,28.65,50.05,0.0,109.62,1.7,0.37,3.55,2.84851,224000.0,925.76,1055337,0.0162,94.190002,1.169317,62.304401
2018-06-04,12.74,90.830002,2.06,2.12,0.82,29.49,10.61,0.0,80.79,1.7,0.37,3.49,2.84851,229000.0,947.79,986134,0.0162,94.019997,1.166861,62.150299
2018-06-05,12.4,89.839996,2.05,2.13,0.79,29.299999,7.33,0.0,36.31,1.7,0.37,3.5,2.84851,229000.0,969.42,860122,0.0162,93.889999,1.170056,62.020901
2018-06-06,11.64,88.120003,2.06,2.14,0.83,29.139999,5.54,0.0,37.98,1.7,0.37,3.44,2.84851,229000.0,953.26,1371216,0.0162,93.660004,1.172622,62.071602
2018-06-07,12.13,91.279999,2.08,2.13,0.8,28.049999,16.33,0.32,55.99,1.7,0.37,3.44,2.84851,229000.0,973.11,1439012,0.0162,93.400002,1.17855,61.676601
2018-06-08,12.18,93.489998,2.06,2.11,0.82,27.59,6.71,0.0,112.51,1.7,0.37,3.45,2.84851,229000.0,961.81,1027127,-0.5927,93.550003,1.179523,62.341499
2018-06-11,12.35,94.540001,2.08,2.13,0.83,26.860001,10.68,0.63,138.36,1.7,0.37,3.39,2.84851,230000.0,829.72,1372392,-0.5927,93.580002,1.178398,62.383999
2018-06-12,12.34,95.709999,2.07,2.13,0.83,26.58,7.28,0.0,235.59,1.7,0.37,3.38,2.84851,230000.0,790.99,1292584,-0.5927,93.800003,1.177413,62.758499
2018-06-13,12.94,100.010002,2.09,2.12,0.86,27.08,5.9,0.0,137.07,1.7,0.37,3.33,2.84851,230000.0,757.99,1129137,-0.5927,93.709999,1.174826,63.0401
2018-06-14,12.12,98.209999,2.07,2.12,0.82,26.690001,10.8,0.32,96.72,1.9,0.37,3.31,2.84851,230000.0,819.02,1208244,-0.5927,94.769997,1.180777,62.543499
2018-06-15,11.98,101.660004,2.08,2.12,0.81,27.639999,18.66,0.0,68.71,1.9,0.37,3.33,2.84851,230000.0,797.78,1410666,-0.4842,94.790001,1.156658,62.562
2018-06-18,12.31,99.870003,2.08,2.12,0.8,27.58,10.41,0.0,79.32,1.9,0.37,3.34,2.84851,228000.0,813.4,1329201,-0.4842,94.75,1.159595,62.980202
2018-06-19,13.35,104.129997,2.07,2.12,0.77,28.01,82.58,0.44,165.86,1.91,0.37,3.4,2.84851,228000.0,825.72,980386,-0.4842,95.089996,1.163075,63.3731
2018-06-20,12.79,98.510002,2.06,2.12,0.81,28.059999,12.02,0.0,222.05,1.92,0.37,3.34,2.84851,228000.0,821.87,1311137,-0.4842,95.059998,1.158856,63.8088
2018-06-21,14.64,107.449997,2.05,2.11,0.79,27.780001,5.7,0.33,71.67,1.92,0.37,3.39,2.84851,228000.0,812.45,1073082,-0.4842,94.870003,1.157903,63.561699
2018-06-22,13.77,102.489998,2.07,2.12,0.78,25.52,13.61,0.0,80.35,1.92,0.37,3.39,2.84851,228000.0,739.66,1040257,-0.4011,94.519997,1.160578,63.843899
2018-06-25,17.33,114.32,2.06,2.1,0.77,26.1,22.24,1.3,63.53,1.92,0.37,3.47,2.84851,233000.0,729.55,1629229,-0.4011,94.279999,1.16614,62.942001
2018-06-26,15.92,107.519997,2.07,2.12,0.76,25.67,8.33,0.0,218.91,1.92,0.37,3.48,2.84851,233000.0,708.54,1056517,-0.4011,94.68,1.170275,62.753502
2018-06-27,17.91,112.75,2.07,2.11,0.72,27.690001,24.45,0.0,39.58,1.91,0.37,3.56,2.84851,233000.0,704.79,1308523,-0.4011,95.290001,1.165026,63.078602
2018-06-28,16.85,108.879997,2.07,2.1,0.74,27.35,12.02,0.35,89.28,1.91,0.37,3.64,2.84851,233000.0,698.14,1316213,-0.4011,95.389999,1.156363,63.095001
2018-06-29,16.09,105.970001,2.06,2.11,0.74,27.18,42.54,0.0,54.02,1.91,0.37,3.61,2.84851,233000.0,666.15,1197663,-0.1699,94.629997,1.156297,62.8339
2018-07-02,15.6,104.800003,2.07,2.14,0.73,28.65,33.27,0.0,80.26,1.91,0.42,3.78,2.89875,241000.0,772.21,998185,-0.1699,94.870003,1.167856,62.938999
2018-07-03,16.14,108.5,2.08,2.12,0.71,28.58,8.5,0.0,119.73,1.91,0.42,3.77,2.89875,241000.0,765.6,716745,-0.1699,94.589996,1.164212,63.805401
2018-07-05,14.97,103.220001,2.1,2.13,0.71,28.77,33.91,0.0,80.07,1.91,0.42,3.74,2.89875,241000.0,750.65,942521,-0.1699,94.470001,1.166235,63.330101
2018-07-06,13.37,95.739998,2.08,2.12,0.7,28.129999,90.81,0.0,184.49,1.91,0.42,3.74,2.89875,241000.0,755.49,1178575,-0.6612,94.040001,1.169591,63.150002
2018-07-09,12.69,94.160004,2.1,2.13,0.73,28.120001,50.44,0.0,110.48,1.91,0.42,3.65,2.89875,232000.0,767.55,1481154,-0.6612,94.080002,1.175226,62.904099
2018-07-10,12.64,91.959999,2.09,2.13,0.74,26.9,26.9,0.0,81.98,1.91,0.42,3.59,2.89875,232000.0,719.9,1260187,-0.6612,94.110001,1.175696,62.377102
2018-07-11,13.63,104.5,2.07,2.11,0.74,28.559999,6.69,0.39,40.76,1.91,0.42,3.66,2.89875,232000.0,715.89,904962,-0.6612,94.720001,1.172704,61.759399
2018-07-12,12.58,100.82,2.06,2.1,0.75,27.809999,32.79,0.77,84.92,1.91,0.42,3.61,2.89875,232000.0,697.26,1283419,-0.6612,94.809998,1.167679,62.3353
2018-07-13,12.18,99.809998,2.07,2.11,0.72,27.540001,7.55,0.0,74.75,1.91,0.42,3.62,2.89875,232000.0,699.31,1340295,-0.8928,94.75,1.166589,62.219101
2018-07-16,12.83,100.949997,2.05,2.1,0.75,29.01,12.34,2.17,89.31,1.91,0.42,3.59,2.89875,219000.0,770.03,1129879,-0.8928,94.510002,1.16791,62.485001
2018-07-17,12.06,98.559998,2.03,2.09,0.77,28.0,27.13,0.0,58.55,1.91,0.42,3.58,2.89875,219000.0,830.15,1246332,-0.8928,94.970001,1.170946,62.312
2018-07-18,12.1,98.080002,2.03,2.09,0.79,27.24,13.15,0.0,75.12,1.91,0.42,3.56,2.89875,219000.0,829.31,1321023,-0.8928,95.080002,1.165325,62.619701
2018-07-19,12.87,100.580002,2.01,2.09,0.75,26.84,12.63,0.0,55.33,1.91,0.42,3.59,2.89875,219000.0,821.19,1334149,-0.8928,95.169998,1.164565,62.9991
2018-07-20,12.86,102.760002,2.02,2.11,0.78,26.01,23.12,0.0,132.11,1.91,0.42,3.55,2.89875,219000.0,792.37,1115587,-0.9034,94.459999,1.165515,63.581402
2018-07-23,12.62,102.040001,2.01,2.11,0.85,26.15,12.14,0.0,78.59,1.91,0.42,3.5,2.89875,224000.0,820.6,900178,-0.9034,94.669998,1.174191,63.368198
2018-07-24,12.41,98.68,2.0,2.11,0.84,25.65,27.7,0.0,77.37,1.91,0.42,3.47,2.89875,224000.0,868.24,1207773,-0.9034,94.610001,1.169413,62.9454
2018-07-25,12.29,94.199997,2.01,2.13,0.81,25.34,6.61,0.0,57.92,1.91,0.42,3.48,2.89875,224000.0,863.03,1351968,-0.9034,94.360001,1.168552,63.343102
2018-07-26,12.14,91.660004,2.0,2.11,0.87,24.879999,26.16,0.0,104.65,1.91,0.42,3.42,2.89875,224000.0,871.21,1251801,-0.9034,94.75,1.17375,62.7911
2018-07-27,13.03,97.150002,2.0,2.12,0.84,24.969999,7.68,0.0,61.47,1.91,0.42,3.42,2.89875,224000.0,861.1,1312664,-0.9924,94.68,1.164293,62.918499
2018-07-30,14.26,101.410004,2.01,2.13,0.85,25.83,12.58,0.0,153.38,1.91,0.42,3.43,2.89875,222000.0,840.88,1177873,-0.9924,94.360001,1.166045,62.696602
2018-07-31,12.83,94.129997,2.0,2.12,0.84,26.52,9.22,1.08,91.35,1.91,0.42,3.46,2.89875,222000.0,802.22,1066837,-0.9924,94.489998,1.170741,62.206402
2018-08-01,13.15,95.279999,2.0,2.13,0.87,26.450001,6.59,0.0,57.71,1.91,0.42,3.43,2.678,222000.0,783.05,892774,-0.9924,94.620003,1.168962,62.2169
2018-08-02,12.19,91.660004,1.99,2.12,0.86,25.73,12.9,0.0,117.93,1.91,0.42,3.43,2.678,222000.0,770.42,955452,-0.9924,95.169998,1.166589,62.943298
2018-08-03,11.64,86.599998,2.0,2.12,0.83,25.610001,7.43,0.0,87.73,1.91,0.42,3.43,2.678,222000.0,761.85,1245840,-0.8456,95.139999,1.158601,63.290901
2018-08-06,11.27,84.660004,1.98,2.11,0.83,25.42,11.86,0.0,112.91,1.91,0.42,3.43,2.678,228000.0,727.33,1177482,-0.8456,95.360001,1.15623,63.305302
2018-08-07,10.93,83.209999,2.0,2.13,0.85,25.219999,9.03,0.0,72.24,1.91,0.42,3.35,2.678,228000.0,724.07,1282482,-0.8456,95.220001,1.155802,63.685398
2018-08-08,10.85,84.419998,1.98,2.11,0.85,26.41,13.01,0.0,56.98,1.91,0.42,3.37,2.678,228000.0,648.08,1185950,-0.8456,95.099998,1.160295,63.482201
2018-08-09,11.27,88.690002,1.97,2.11,0.82,25.4,6.56,0.0,69.96,1.91,0.42,3.38,2.678,228000.0,659.35,949975,-0.8456,95.5,1.161076,65.562401
2018-08-10,13.16,99.07,1.98,2.09,0.78,25.450001,7.77,0.46,76.97,1.91,0.42,3.5,2.678,228000.0,648.72,1675124,-0.9076,96.360001,1.152392,66.563202
2018-08-13,14.78,107.779999,1.99,2.1,0.78,25.309999,36.69,1.43,88.52,1.91,0.42,3.52,2.678,224000.0,595.56,1184732,-0.9076,96.389999,1.139471,67.815201
2018-08-14,13.31,100.339996,1.99,2.09,0.8,26.18,81.49,0.0,55.18,1.91,0.42,3.48,2.678,224000.0,564.43,795210,-0.9076,96.730003,1.140251,67.591599
2018-08-15,14.64,111.129997,1.97,2.08,0.78,27.26,6.59,0.0,20.08,1.91,0.42,3.55,2.678,224000.0,599.76,1821651,-0.9076,96.699997,1.134572,66.844002
2018-08-16,13.45,103.489998,1.97,2.08,0.79,26.33,6.24,0.0,30.89,1.92,0.42,3.49,2.678,224000.0,607.26,1330301,-0.9076,96.650002,1.13443,67.287804
2018-08-17,12.64,101.809998,1.96,2.08,0.79,25.709999,22.32,0.0,62.36,1.92,0.42,3.49,2.678,224000.0,627.56,1432447,-0.7158,96.099998,1.137139,66.834503
2018-08-20,12.49,100.769997,1.95,2.07,0.75,25.26,11.86,0.0,45.18,1.92,0.42,3.52,2.678,221000.0,613.65,1101875,-0.7158,95.900002,1.143772,67.045898
2018-08-21,12.86,101.559998,1.97,2.08,0.77,25.08,17.2,0.0,81.92,1.92,0.42,3.48,2.678,221000.0,605.64,1407212,-0.7158,95.260002,1.149135,66.9617
2018-08-22,12.25,95.720001,1.96,2.08,0.74,24.719999,12.64,0.0,38.52,1.92,0.42,3.48,2.678,221000.0,600.11,1273545,-0.7158,95.150002,1.157675,67.268997
2018-08-23,12.41,95.919998,1.99,2.09,0.73,24.35,78.54,0.0,89.75,1.92,0.42,3.47,2.678,221000.0,601.15,948974,-0.7158,95.620003,1.15848,68.022003
2018-08-24,11.99,93.949997,1.99,2.09,0.73,23.309999,28.12,0.0,80.33,1.92,0.42,3.46,2.678,221000.0,619.87,1248376,-0.9037,95.150002,1.154335,68.199203
2018-08-27,12.16,93.389999,2.0,2.11,0.74,23.68,22.77,0.0,108.44,1.92,0.42,3.43,2.678,225000.0,631.75,1846465,-0.9037,94.779999,1.16489,67.1147
2018-08-28,12.5,92.309998,1.99,2.11,0.77,24.5,50.18,0.49,165.65,1.92,0.42,3.4,2.678,225000.0,671.18,1516740,-0.9037,94.720001,1.168361,67.435799
2018-08-29,12.25,91.099998,2.0,2.12,0.77,24.32,12.52,0.0,92.96,1.92,0.42,3.39,2.678,225000.0,658.97,1568484,-0.9037,94.599998,1.169126,67.776497
2018-08-30,13.53,95.110001,1.99,2.1,0.76,24.889999,30.45,0.36,90.46,1.92,0.42,3.44,2.678,225000.0,635.86,1493378,-0.9037,94.720001,1.170974,67.909798
2018-08-31,12.86,92.730003,1.98,2.08,0.78,25.02,103.98,0.0,121.46,1.91,0.54,3.49,2.678,225000.0,660.17,1295163,-0.9758,95.139999,1.166466,68.202698
2018-09-04,13.16,95.230003,1.99,2.1,0.8,26.700001,18.59,0.0,74.36,1.92,0.54,3.46,2.35518,211000.0,687.51,1197072,-0.9758,95.419998,1.161548,67.898399
2018-09-05,13.91,97.940002,1.98,2.09,0.81,26.620001,30.89,0.0,37.66,1.92,0.54,3.49,2.35518,211000.0,622.22,1316500,-0.9758,95.129997,1.158655,68.134003
2018-09-06,14.65,101.360001,1.97,2.08,0.8,26.16,24.8,2.54,68.5,1.92,0.54,3.52,2.35518,211000.0,584.98,1342597,-0.9758,95.019997,1.163521,68.149002
2018-09-07,14.88,102.379997,1.98,2.1,0.84,26.07,20.57,0.4,67.9,1.92,0.54,3.48,2.35518,211000.0,578.76,1386818,-0.8807,95.370003,1.162007,69.145798
2018-09-10,14.16,100.379997,1.98,2.1,0.84,26.129999,10.34,0.0,47.25,1.92,0.54,3.46,2.35518,217000.0,556.05,1064013,-0.8807,95.150002,1.156109,69.702797
2018-09-11,13.22,96.440002,2.01,2.12,0.86,27.139999,8.1,0.0,49.37,1.92,0.54,3.4,2.35518,217000.0,543.58,1050024,-0.8807,95.059998,1.159595,70.5373
2018-09-12,13.14,97.239998,2.02,2.12,0.85,26.940001,12.45,0.0,40.31,1.92,0.54,3.38,2.35518,217000.0,545.07,1184594,-0.8807,94.800003,1.159608,69.374901
2018-09-13,12.37,91.059998,1.98,2.1,0.87,26.700001,6.0,0.35,29.73,1.92,0.54,3.35,2.35518,217000.0,568.18,1285607,-0.8807,94.540001,1.162926,68.908096
2018-09-14,12.07,88.07,2.0,2.1,0.89,26.4,13.54,0.79,36.1,1.92,0.54,3.29,2.35518,217000.0,579.37,1375893,-1.0096,94.980003,1.16918,68.238899
2018-09-17,13.68,96.339996,1.99,2.1,0.89,26.49,11.02,0.0,100.71,1.92,0.54,3.29,2.35518,214000.0,548.81,1267328,-1.0096,94.510002,1.162899,68.005798
2018-09-18,12.79,92.489998,2.01,2.13,0.92,26.799999,57.3,0.0,71.72,1.92,0.54,3.24,2.35518,214000.0,560.34,1152402,-1.0096,94.620003,1.166916,68.130402
2018-09-19,11.75,88.18,2.02,2.15,0.93,26.35,31.36,0.37,74.06,1.92,0.54,3.24,2.35518,214000.0,570.35,1209426,-1.0096,94.550003,1.167992,67.334702
2018-09-20,11.8,87.309998,2.02,2.15,0.92,26.07,5.93,0.0,54.24,1.92,0.54,3.25,2.35518,214000.0,576.6,2174570,-1.0096,93.910004,1.167461,66.790199
2018-09-21,11.68,90.199997,2.02,2.15,0.92,26.15,35.07,0.0,88.17,1.92,0.54,3.25,2.35518,214000.0,635.28,1711654,-1.1377,94.220001,1.177593,66.336197
2018-09-24,12.2,91.510002,2.03,2.16,0.92,26.969999,11.14,0.0,89.13,1.93,0.54,3.28,2.35518,214000.0,614.27,1325521,-1.1377,94.260002,1.175102,66.562698
2018-09-25,12.42,91.07,2.05,2.16,0.94,26.83,17.19,0.0,55.65,1.93,0.54,3.26,2.35518,214000.0,578.19,881193,-1.1377,94.129997,1.175295,65.8713
2018-09-26,12.89,91.559998,2.04,2.14,0.92,26.530001,6.1,0.0,37.16,1.93,0.54,3.27,2.35518,214000.0,601.61,1098857,-1.1377,94.190002,1.176318,65.734497
2018-09-27,12.41,87.660004,2.04,2.15,0.91,26.450001,54.23,0.0,22.95,2.18,0.54,3.25,2.35518,214000.0,626.68,1294747,-1.1377,95.0,1.174853,65.8125
2018-09-28,12.12,87.309998,2.03,2.14,0.91,26.73,14.48,1.27,52.38,2.18,0.54,3.24,2.35518,214000.0,619.37,1408061,-1.0771,95.190002,1.163738,65.536003
2018-10-01,12.0,86.970001,2.04,2.14,0.95,27.950001,43.76,0.0,166.69,2.18,0.48,3.22,2.52852,221000.0,613.37,1174104,-1.0771,95.300003,1.160537,65.583504
2018-10-02,12.05,88.120003,2.03,2.12,0.93,27.68,16.37,0.0,130.93,2.18,0.48,3.22,2.52852,221000.0,611.38,776942,-1.0771,95.510002,1.157756,64.936401
2018-10-03,11.61,85.800003,2.07,2.16,0.99,28.040001,177.91,0.36,107.49,2.18,0.48,3.16,2.52852,221000.0,596.41,1150873,-1.0771,95.760002,1.155175,65.388298
2018-10-04,14.22,99.440002,2.06,2.16,1.03,28.9,6.03,0.0,119.36,2.18,0.48,3.29,2.52852,221000.0,611.28,1758250,-1.0771,95.75,1.147631,65.897598
2018-10-05,14.82,102.629997,2.05,2.16,1.07,28.84,27.99,0.82,66.64,2.18,0.48,3.32,2.52852,221000.0,607.4,1659426,-1.1364,95.620003,1.151808,66.818398
2018-10-08,15.69,102.739998,,,,28.860001,11.81,0.69,112.49,2.18,0.48,3.32,2.52852,221000.0,618.63,1570663,-1.1364,95.769997,1.15226,66.567902
2018-10-09,15.95,103.919998,2.05,2.17,1.04,27.9,8.24,0.0,31.39,2.18,0.48,3.41,2.52852,221000.0,611.47,969482,-1.1364,95.68,1.149412,66.632698
2018-10-10,22.96,135.610001,2.04,2.16,1.06,28.809999,12.39,0.36,58.99,2.18,0.48,3.51,2.52852,221000.0,606.76,2719764,-1.1364,95.510002,1.150695,66.201797
2018-10-11,24.98,129.300003,1.99,2.12,1.02,29.290001,17.95,0.0,68.38,2.18,0.48,3.58,2.52852,221000.0,560.23,2962451,-1.1364,95.019997,1.153336,66.900703
2018-10-12,21.31,124.809998,1.99,2.12,1.03,27.73,99.73,0.84,103.11,2.18,0.48,3.54,2.52852,221000.0,561.0,2369369,-0.7764,95.220001,1.159044,66.219803
2018-10-15,21.3,118.779999,2.0,2.13,1.03,28.59,11.26,0.0,85.8,2.18,0.48,3.49,2.52852,218000.0,578.81,1641906,-0.7764,95.07,1.155135,65.957703
2018-10-16,17.62,111.779999,2.01,2.13,1.03,28.59,25.41,0.0,109.71,2.18,0.48,3.45,2.52852,218000.0,585.49,1829113,-0.7764,95.050003,1.158346,65.539902
2018-10-17,17.4,109.279999,2.0,2.13,1.06,28.129999,18.6,0.73,77.94,2.19,0.48,3.45,2.52852,218000.0,586.01,1739270,-0.7764,95.580002,1.157528,65.287903
2018-10-18,20.06,116.82,1.99,2.1,1.07,28.530001,65.72,0.35,100.13,2.19,0.48,3.51,2.52852,218000.0,578.93,1762638,-0.7764,95.900002,1.150086,65.513603
2018-10-19,19.89,114.949997,1.98,2.11,1.09,27.42,56.79,0.83,70.3,2.19,0.48,3.51,2.52852,218000.0,578.3,1608277,-0.8712,95.709999,1.146,65.783501
2018-10-22,19.64,112.150002,1.98,2.11,1.09,27.76,22.38,0.0,89.49,2.19,0.48,3.52,2.52852,226000.0,579.68,1388818,-0.8712,96.010002,1.150947,65.5168
2018-10-23,20.71,108.709999,1.94,2.09,1.08,29.379999,17.08,0.5,52.04,2.2,0.48,3.65,2.52852,226000.0,580.64,2091402,-0.8712,95.959999,1.146789,65.167503
2018-10-24,25.23,118.580002,1.93,2.07,1.03,29.799999,108.69,0.0,73.6,2.2,0.48,3.68,2.52852,226000.0,582.05,1893409,-0.8712,96.43,1.147315,65.515099
2018-10-25,24.22,113.910004,1.91,2.05,1.09,28.5,156.69,0.71,89.53,2.2,0.48,3.72,2.52852,226000.0,579.98,2269244,-0.8712,96.68,1.139926,65.522003
2018-10-26,24.16,110.489998,1.93,2.06,1.02,29.09,150.53,0.42,65.53,2.2,0.48,3.85,2.52852,226000.0,578.91,2384920,-0.5937,96.360001,1.137786,65.494499
2018-10-29,24.7,110.389999,1.92,2.06,1.02,29.459999,33.72,1.32,64.23,2.2,0.48,3.84,2.52852,225000.0,559.58,1888117,-0.5937,96.580002,1.139874,65.781097
