release_date,Average Daily Compound Score,Average Daily Compound Score ex 0s,Sum Composite Score,VIX,VIX x .01,VIX x .001
9/10/2019,0.095,0.168,21.505,15.2,0.152,0.0152
9/11/2019,0.033,0.062,5.866,14.61,0.1461,0.01461
9/12/2019,0.077,0.136,12.926,14.22,0.1422,0.01422
9/13/2019,0.082,0.14,9.123,13.74,0.1374,0.01374
9/14/2019,-0.189,-0.316,-1.894,13.74,0.1374,0.01374
9/15/2019,0.074,0.103,4.967,13.74,0.1374,0.01374
9/16/2019,0.06,0.104,12.601,14.67,0.1467,0.01467
9/17/2019,0.113,0.175,24.47,14.44,0.1444,0.01444
9/18/2019,0.038,0.065,7.704,13.95,0.1395,0.01395
9/19/2019,0.077,0.143,16.72,14.05,0.1405,0.01405
9/20/2019,0.052,0.107,4.826,15.32,0.1532,0.01532
9/21/2019,0.081,0.163,0.651,15.32,0.1532,0.01532
9/22/2019,0.16,0.276,18.509,15.32,0.1532,0.01532
9/23/2019,0.096,0.167,18.324,14.91,0.1491,0.01491
9/24/2019,0.103,0.163,17.609,17.049999,0.17049999,0.017049999
9/25/2019,0.085,0.139,17.34,15.96,0.1596,0.01596
9/26/2019,0.111,0.178,21.726,16.07,0.1607,0.01607
9/27/2019,0.031,0.055,3.676,17.219999,0.17219999,0.017219999
9/28/2019,-0.135,-0.244,-1.218,17.219999,0.17219999,0.017219999
9/29/2019,0.121,0.194,7.96,17.219999,0.17219999,0.017219999
9/30/2019,0.082,0.137,14.655,16.24,0.1624,0.01624
10/1/2019,0.011,0.018,2.211,18.559999,0.18559999,0.018559999
10/2/2019,0.069,0.116,14.743,20.559999,0.20559999,0.020559999
10/3/2019,0.034,0.057,7.283,19.120001,0.19120001,0.019120001
10/4/2019,0.026,0.044,2.961,17.040001,0.17040001,0.017040001
10/5/2019,-0.116,-0.168,-3.368,17.040001,0.17040001,0.017040001
10/6/2019,0.116,0.196,11.749,17.040001,0.17040001,0.017040001
10/7/2019,0.037,0.057,6.351,17.860001,0.17860001,0.017860001
10/8/2019,0.045,0.079,9.698,20.280001,0.20280001,0.020280001
10/9/2019,0.075,0.138,16.31,18.639999,0.18639999,0.018639999
10/10/2019,0.084,0.153,17.709,17.57,0.1757,0.01757
10/11/2019,0.029,0.055,3.957,15.58,0.1558,0.01558
10/12/2019,-0.077,-0.077,-0.54,15.58,0.1558,0.01558
10/13/2019,0.115,0.188,10.13,15.58,0.1558,0.01558
10/14/2019,0.05,0.085,9.319,14.57,0.1457,0.01457
10/15/2019,0.11,0.196,31.367,13.54,0.1354,0.01354
10/16/2019,0.058,0.112,15.08,13.68,0.1368,0.01368
10/17/2019,0.071,0.141,18.295,13.79,0.1379,0.01379
10/18/2019,0.054,0.11,7.818,14.25,0.1425,0.01425
10/19/2019,-0.087,-0.145,-0.868,14.25,0.1425,0.01425
10/20/2019,0.062,0.125,8.488,14.25,0.1425,0.01425
10/21/2019,0.048,0.098,10.338,14,0.14,0.014
10/22/2019,0.042,0.073,10.603,14.46,0.1446,0.01446
10/23/2019,0.046,0.096,14.118,14.01,0.1401,0.01401
10/24/2019,0.051,0.106,14.895,13.71,0.1371,0.01371
10/25/2019,0.092,0.165,12.711,12.65,0.1265,0.01265
10/26/2019,0.038,0.077,0.383,12.65,0.1265,0.01265
10/27/2019,0.104,0.216,12.979,12.65,0.1265,0.01265
10/28/2019,0.068,0.146,17.945,13.11,0.1311,0.01311
10/29/2019,0.048,0.093,12.174,13.2,0.132,0.0132
10/30/2019,0.048,0.094,13.31,12.33,0.1233,0.01233
10/31/2019,0.045,0.094,11.286,13.22,0.1322,0.01322
11/1/2019,0.053,0.098,8.102,12.3,0.123,0.0123
11/2/2019,0.071,0.076,0.917,12.3,0.123,0.0123
11/3/2019,0.085,0.196,12.132,12.3,0.123,0.0123
11/4/2019,0.059,0.124,17.452,12.83,0.1283,0.01283
11/5/2019,0.042,0.08,9.234,13.1,0.131,0.0131
11/6/2019,0.031,0.056,8.399,12.62,0.1262,0.01262
11/7/2019,0.051,0.087,12.061,12.73,0.1273,0.01273
11/8/2019,0.04,0.065,3.753,12.07,0.1207,0.01207
11/9/2019,0.161,0.225,1.124,12.07,0.1207,0.01207
11/10/2019,0.104,0.194,8.744,12.07,0.1207,0.01207
11/11/2019,0.041,0.09,7.228,12.69,0.1269,0.01269
11/12/2019,0.066,0.113,12.002,12.68,0.1268,0.01268
11/13/2019,0.078,0.139,15.017,13,0.13,0.013
11/14/2019,0.057,0.106,10.606,13.05,0.1305,0.01305
11/15/2019,0.073,0.151,7.391,12.05,0.1205,0.01205
11/16/2019,0.014,0.046,0.229,12.05,0.1205,0.01205
11/17/2019,0.083,0.162,7.43,12.05,0.1205,0.01205
11/18/2019,0.091,0.162,22.538,12.46,0.1246,0.01246
11/19/2019,0.088,0.148,20.147,12.86,0.1286,0.01286
11/20/2019,0.049,0.09,11.679,12.78,0.1278,0.01278
11/21/2019,0.033,0.067,7.117,13.13,0.1313,0.01313
11/22/2019,0.064,0.128,4.476,12.34,0.1234,0.01234
11/23/2019,0.019,0.027,0.214,12.34,0.1234,0.01234
11/24/2019,0.17,0.336,13.458,12.34,0.1234,0.01234
11/25/2019,0.113,0.193,20.214,11.87,0.1187,0.01187
11/26/2019,0.082,0.139,16.96,11.54,0.1154,0.01154
11/27/2019,0.025,0.047,3.539,11.75,0.1175,0.01175
11/28/2019,0.108,0.206,12.173,11.75,0.1175,0.01175
11/29/2019,0.082,0.139,5.575,12.62,0.1262,0.01262
11/30/2019,-0.069,-0.274,-1.096,12.62,0.1262,0.01262
12/1/2019,0.177,0.33,14.511,12.62,0.1262,0.01262
12/2/2019,0.071,0.128,13.332,14.91,0.1491,0.01491
12/3/2019,0.111,0.197,28.422,15.96,0.1596,0.01596
12/4/2019,0.068,0.12,17.27,14.8,0.148,0.0148
12/5/2019,0.084,0.141,19.065,14.52,0.1452,0.01452
12/6/2019,0.084,0.164,10.496,13.62,0.1362,0.01362
12/7/2019,0.084,0.104,1.67,13.62,0.1362,0.01362
12/8/2019,0.137,0.25,12.505,13.62,0.1362,0.01362
12/9/2019,0.042,0.072,8.908,15.86,0.1586,0.01586
12/10/2019,0.094,0.168,19.671,15.68,0.1568,0.01568
12/11/2019,0.087,0.173,20.222,14.99,0.1499,0.01499
12/12/2019,0.1,0.174,20.855,13.94,0.1394,0.01394
12/13/2019,0.081,0.141,8.74,12.63,0.1263,0.01263
12/14/2019,-0.055,-0.164,-0.986,12.63,0.1263,0.01263
12/15/2019,0.068,0.134,7.246,12.63,0.1263,0.01263
12/16/2019,0.118,0.219,24.066,12.14,0.1214,0.01214
12/17/2019,0.129,0.224,31.414,12.29,0.1229,0.01229
12/18/2019,0.108,0.179,27.264,12.58,0.1258,0.01258
12/19/2019,0.088,0.146,18.748,12.5,0.125,0.0125
12/20/2019,0.095,0.164,11.612,12.51,0.1251,0.01251
12/21/2019,-0.125,-0.236,-2.126,12.51,0.1251,0.01251
12/22/2019,0.123,0.229,11.468,12.51,0.1251,0.01251
12/23/2019,0.065,0.117,11.599,12.61,0.1261,0.01261
12/24/2019,0.072,0.118,5.789,12.67,0.1267,0.01267
12/25/2019,0.103,0.18,7.554,12.67,0.1267,0.01267
12/26/2019,0.112,0.189,14.95,12.65,0.1265,0.01265
12/27/2019,0.089,0.193,7.347,13.43,0.1343,0.01343
12/28/2019,0.125,0.376,0.751,13.43,0.1343,0.01343
12/29/2019,0.131,0.265,12.724,13.43,0.1343,0.01343
12/30/2019,0.076,0.141,9.332,14.82,0.1482,0.01482
12/31/2019,0.1,0.176,5.804,13.78,0.1378,0.01378
1/1/2020,0.119,0.203,11.161,13.78,0.1378,0.01378
1/2/2020,0.125,0.222,38.652,12.47,0.1247,0.01247
1/3/2020,0.046,0.073,10.874,14.02,0.1402,0.01402
1/4/2020,0.113,0.212,3.389,14.02,0.1402,0.01402
1/5/2020,0.108,0.197,17.535,14.02,0.1402,0.01402
1/6/2020,0.03,0.057,11.106,13.85,0.1385,0.01385
1/7/2020,0.065,0.125,25.898,13.79,0.1379,0.01379
1/8/2020,0.057,0.101,23.932,13.45,0.1345,0.01345
1/9/2020,0.071,0.158,27.429,12.54,0.1254,0.01254
1/10/2020,0.048,0.101,13.194,12.56,0.1256,0.01256
1/11/2020,0.122,0.206,4.53,12.56,0.1256,0.01256
1/12/2020,0.101,0.202,17.172,12.56,0.1256,0.01256
1/13/2020,0.104,0.247,35.319,12.32,0.1232,0.01232
1/14/2020,0.069,0.131,31.063,12.39,0.1239,0.01239
1/15/2020,0.066,0.12,27.669,12.42,0.1242,0.01242
1/16/2020,0.127,0.236,51.655,12.32,0.1232,0.01232
1/17/2020,0.04,0.085,11.679,12.1,0.121,0.0121
1/18/2020,0.041,0.085,1.366,12.1,0.121,0.0121
1/19/2020,0.114,0.201,17.299,12.1,0.121,0.0121
1/20/2020,0.084,0.173,17.64,12.1,0.121,0.0121
1/21/2020,0.039,0.079,15.157,12.85,0.1285,0.01285
1/22/2020,0.044,0.084,20.29,12.91,0.1291,0.01291
1/23/2020,0.054,0.106,25.636,12.98,0.1298,0.01298
1/24/2020,0.091,0.207,27.944,14.56,0.1456,0.01456
1/25/2020,0.038,0.074,2.511,14.56,0.1456,0.01456
1/26/2020,0.074,0.157,10.049,14.56,0.1456,0.01456
1/27/2020,0.044,0.085,15.392,18.23,0.1823,0.01823
1/28/2020,0.059,0.122,31.454,16.280001,0.16280001,0.016280001
1/29/2020,0.043,0.081,20.677,16.389999,0.16389999,0.016389999
1/30/2020,0.066,0.127,35.217,15.49,0.1549,0.01549
1/31/2020,0.023,0.036,7.992,18.84,0.1884,0.01884
2/1/2020,0.032,0.052,1.506,18.84,0.1884,0.01884
2/2/2020,0.061,0.133,7.988,18.84,0.1884,0.01884
2/3/2020,0.066,0.141,20.6,17.969999,0.17969999,0.017969999
2/4/2020,0.063,0.123,22.866,16.049999,0.16049999,0.016049999
2/5/2020,0.087,0.164,36.844,15.15,0.1515,0.01515
2/6/2020,0.053,0.101,15.745,14.96,0.1496,0.01496
2/7/2020,0.034,0.062,6.654,15.47,0.1547,0.01547
2/8/2020,0.1,0.2,2.798,15.47,0.1547,0.01547
2/9/2020,0.063,0.143,4.278,15.47,0.1547,0.01547
2/10/2020,0.071,0.14,8.248,15.04,0.1504,0.01504
2/11/2020,0.036,0.068,4.92,15.18,0.1518,0.01518
2/12/2020,0.075,0.135,7.169,13.74,0.1374,0.01374
2/13/2020,0.055,0.093,5.366,14.15,0.1415,0.01415
2/14/2020,0.069,0.126,4.929,13.68,0.1368,0.01368
2/15/2020,-0.016,-0.048,-0.097,13.68,0.1368,0.01368
2/16/2020,-0.055,-0.273,-0.273,13.68,0.1368,0.01368
2/17/2020,-0.037,-0.073,-0.585,13.68,0.1368,0.01368
2/18/2020,-0.015,-0.034,-0.788,14.83,0.1483,0.01483
2/19/2020,0.048,0.103,2.476,14.38,0.1438,0.01438
2/20/2020,0.009,0.02,0.513,15.56,0.1556,0.01556
2/21/2020,-0.034,-0.065,-2.525,17.08,0.1708,0.01708
2/22/2020,0.111,0.557,0.557,17.08,0.1708,0.01708
2/23/2020,0.073,0.182,0.364,17.08,0.1708,0.01708
2/24/2020,-0.09,-0.183,-4.758,25.030001,0.25030001,0.025030001
2/25/2020,-0.069,-0.164,-4.434,27.85,0.2785,0.02785
2/26/2020,-0.005,-0.009,-0.254,27.559999,0.27559999,0.027559999
2/27/2020,0.006,0.011,0.36,39.16,0.3916,0.03916
2/28/2020,-0.02,-0.042,-1.567,40.110001,0.40110001,0.040110001
2/29/2020,-0.131,-0.262,-1.574,40.110001,0.40110001,0.040110001
3/1/2020,0.03,0.109,0.328,40.110001,0.40110001,0.040110001
3/2/2020,0.034,0.06,1.864,33.419998,0.33419998,0.033419998
3/3/2020,0.041,0.067,2.564,36.82,0.3682,0.03682
3/4/2020,0.024,0.037,1.457,31.99,0.3199,0.03199
3/5/2020,0.058,0.092,3.607,39.619999,0.39619999,0.039619999
3/6/2020,0.082,0.185,7.412,41.939999,0.41939999,0.041939999
3/7/2020,-0.085,-0.137,-1.099,41.939999,0.41939999,0.041939999
3/8/2020,-0.028,-0.098,-0.587,41.939999,0.41939999,0.041939999
3/9/2020,-0.158,-0.258,-11.082,54.459999,0.54459999,0.054459999
3/10/2020,-0.049,-0.074,-2.65,47.299999,0.47299999,0.047299999
3/11/2020,-0.01,-0.02,-0.586,53.900002,0.53900002,0.053900002
3/12/2020,-0.053,-0.111,-3.119,75.470001,0.75470001,0.075470001
3/13/2020,0.004,0.008,0.399,57.830002,0.57830002,0.057830002
3/14/2020,-0.225,-0.35,-3.149,57.830002,0.57830002,0.057830002
3/15/2020,-0.057,-0.143,-1.428,57.830002,0.57830002,0.057830002
3/16/2020,-0.03,-0.071,-1.787,82.690002,0.82690002,0.082690002
3/17/2020,-0.019,-0.031,-1.369,75.910004,0.75910004,0.075910004
3/18/2020,-0.043,-0.092,-2.11,76.449997,0.76449997,0.076449997
3/19/2020,-0.065,-0.132,-3.699,72,0.72,0.072
3/20/2020,0.021,0.049,1.822,66.040001,0.66040001,0.066040001
3/21/2020,0.01,0.016,0.178,66.040001,0.66040001,0.066040001
3/22/2020,-0.022,-0.047,-0.426,66.040001,0.66040001,0.066040001
3/23/2020,0.026,0.046,1.574,61.59,0.6159,0.06159
3/24/2020,0.028,0.046,1.806,61.669998,0.61669998,0.061669998
3/25/2020,0.005,0.01,0.257,63.950001,0.63950001,0.063950001
3/26/2020,0.034,0.053,1.853,61,0.61,0.061
3/27/2020,0.013,0.03,1.123,65.540001,0.65540001,0.065540001
3/28/2020,-0.029,-0.067,-0.4,65.540001,0.65540001,0.065540001
3/29/2020,0.011,0.016,0.124,65.540001,0.65540001,0.065540001
3/30/2020,0.126,0.229,6.413,57.080002,0.57080002,0.057080002
3/31/2020,-0.09,-0.14,-4.492,53.540001,0.53540001,0.053540001
4/1/2020,-0.08,-0.195,-4.087,57.060001,0.57060001,0.057060001
4/2/2020,-0.028,-0.05,-1.549,50.91,0.5091,0.05091
4/3/2020,-0.052,-0.103,-4.759,46.799999,0.46799999,0.046799999
4/4/2020,-0.122,-0.163,-0.976,46.799999,0.46799999,0.046799999
4/5/2020,0.063,0.118,1.064,46.799999,0.46799999,0.046799999
4/6/2020,0.037,0.066,1.902,45.240002,0.45240002,0.045240002
4/7/2020,-0.052,-0.131,-2.349,46.700001,0.46700001,0.046700001
4/8/2020,-0.046,-0.081,-2.354,43.349998,0.43349998,0.043349998
4/9/2020,-0.056,-0.084,-1.689,41.669998,0.41669998,0.041669998
4/10/2020,-0.049,-0.099,-2.783,41.669998,0.41669998,0.041669998
4/11/2020,0.108,0.434,0.868,41.669998,0.41669998,0.041669998
4/12/2020,-0.095,-0.227,-1.135,41.669998,0.41669998,0.041669998
4/13/2020,0.065,0.13,2.607,41.169998,0.41169998,0.041169998
4/14/2020,0.008,0.012,0.361,37.759998,0.37759998,0.037759998
4/15/2020,0.082,0.145,4.946,40.84,0.4084,0.04084
4/16/2020,-0.04,-0.058,-2.081,40.110001,0.40110001,0.040110001
4/17/2020,0.038,0.078,3.345,38.150002,0.38150002,0.038150002
4/18/2020,-0.045,-0.108,-0.54,38.150002,0.38150002,0.038150002
4/19/2020,0.019,0.044,0.262,38.150002,0.38150002,0.038150002
4/20/2020,-0.069,-0.111,-2.986,43.830002,0.43830002,0.043830002
4/21/2020,-0.043,-0.08,-2.718,45.41,0.4541,0.04541
4/22/2020,0.001,0.001,0.034,41.98,0.4198,0.04198
4/23/2020,0.018,0.031,0.841,41.380001,0.41380001,0.041380001
4/24/2020,-0.035,-0.075,-2.635,35.93,0.3593,0.03593
4/25/2020,-0.019,-0.032,-0.193,35.93,0.3593,0.03593
4/26/2020,0.08,0.239,0.956,35.93,0.3593,0.03593
4/27/2020,0.069,0.14,3.091,33.290001,0.33290001,0.033290001
4/28/2020,0.015,0.028,0.824,33.57,0.3357,0.03357
4/29/2020,0.007,0.014,0.444,31.23,0.3123,0.03123
4/30/2020,0.019,0.035,1.187,34.150002,0.34150002,0.034150002
5/1/2020,-0.025,-0.047,-1.877,37.189999,0.37189999,0.037189999
5/2/2020,0.07,0.122,0.974,37.189999,0.37189999,0.037189999
5/3/2020,0.195,0.521,1.563,37.189999,0.37189999,0.037189999
5/4/2020,-0.07,-0.142,-2.992,35.970001,0.35970001,0.035970001
5/5/2020,0.017,0.028,1.078,33.610001,0.33610001,0.033610001
5/6/2020,0.005,0.009,0.296,34.119999,0.34119999,0.034119999
5/7/2020,0.041,0.071,2.777,31.440001,0.31440001,0.031440001
5/8/2020,-0.017,-0.035,-1.171,27.98,0.2798,0.02798
5/9/2020,0.008,0.017,0.066,27.98,0.2798,0.02798
5/10/2020,-0.006,-0.018,-0.074,27.98,0.2798,0.02798
5/11/2020,-0.012,-0.032,-0.536,27.57,0.2757,0.02757
5/12/2020,-0.036,-0.092,-1.93,33.040001,0.33040001,0.033040001
5/13/2020,-0.04,-0.085,-1.705,35.279999,0.35279999,0.035279999
5/14/2020,0.085,0.204,4.498,32.610001,0.32610001,0.032610001
5/15/2020,0.003,0.005,0.223,31.889999,0.31889999,0.031889999
5/16/2020,0.146,0.292,1.167,31.889999,0.31889999,0.031889999
5/17/2020,0.013,0.022,0.176,31.889999,0.31889999,0.031889999
5/18/2020,0.033,0.062,1.663,29.299999,0.29299999,0.029299999
5/19/2020,0.038,0.078,2.115,30.530001,0.30530001,0.030530001
5/20/2020,0.019,0.036,1.092,27.99,0.2799,0.02799
5/21/2020,0.045,0.099,2.371,29.530001,0.29530001,0.029530001
5/22/2020,0.062,0.099,4.464,28.16,0.2816,0.02816
5/23/2020,0.115,0.259,1.037,28.16,0.2816,0.02816
5/24/2020,0.062,0.083,0.999,28.16,0.2816,0.02816
5/25/2020,0.093,0.167,0.836,28.16,0.2816,0.02816
5/26/2020,0.055,0.107,3.211,28.01,0.2801,0.02801
5/27/2020,0.062,0.114,3.65,27.620001,0.27620001,0.027620001
5/28/2020,0.013,0.024,0.843,28.59,0.2859,0.02859
5/29/2020,0.048,0.094,3.387,27.51,0.2751,0.02751
5/30/2020,0.066,0.23,0.46,27.51,0.2751,0.02751
5/31/2020,-0.219,-0.438,-2.192,27.51,0.2751,0.02751
6/1/2020,-0.038,-0.088,-1.761,28.23,0.2823,0.02823
6/2/2020,0.017,0.034,1.088,26.84,0.2684,0.02684
6/3/2020,0.113,0.169,6.1,25.66,0.2566,0.02566
6/4/2020,0.026,0.042,1.596,25.809999,0.25809999,0.025809999
6/5/2020,0.084,0.151,5.447,24.52,0.2452,0.02452
6/6/2020,0.074,0.296,0.296,24.52,0.2452,0.02452
6/7/2020,-0.046,-0.082,-0.742,24.52,0.2452,0.02452
6/8/2020,0.008,0.017,0.413,25.809999,0.25809999,0.025809999
6/9/2020,0.014,0.034,0.879,27.57,0.2757,0.02757
6/10/2020,-0.017,-0.034,-0.843,27.57,0.2757,0.02757
6/11/2020,-0.059,-0.137,-3.42,40.790001,0.40790001,0.040790001
6/12/2020,0.063,0.148,4.6,36.09,0.3609,0.03609
6/13/2020,0.012,0.028,0.083,36.09,0.3609,0.03609
6/14/2020,-0.001,-0.005,-0.014,36.09,0.3609,0.03609
6/15/2020,-0.035,-0.081,-1.932,34.400002,0.34400002,0.034400002
6/16/2020,-0.036,-0.075,-2.252,33.669998,0.33669998,0.033669998
6/17/2020,0.14,0.285,7.134,33.470001,0.33470001,0.033470001
6/18/2020,0.069,0.132,3.975,32.939999,0.32939999,0.032939999
6/19/2020,0.046,0.084,3.38,35.119999,0.35119999,0.035119999
6/20/2020,0.17,0.321,2.885,35.119999,0.35119999,0.035119999
6/21/2020,-0.147,-0.354,-1.769,35.119999,0.35119999,0.035119999
6/22/2020,0.013,0.032,0.758,31.77,0.3177,0.03177
6/23/2020,0.062,0.118,3.077,31.370001,0.31370001,0.031370001
6/24/2020,0.074,0.12,3.469,33.84,0.3384,0.03384
6/25/2020,0.035,0.074,2.286,32.220001,0.32220001,0.032220001
6/26/2020,0.068,0.238,0.476,34.73,0.3473,0.03473
6/27/2020,-0.047,-0.089,-0.978,34.73,0.3473,0.03473
6/28/2020,0.067,0.163,3.432,34.73,0.3473,0.03473
6/29/2020,0.086,0.135,4.584,31.780001,0.31780001,0.031780001
6/30/2020,0.068,0.129,3.872,30.43,0.3043,0.03043
7/1/2020,0.11,0.194,7.383,28.620001,0.28620001,0.028620001
7/2/2020,0.213,0.396,2.774,27.68,0.2768,0.02768
7/3/2020,0.002,0.008,0.016,27.68,0.2768,0.02768
7/4/2020,0.04,0.086,0.517,27.68,0.2768,0.02768
7/5/2020,0.082,0.181,4.344,27.68,0.2768,0.02768
7/6/2020,0.075,0.126,4.295,27.940001,0.27940001,0.027940001
7/7/2020,0.009,0.02,0.496,29.43,0.2943,0.02943
7/8/2020,0.062,0.127,3.426,28.08,0.2808,0.02808
7/9/2020,0.049,0.108,3.353,29.26,0.2926,0.02926
7/10/2020,0.19,0.506,1.518,27.290001,0.27290001,0.027290001
7/11/2020,0.133,0.245,1.467,27.290001,0.27290001,0.027290001
7/12/2020,0.116,0.193,6.943,27.290001,0.27290001,0.027290001
7/13/2020,0.106,0.171,6.167,32.189999,0.32189999,0.032189999
7/14/2020,0.078,0.165,4.629,29.52,0.2952,0.02952
7/15/2020,0.057,0.11,4.081,27.76,0.2776,0.02776
7/16/2020,0.121,0.209,10.434,28,0.28,0.028
7/17/2020,-0.055,-0.44,-0.44,25.68,0.2568,0.02568
7/18/2020,-0.017,-0.067,-0.135,25.68,0.2568,0.02568
