release_date,Average Daily Compound Score,Average Daily Compound Score ex 0s,Sum Composite Score,VIX,VIX x .01,VIX x .001
6/7/2017,0.1,0.171,18.257,10.39,0.1039,0.01039
6/8/2017,0.084,0.141,13.671,10.16,0.1016,0.01016
6/9/2017,0.024,0.045,3.259,10.7,0.107,0.0107
6/10/2017,-0.175,-0.25,-1.749,10.7,0.107,0.0107
6/11/2017,0.122,0.217,10.866,10.7,0.107,0.0107
6/12/2017,0.081,0.139,17.074,11.46,0.1146,0.01146
6/13/2017,0.072,0.137,15.375,10.42,0.1042,0.01042
6/14/2017,0.072,0.13,13.608,10.64,0.1064,0.01064
6/15/2017,0.07,0.116,13.218,10.9,0.109,0.0109
6/16/2017,0.067,0.116,7.065,10.38,0.1038,0.01038
6/17/2017,0.099,0.494,0.494,10.38,0.1038,0.01038
6/18/2017,0.143,0.216,12.29,10.38,0.1038,0.01038
6/19/2017,0.134,0.24,27.374,10.37,0.1037,0.01037
6/20/2017,0.086,0.147,19.227,10.86,0.1086,0.01086
6/21/2017,0.129,0.227,27.45,10.75,0.1075,0.01075
6/22/2017,0.066,0.128,15.017,10.48,0.1048,0.01048
6/23/2017,-0.006,-0.011,-0.659,10.02,0.1002,0.01002
6/24/2017,0.065,0.111,0.776,10.02,0.1002,0.01002
6/25/2017,0.158,0.264,11.877,10.02,0.1002,0.01002
6/26/2017,0.126,0.213,23.588,9.9,0.099,0.0099
6/27/2017,0.069,0.121,13.195,11.06,0.1106,0.01106
6/28/2017,0.087,0.164,19.738,10.03,0.1003,0.01003
6/29/2017,0.084,0.151,14.166,11.44,0.1144,0.01144
6/30/2017,0.069,0.113,4.973,11.18,0.1118,0.01118
7/1/2017,-0.048,-0.095,-0.19,11.18,0.1118,0.01118
7/2/2017,0.065,0.142,4.964,11.18,0.1118,0.01118
7/3/2017,0.081,0.158,10.118,11.22,0.1122,0.01122
7/4/2017,0.128,0.256,9.198,11.22,0.1122,0.01122
7/5/2017,0.068,0.119,12.906,11.07,0.1107,0.01107
7/6/2017,0.07,0.122,12.594,12.54,0.1254,0.01254
7/7/2017,0.037,0.066,3.83,11.19,0.1119,0.01119
7/8/2017,-0.148,-0.296,-0.591,11.19,0.1119,0.01119
7/9/2017,0.101,0.166,8.306,11.19,0.1119,0.01119
7/10/2017,0.103,0.199,20.656,11.11,0.1111,0.01111
7/11/2017,0.13,0.222,31.741,10.89,0.1089,0.01089
7/12/2017,0.11,0.182,25.348,10.3,0.103,0.0103
7/13/2017,0.134,0.227,33.435,9.9,0.099,0.0099
7/14/2017,0.091,0.147,13.09,9.51,0.0951,0.00951
7/15/2017,0.148,0.295,1.18,9.51,0.0951,0.00951
7/16/2017,0.067,0.123,5.918,9.51,0.0951,0.00951
7/17/2017,0.067,0.112,15.85,9.82,0.0982,0.00982
7/18/2017,0.081,0.136,19.726,9.89,0.0989,0.00989
7/19/2017,0.072,0.148,18.53,9.79,0.0979,0.00979
7/20/2017,0.036,0.072,9.744,9.58,0.0958,0.00958
7/21/2017,0.022,0.038,2.615,9.36,0.0936,0.00936
7/22/2017,0,0,0,9.36,0.0936,0.00936
7/23/2017,0.016,0.044,2.357,9.36,0.0936,0.00936
7/24/2017,0.053,0.111,10.891,9.43,0.0943,0.00943
7/25/2017,0.089,0.174,29.179,9.43,0.0943,0.00943
7/26/2017,0.043,0.079,12.724,9.6,0.096,0.0096
7/27/2017,0.057,0.104,17.246,10.11,0.1011,0.01011
7/28/2017,0.032,0.052,4.721,10.29,0.1029,0.01029
7/29/2017,-0.01,-0.052,-0.052,10.29,0.1029,0.01029
7/30/2017,0.062,0.086,1.118,10.29,0.1029,0.01029
7/31/2017,-0.005,-0.013,-0.389,10.26,0.1026,0.01026
8/1/2017,0.02,0.04,2.096,10.09,0.1009,0.01009
8/2/2017,0.032,0.062,6.244,10.28,0.1028,0.01028
8/3/2017,0.037,0.06,7.461,10.44,0.1044,0.01044
8/4/2017,0.05,0.093,4.078,10.03,0.1003,0.01003
8/5/2017,0.197,0.263,0.789,10.03,0.1003,0.01003
8/6/2017,0.044,0.084,3.524,10.03,0.1003,0.01003
8/7/2017,0.034,0.068,6.286,9.93,0.0993,0.00993
8/8/2017,0.03,0.059,5.958,10.96,0.1096,0.01096
8/9/2017,0.016,0.029,2.705,11.11,0.1111,0.01111
8/10/2017,0.009,0.015,1.335,16.040001,0.16040001,0.016040001
8/11/2017,0.03,0.044,3.943,15.51,0.1551,0.01551
8/12/2017,0,0,0,15.51,0.1551,0.01551
8/13/2017,0.055,0.089,4.562,15.51,0.1551,0.01551
8/14/2017,0.087,0.154,18.302,12.33,0.1233,0.01233
8/15/2017,0.049,0.092,7.296,12.04,0.1204,0.01204
8/16/2017,0.095,0.17,23.915,11.74,0.1174,0.01174
8/17/2017,0.096,0.17,19.41,15.55,0.1555,0.01555
8/18/2017,-0.018,-0.029,-1.757,14.26,0.1426,0.01426
8/19/2017,0.049,0.122,0.244,14.26,0.1426,0.01426
8/20/2017,0.088,0.155,7.59,14.26,0.1426,0.01426
8/21/2017,0.096,0.161,21.311,13.19,0.1319,0.01319
8/22/2017,0.092,0.173,14.174,11.35,0.1135,0.01135
8/23/2017,0.092,0.153,21.549,12.25,0.1225,0.01225
8/24/2017,0.072,0.131,15.925,12.23,0.1223,0.01223
8/25/2017,0.057,0.11,6.956,11.28,0.1128,0.01128
8/26/2017,-0.072,-0.108,-0.216,11.28,0.1128,0.01128
8/27/2017,0.187,0.282,13.254,11.28,0.1128,0.01128
8/28/2017,0.076,0.15,16.94,11.32,0.1132,0.01132
8/29/2017,0.069,0.123,14.902,11.7,0.117,0.0117
8/30/2017,0.049,0.093,10.258,11.22,0.1122,0.01122
8/31/2017,0.092,0.156,22.248,10.59,0.1059,0.01059
9/1/2017,0.13,0.241,17.591,10.13,0.1013,0.01013
9/2/2017,0.132,0.329,1.318,10.13,0.1013,0.01013
9/3/2017,0.117,0.169,4.552,10.13,0.1013,0.01013
9/4/2017,0.056,0.107,4.938,10.13,0.1013,0.01013
9/5/2017,0.026,0.049,2.793,12.23,0.1223,0.01223
9/6/2017,0.084,0.14,11.649,11.63,0.1163,0.01163
9/7/2017,0.085,0.136,16.926,11.55,0.1155,0.01155
9/8/2017,0.062,0.11,9.815,12.12,0.1212,0.01212
9/9/2017,0.145,0.217,1.303,12.12,0.1212,0.01212
9/10/2017,0.174,0.291,15.111,12.12,0.1212,0.01212
9/11/2017,0.119,0.198,27.498,10.73,0.1073,0.01073
9/12/2017,0.094,0.176,21.281,10.58,0.1058,0.01058
9/13/2017,0.093,0.168,18.771,10.5,0.105,0.0105
9/14/2017,0.058,0.109,12.513,10.44,0.1044,0.01044
9/15/2017,0.086,0.178,9.431,10.17,0.1017,0.01017
9/16/2017,0.004,0.007,0.034,10.17,0.1017,0.01017
9/17/2017,0.11,0.233,9.095,10.17,0.1017,0.01017
9/18/2017,0.094,0.202,16.596,10.15,0.1015,0.01015
9/19/2017,0.083,0.145,18.252,10.18,0.1018,0.01018
9/20/2017,0.133,0.239,29.169,9.78,0.0978,0.00978
9/21/2017,0.039,0.071,6.93,9.67,0.0967,0.00967
9/22/2017,0.038,0.065,4.483,9.59,0.0959,0.00959
9/23/2017,0.024,0.024,0.143,9.59,0.0959,0.00959
9/24/2017,0.1,0.179,5.382,9.59,0.0959,0.00959
9/25/2017,0.048,0.091,7.936,10.21,0.1021,0.01021
9/26/2017,0.111,0.204,27.949,10.17,0.1017,0.01017
9/27/2017,0.098,0.162,22.065,9.87,0.0987,0.00987
9/28/2017,0.086,0.149,15.45,9.55,0.0955,0.00955
9/29/2017,0.024,0.053,1.944,9.51,0.0951,0.00951
9/30/2017,-0.189,-0.26,-2.08,9.51,0.0951,0.00951
10/1/2017,0.079,0.126,5.273,9.51,0.0951,0.00951
10/2/2017,0.046,0.085,8.362,9.45,0.0945,0.00945
10/3/2017,0.116,0.198,24.53,9.51,0.0951,0.00951
10/4/2017,0.111,0.189,20.619,9.63,0.0963,0.00963
10/5/2017,0.071,0.13,11.587,9.19,0.0919,0.00919
10/6/2017,0.048,0.083,5.172,9.65,0.0965,0.00965
10/7/2017,-0.113,-0.34,-0.34,9.65,0.0965,0.00965
10/8/2017,0.022,0.049,1.172,9.65,0.0965,0.00965
10/9/2017,0.101,0.189,19.705,10.33,0.1033,0.01033
10/10/2017,0.105,0.19,20.345,10.08,0.1008,0.01008
10/11/2017,0.081,0.13,17.568,9.85,0.0985,0.00985
10/12/2017,0.098,0.178,22.058,9.91,0.0991,0.00991
10/13/2017,0.06,0.11,7.891,9.61,0.0961,0.00961
10/14/2017,0,0,0,9.61,0.0961,0.00961
10/15/2017,0.124,0.231,10.166,9.61,0.0961,0.00961
10/16/2017,0.086,0.143,22.663,9.91,0.0991,0.00991
10/17/2017,0.078,0.149,17.406,10.31,0.1031,0.01031
10/18/2017,0.131,0.228,28.552,10.07,0.1007,0.01007
10/19/2017,0.084,0.147,17.969,10.05,0.1005,0.01005
10/20/2017,0.081,0.16,12.943,9.97,0.0997,0.00997
10/21/2017,-0.072,-0.145,-0.579,9.97,0.0997,0.00997
10/22/2017,0.1,0.235,11.034,9.97,0.0997,0.00997
10/23/2017,0.081,0.158,18.453,11.07,0.1107,0.01107
10/24/2017,0.056,0.106,16.603,11.16,0.1116,0.01116
10/25/2017,0.083,0.143,21.438,11.23,0.1123,0.01123
10/26/2017,0.062,0.12,15.182,11.3,0.113,0.0113
10/27/2017,0.096,0.188,16.952,9.8,0.098,0.0098
10/28/2017,-0.085,-0.212,-0.424,9.8,0.098,0.0098
10/29/2017,0.018,0.036,2.113,9.8,0.098,0.0098
10/30/2017,0.056,0.112,13.553,10.5,0.105,0.0105
10/31/2017,0.062,0.113,15.619,10.18,0.1018,0.01018
11/1/2017,0.071,0.118,19.541,10.2,0.102,0.0102
11/2/2017,0.006,0.012,1.663,9.93,0.0993,0.00993
11/3/2017,0.027,0.051,2.859,9.14,0.0914,0.00914
11/4/2017,-0.065,-0.102,-0.716,9.14,0.0914,0.00914
11/5/2017,0.093,0.176,10.939,9.14,0.0914,0.00914
11/6/2017,0.074,0.154,15.524,9.4,0.094,0.0094
11/7/2017,0.047,0.081,11.058,9.89,0.0989,0.00989
11/8/2017,0.017,0.037,3.249,9.78,0.0978,0.00978
11/9/2017,0.061,0.104,11.697,10.5,0.105,0.0105
11/10/2017,0.059,0.101,5.262,11.29,0.1129,0.01129
11/11/2017,0.101,0.203,1.015,11.29,0.1129,0.01129
11/12/2017,0.151,0.292,14.013,11.29,0.1129,0.01129
11/13/2017,0.068,0.124,14.287,11.5,0.115,0.0115
11/14/2017,0.104,0.188,22.521,11.59,0.1159,0.01159
11/15/2017,0.057,0.103,11.693,13.13,0.1313,0.01313
11/16/2017,0.107,0.223,21.385,11.76,0.1176,0.01176
11/17/2017,-0.003,-0.006,-0.367,11.43,0.1143,0.01143
11/18/2017,0.077,0.115,0.46,11.43,0.1143,0.01143
11/19/2017,0.121,0.257,14.397,11.43,0.1143,0.01143
11/20/2017,0.059,0.112,9.267,10.65,0.1065,0.01065
11/21/2017,0.057,0.099,10.638,9.73,0.0973,0.00973
11/22/2017,0.063,0.1,6.99,9.88,0.0988,0.00988
11/23/2017,0.098,0.239,9.818,9.88,0.0988,0.00988
11/24/2017,0.061,0.133,3.997,9.67,0.0967,0.00967
11/25/2017,0.071,0.107,0.214,9.67,0.0967,0.00967
11/26/2017,0.121,0.202,8.091,9.67,0.0967,0.00967
11/27/2017,0.098,0.19,17.088,9.87,0.0987,0.00987
11/28/2017,0.073,0.15,11.425,10.03,0.1003,0.01003
11/29/2017,0.082,0.159,16.672,10.7,0.107,0.0107
11/30/2017,0.099,0.178,14.623,11.28,0.1128,0.01128
12/1/2017,-0.057,-0.095,-4.268,11.43,0.1143,0.01143
12/2/2017,0.172,0.43,0.861,11.43,0.1143,0.01143
12/3/2017,0.144,0.267,13.084,11.43,0.1143,0.01143
12/4/2017,0.087,0.188,16.691,11.68,0.1168,0.01168
12/5/2017,0.111,0.193,25.288,11.33,0.1133,0.01133
12/6/2017,0.066,0.103,11.182,11.02,0.1102,0.01102
12/7/2017,0.075,0.146,11.402,10.16,0.1016,0.01016
12/8/2017,0.041,0.088,3.88,9.58,0.0958,0.00958
12/9/2017,-0.094,-0.329,-0.658,9.58,0.0958,0.00958
12/10/2017,0.138,0.283,11.326,9.58,0.0958,0.00958
12/11/2017,0.093,0.165,17.327,9.34,0.0934,0.00934
12/12/2017,0.072,0.138,12.169,9.92,0.0992,0.00992
12/13/2017,0.074,0.132,11.919,10.18,0.1018,0.01018
12/14/2017,0.089,0.177,17.487,10.49,0.1049,0.01049
12/15/2017,0.005,0.008,0.62,9.42,0.0942,0.00942
12/16/2017,0.067,0.12,1.202,9.42,0.0942,0.00942
12/17/2017,0.119,0.217,12.588,9.42,0.0942,0.00942
12/18/2017,0.124,0.246,24.613,9.53,0.0953,0.00953
12/19/2017,0.047,0.084,7.615,10.03,0.1003,0.01003
12/20/2017,0.055,0.104,8.592,9.72,0.0972,0.00972
12/21/2017,0.063,0.11,11.723,9.62,0.0962,0.00962
12/22/2017,0.105,0.162,7.774,9.9,0.099,0.0099
12/23/2017,-0.166,-0.332,-1.327,9.9,0.099,0.0099
12/24/2017,-0.109,-0.4,-1.199,9.9,0.099,0.0099
12/25/2017,0.178,0.304,13.679,9.9,0.099,0.0099
12/26/2017,0.102,0.169,14.889,10.25,0.1025,0.01025
12/27/2017,0.129,0.254,16.987,10.47,0.1047,0.01047
12/28/2017,0.156,0.291,20.952,10.18,0.1018,0.01018
12/29/2017,0.052,0.08,3.538,11.04,0.1104,0.01104
12/30/2017,0.085,0.17,0.17,11.04,0.1104,0.01104
12/31/2017,0.083,0.166,0.828,11.04,0.1104,0.01104
1/1/2018,0.12,0.258,6.698,11.04,0.1104,0.01104
1/2/2018,0.096,0.173,14.169,9.77,0.0977,0.00977
1/3/2018,0.124,0.223,27.849,9.15,0.0915,0.00915
1/4/2018,0.086,0.16,15.533,9.22,0.0922,0.00922
1/5/2018,0.024,0.041,2.59,9.22,0.0922,0.00922
1/6/2018,0.077,0.135,0.541,9.22,0.0922,0.00922
1/7/2018,0.2,0.366,19.406,9.22,0.0922,0.00922
1/8/2018,0.122,0.22,22.2,9.52,0.0952,0.00952
1/9/2018,0.065,0.145,11.869,10.08,0.1008,0.01008
1/10/2018,0.098,0.166,18.254,9.82,0.0982,0.00982
1/11/2018,0.074,0.157,15.828,9.88,0.0988,0.00988
1/12/2018,0.058,0.132,5.926,10.16,0.1016,0.01016
1/13/2018,0.215,0.376,1.505,10.16,0.1016,0.01016
1/14/2018,0.134,0.248,15.152,10.16,0.1016,0.01016
1/15/2018,0.11,0.186,16.211,10.16,0.1016,0.01016
1/16/2018,0.09,0.171,21.935,11.66,0.1166,0.01166
1/17/2018,0.12,0.225,24.991,11.91,0.1191,0.01191
1/18/2018,0.079,0.15,18.957,12.22,0.1222,0.01222
1/19/2018,0.07,0.127,7.248,11.27,0.1127,0.01127
1/20/2018,-0.153,-0.268,-1.073,11.27,0.1127,0.01127
1/21/2018,0.146,0.333,14.645,11.27,0.1127,0.01127
1/22/2018,0.138,0.265,31.579,11.03,0.1103,0.01103
1/23/2018,0.113,0.214,25.501,11.1,0.111,0.0111
1/24/2018,0.098,0.193,25.834,11.47,0.1147,0.01147
1/25/2018,0.076,0.141,15.823,11.58,0.1158,0.01158
1/26/2018,0.082,0.158,6.489,11.08,0.1108,0.01108
1/27/2018,0.018,0.039,0.193,11.08,0.1108,0.01108
1/28/2018,0.115,0.23,15.159,11.08,0.1108,0.01108
1/29/2018,0.101,0.191,22.21,13.84,0.1384,0.01384
1/30/2018,0.089,0.176,22.653,14.79,0.1479,0.01479
1/31/2018,0.098,0.217,23.023,13.54,0.1354,0.01354
2/1/2018,0.09,0.165,31.609,13.47,0.1347,0.01347
2/2/2018,0.013,0.023,1.506,17.309999,0.17309999,0.017309999
2/3/2018,0.075,0.12,0.602,17.309999,0.17309999,0.017309999
2/4/2018,0.049,0.111,5.335,17.309999,0.17309999,0.017309999
2/5/2018,0.068,0.119,17.316,37.32,0.3732,0.03732
2/6/2018,0.047,0.087,11.108,29.98,0.2998,0.02998
2/7/2018,0.095,0.176,18.801,27.73,0.2773,0.02773
2/8/2018,0.003,0.006,0.753,33.459999,0.33459999,0.033459999
2/9/2018,-0.006,-0.011,-0.364,29.059999,0.29059999,0.029059999
2/10/2018,0,0,0,29.059999,0.29059999,0.029059999
2/11/2018,0.135,0.213,15.948,29.059999,0.29059999,0.029059999
2/12/2018,0.082,0.162,15.755,25.610001,0.25610001,0.025610001
2/13/2018,0.124,0.225,25.198,24.969999,0.24969999,0.024969999
2/14/2018,0.086,0.147,16.907,19.26,0.1926,0.01926
2/15/2018,0.109,0.189,17.719,19.129999,0.19129999,0.019129999
2/16/2018,-0.001,-0.001,-0.066,19.459999,0.19459999,0.019459999
2/17/2018,0.125,0.375,0.75,19.459999,0.19459999,0.019459999
2/18/2018,0.047,0.091,3.006,19.459999,0.19459999,0.019459999
2/19/2018,0.068,0.137,7.386,19.459999,0.19459999,0.019459999
2/20/2018,0.066,0.129,12.856,20.6,0.206,0.0206
2/21/2018,0.062,0.111,13.811,20.02,0.2002,0.02002
2/22/2018,0.086,0.151,17.916,18.719999,0.18719999,0.018719999
2/23/2018,-0.008,-0.015,-0.701,16.49,0.1649,0.01649
2/24/2018,-0.037,-0.075,-0.224,16.49,0.1649,0.01649
2/25/2018,0.055,0.118,6.621,16.49,0.1649,0.01649
2/26/2018,0.075,0.154,20.532,15.8,0.158,0.0158
2/27/2018,0.108,0.19,23.578,18.59,0.1859,0.01859
2/28/2018,0.075,0.13,15.515,19.85,0.1985,0.01985
3/1/2018,0.04,0.068,8.919,22.469999,0.22469999,0.022469999
3/2/2018,-0.058,-0.081,-5.032,19.59,0.1959,0.01959
3/3/2018,0.109,0.292,0.876,19.59,0.1959,0.01959
3/4/2018,0.149,0.241,9.407,19.59,0.1959,0.01959
3/5/2018,0.084,0.132,17.401,18.73,0.1873,0.01873
3/6/2018,0.084,0.136,17.368,18.360001,0.18360001,0.018360001
3/7/2018,0.041,0.081,9.185,17.76,0.1776,0.01776
3/8/2018,0.05,0.101,9.484,16.540001,0.16540001,0.016540001
3/9/2018,0.076,0.137,9.611,14.64,0.1464,0.01464
3/10/2018,0.195,0.586,0.586,14.64,0.1464,0.01464
3/11/2018,0.125,0.28,9.523,14.64,0.1464,0.01464
3/12/2018,0.069,0.136,13.613,15.78,0.1578,0.01578
3/13/2018,0.099,0.173,22.949,16.35,0.1635,0.01635
3/14/2018,0.052,0.093,12.175,17.23,0.1723,0.01723
3/15/2018,0.048,0.087,9.537,16.59,0.1659,0.01659
3/16/2018,0.042,0.075,3.893,15.8,0.158,0.0158
3/17/2018,-0.012,-0.022,-0.086,15.8,0.158,0.0158
3/18/2018,0.128,0.211,12.258,15.8,0.158,0.0158
3/19/2018,0.032,0.052,4.418,19.02,0.1902,0.01902
3/20/2018,0.041,0.08,7.236,18.200001,0.18200001,0.018200001
3/21/2018,0.016,0.034,2.822,17.860001,0.17860001,0.017860001
3/22/2018,0,0,0.003,23.34,0.2334,0.02334
3/23/2018,0.009,0.013,0.821,24.870001,0.24870001,0.024870001
3/24/2018,-0.117,-0.149,-1.635,24.870001,0.24870001,0.024870001
3/25/2018,0.048,0.072,4.537,24.870001,0.24870001,0.024870001
3/26/2018,0.026,0.044,4.376,21.030001,0.21030001,0.021030001
3/27/2018,0.016,0.026,3.263,22.5,0.225,0.0225
3/28/2018,0.074,0.122,15.861,22.870001,0.22870001,0.022870001
3/29/2018,-0.019,-0.033,-2.642,19.969999,0.19969999,0.019969999
3/30/2018,-0.002,-0.003,-0.052,19.969999,0.19969999,0.019969999
3/31/2018,-0.1,-0.15,-0.9,19.969999,0.19969999,0.019969999
4/1/2018,0.137,0.197,12.433,19.969999,0.19969999,0.019969999
4/2/2018,0.102,0.177,21.115,23.620001,0.23620001,0.023620001
4/3/2018,0.11,0.172,27.797,21.1,0.211,0.0211
4/4/2018,0.049,0.095,11.816,20.059999,0.20059999,0.020059999
4/5/2018,0.085,0.162,10.529,18.940001,0.18940001,0.018940001
4/6/2018,0.035,0.055,2.453,21.49,0.2149,0.02149
4/7/2018,-0.238,-0.477,-0.477,21.49,0.2149,0.02149
4/8/2018,0.155,0.258,8.53,21.49,0.2149,0.02149
4/9/2018,0.05,0.092,7.614,21.77,0.2177,0.02177
4/10/2018,0.071,0.154,10.951,20.469999,0.20469999,0.020469999
4/11/2018,0.025,0.051,3.809,20.24,0.2024,0.02024
4/12/2018,0.093,0.161,14.489,18.49,0.1849,0.01849
4/13/2018,-0.027,-0.046,-2.985,17.41,0.1741,0.01741
4/14/2018,0.091,0.105,0.732,17.41,0.1741,0.01741
4/15/2018,0.141,0.249,8.711,17.41,0.1741,0.01741
4/16/2018,0.065,0.117,12.035,16.559999,0.16559999,0.016559999
4/17/2018,0.102,0.182,27.35,15.25,0.1525,0.01525
4/18/2018,0.062,0.118,12.43,15.6,0.156,0.0156
4/19/2018,0.033,0.069,7.333,15.96,0.1596,0.01596
4/20/2018,0.034,0.063,5.416,16.879999,0.16879999,0.016879999
4/21/2018,0,0,0,16.879999,0.16879999,0.016879999
4/22/2018,0.055,0.119,4.884,16.879999,0.16879999,0.016879999
4/23/2018,0.04,0.08,9.642,16.34,0.1634,0.01634
4/24/2018,0.05,0.09,11.859,18.02,0.1802,0.01802
4/25/2018,0.026,0.05,6.89,17.84,0.1784,0.01784
4/26/2018,0.084,0.15,25.708,16.24,0.1624,0.01624
4/27/2018,0.061,0.113,5.88,15.41,0.1541,0.01541
4/28/2018,-0.08,-0.1,-0.8,15.41,0.1541,0.01541
4/29/2018,0.022,0.054,1.615,15.41,0.1541,0.01541
4/30/2018,0.047,0.088,8.778,15.93,0.1593,0.01593
5/1/2018,0.08,0.161,16.883,15.49,0.1549,0.01549
5/2/2018,0.037,0.067,7.576,15.97,0.1597,0.01597
5/3/2018,0.04,0.078,8.218,15.9,0.159,0.0159
5/4/2018,0.091,0.165,9.585,14.77,0.1477,0.01477
5/5/2018,-0.05,-0.087,-0.693,14.77,0.1477,0.01477
5/6/2018,0.059,0.116,5.93,14.77,0.1477,0.01477
5/7/2018,0.076,0.149,18.129,14.75,0.1475,0.01475
5/8/2018,0.072,0.119,11.427,14.71,0.1471,0.01471
5/9/2018,0.043,0.073,7.931,13.42,0.1342,0.01342
5/10/2018,0.077,0.131,12.229,13.23,0.1323,0.01323
5/11/2018,0.06,0.13,6.352,12.65,0.1265,0.01265
5/12/2018,0.218,0.349,1.746,12.65,0.1265,0.01265
5/13/2018,0.045,0.103,2.168,12.65,0.1265,0.01265
5/14/2018,0.084,0.147,12.319,12.93,0.1293,0.01293
5/15/2018,0.036,0.072,5.398,14.63,0.1463,0.01463
5/16/2018,0.061,0.116,10.212,13.42,0.1342,0.01342
5/17/2018,0.067,0.115,13.401,13.43,0.1343,0.01343
5/18/2018,0.007,0.01,0.635,13.42,0.1342,0.01342
5/19/2018,-0.139,-0.162,-0.971,13.42,0.1342,0.01342
5/20/2018,0.109,0.196,7.645,13.42,0.1342,0.01342
5/21/2018,0.06,0.124,12.537,13.08,0.1308,0.01308
5/22/2018,0.083,0.177,14.664,13.22,0.1322,0.01322
5/23/2018,0.078,0.146,14.117,12.58,0.1258,0.01258
5/24/2018,0.069,0.125,9.846,12.53,0.1253,0.01253
5/25/2018,0.04,0.07,3.099,13.22,0.1322,0.01322
5/26/2018,-0.137,-0.171,-0.685,13.22,0.1322,0.01322
5/27/2018,0.111,0.189,3.221,13.22,0.1322,0.01322
5/28/2018,0.094,0.243,16.499,13.22,0.1322,0.01322
5/29/2018,0.113,0.194,20.995,17.02,0.1702,0.01702
5/30/2018,0.078,0.147,16.193,14.94,0.1494,0.01494
5/31/2018,0.09,0.214,17.3,15.43,0.1543,0.01543
6/1/2018,0.028,0.047,3.797,13.46,0.1346,0.01346
6/2/2018,0.027,0.054,0.109,13.46,0.1346,0.01346
6/3/2018,0.093,0.193,7.546,13.46,0.1346,0.01346
6/4/2018,0.11,0.219,24.801,12.74,0.1274,0.01274
6/5/2018,0.085,0.161,12.371,12.4,0.124,0.0124
6/6/2018,0.102,0.187,19.814,11.64,0.1164,0.01164
6/7/2018,0.064,0.117,11.815,12.13,0.1213,0.01213
6/8/2018,0.03,0.057,3.172,12.18,0.1218,0.01218
6/9/2018,0.164,0.164,0.657,12.18,0.1218,0.01218
6/10/2018,0.135,0.245,10.291,12.18,0.1218,0.01218
6/11/2018,0.134,0.262,25.658,12.35,0.1235,0.01235
6/12/2018,0.126,0.211,21.475,12.34,0.1234,0.01234
6/13/2018,0.102,0.178,16.599,12.94,0.1294,0.01294
6/14/2018,0.135,0.246,24.095,12.12,0.1212,0.01212
6/15/2018,0.068,0.121,9.888,11.98,0.1198,0.01198
6/16/2018,-0.422,-0.422,-0.422,11.98,0.1198,0.01198
6/17/2018,0.142,0.235,10.09,11.98,0.1198,0.01198
6/18/2018,0.058,0.095,10.025,12.31,0.1231,0.01231
6/19/2018,0.067,0.106,12.099,13.35,0.1335,0.01335
6/20/2018,0.061,0.121,10.507,12.79,0.1279,0.01279
6/21/2018,0.086,0.143,17.316,14.64,0.1464,0.01464
6/22/2018,-0.077,-0.142,-7.359,13.77,0.1377,0.01377
6/23/2018,0.091,0.212,0.635,13.77,0.1377,0.01377
6/24/2018,0.05,0.072,2.15,13.77,0.1377,0.01377
6/25/2018,-0.002,-0.004,-0.309,17.33,0.1733,0.01733
6/26/2018,-0.006,-0.01,-0.63,15.92,0.1592,0.01592
6/27/2018,0.014,0.024,1.521,17.91,0.1791,0.01791
6/28/2018,0.028,0.049,4.33,16.85,0.1685,0.01685
6/29/2018,0.047,0.089,4.528,16.09,0.1609,0.01609
6/30/2018,-0.136,-0.136,-0.407,16.09,0.1609,0.01609
7/1/2018,0.159,0.216,2.381,16.09,0.1609,0.01609
7/2/2018,-0.025,-0.047,-1.588,15.6,0.156,0.0156
7/3/2018,-0.023,-0.033,-1.4,16.139999,0.16139999,0.016139999
7/4/2018,0.084,0.119,4.052,16.139999,0.16139999,0.016139999
7/5/2018,-0.018,-0.026,-1.368,14.97,0.1497,0.01497
7/6/2018,-0.051,-0.083,-2.901,13.37,0.1337,0.01337
7/7/2018,-0.057,-0.226,-0.226,13.37,0.1337,0.01337
7/8/2018,0.073,0.195,1.167,13.37,0.1337,0.01337
7/9/2018,0.036,0.065,3.366,12.69,0.1269,0.01269
7/10/2018,-0.019,-0.033,-1.92,12.64,0.1264,0.01264
7/11/2018,-0.022,-0.04,-1.941,13.63,0.1363,0.01363
7/12/2018,0.056,0.089,6.041,12.58,0.1258,0.01258
7/13/2018,0.055,0.096,4.03,12.18,0.1218,0.01218
7/14/2018,0.31,0.31,0.931,12.18,0.1218,0.01218
7/15/2018,-0.043,-0.082,-1.064,12.18,0.1218,0.01218
7/16/2018,0.021,0.034,2.736,12.83,0.1283,0.01283
7/17/2018,0.013,0.023,1.375,12.06,0.1206,0.01206
7/18/2018,0.084,0.163,8.009,12.1,0.121,0.0121
7/19/2018,0.005,0.008,0.465,12.87,0.1287,0.01287
7/20/2018,0.029,0.048,1.793,12.86,0.1286,0.01286
7/21/2018,0.121,0.202,1.214,12.86,0.1286,0.01286
7/22/2018,-0.131,-0.326,-1.959,12.86,0.1286,0.01286
7/23/2018,0.071,0.11,4.831,12.62,0.1262,0.01262
7/24/2018,0.061,0.099,6.136,12.41,0.1241,0.01241
7/25/2018,-0.001,-0.002,-0.114,12.29,0.1229,0.01229
7/26/2018,0.074,0.114,7.44,12.14,0.1214,0.01214
7/27/2018,-0.003,-0.004,-0.223,13.03,0.1303,0.01303
