Trade Date,Underlying,Product Type,Exchange,Volume
2014/03/28,SPX,I,CBOE,919577
2014/03/31,SPX,I,CBOE,648646
2014/04/01,SPX,I,CBOE,710990
2014/04/02,SPX,I,CBOE,750698
2014/04/03,SPX,I,CBOE,691459
2014/04/04,SPX,I,CBOE,1202808
2014/04/07,SPX,I,CBOE,907648
2014/04/08,SPX,I,CBOE,567332
2014/04/09,SPX,I,CBOE,612833
2014/04/10,SPX,I,CBOE,953605
2014/04/11,SPX,I,CBOE,1351442
2014/04/14,SPX,I,CBOE,790404
2014/04/15,SPX,I,CBOE,950491
2014/04/16,SPX,I,CBOE,1141680
2014/04/17,SPX,I,CBOE,841177
2014/04/21,SPX,I,CBOE,512231
2014/04/22,SPX,I,CBOE,895360
2014/04/23,SPX,I,CBOE,429800
2014/04/24,SPX,I,CBOE,576645
2014/04/25,SPX,I,CBOE,778825
2014/04/28,SPX,I,CBOE,510644
2014/04/29,SPX,I,CBOE,461749
2014/04/30,SPX,I,CBOE,422107
2014/05/01,SPX,I,CBOE,814509
2014/05/02,SPX,I,CBOE,784495
2014/05/05,SPX,I,CBOE,553660
2014/05/06,SPX,I,CBOE,608414
2014/05/07,SPX,I,CBOE,491133
2014/05/08,SPX,I,CBOE,726413
2014/05/09,SPX,I,CBOE,706230
2014/05/12,SPX,I,CBOE,740261
2014/05/13,SPX,I,CBOE,705063
2014/05/14,SPX,I,CBOE,928725
2014/05/15,SPX,I,CBOE,1314023
2014/05/16,SPX,I,CBOE,923676
2014/05/19,SPX,I,CBOE,521004
2014/05/20,SPX,I,CBOE,618362
2014/05/21,SPX,I,CBOE,984356
2014/05/22,SPX,I,CBOE,608734
2014/05/23,SPX,I,CBOE,800252
2014/05/27,SPX,I,CBOE,728476
2014/05/28,SPX,I,CBOE,638134
2014/05/29,SPX,I,CBOE,912883
2014/05/30,SPX,I,CBOE,805560
2014/06/02,SPX,I,CBOE,745448
2014/06/03,SPX,I,CBOE,592574
2014/06/04,SPX,I,CBOE,754584
2014/06/05,SPX,I,CBOE,1286586
2014/06/06,SPX,I,CBOE,1186660
2014/06/09,SPX,I,CBOE,841595
2014/06/10,SPX,I,CBOE,731328
2014/06/11,SPX,I,CBOE,645873
2014/06/12,SPX,I,CBOE,862633
2014/06/13,SPX,I,CBOE,742137
2014/06/16,SPX,I,CBOE,651410
2014/06/17,SPX,I,CBOE,829366
2014/06/18,SPX,I,CBOE,1274949
2014/06/19,SPX,I,CBOE,1163830
2014/06/20,SPX,I,CBOE,976285
2014/06/23,SPX,I,CBOE,559170
2014/06/24,SPX,I,CBOE,767661
2014/06/25,SPX,I,CBOE,570881
2014/06/26,SPX,I,CBOE,663527
2014/06/27,SPX,I,CBOE,785591
2014/06/30,SPX,I,CBOE,700754
2014/07/01,SPX,I,CBOE,1060941
2014/07/02,SPX,I,CBOE,773020
2014/07/03,SPX,I,CBOE,754950
2014/07/07,SPX,I,CBOE,662930
2014/07/08,SPX,I,CBOE,862176
2014/07/09,SPX,I,CBOE,549393
2014/07/10,SPX,I,CBOE,808400
2014/07/11,SPX,I,CBOE,997357
2014/07/14,SPX,I,CBOE,687304
2014/07/15,SPX,I,CBOE,712211
2014/07/16,SPX,I,CBOE,1113458
2014/07/17,SPX,I,CBOE,1149746
2014/07/18,SPX,I,CBOE,985685
2014/07/21,SPX,I,CBOE,596978
2014/07/22,SPX,I,CBOE,572349
2014/07/23,SPX,I,CBOE,628800
2014/07/24,SPX,I,CBOE,883480
2014/07/25,SPX,I,CBOE,923200
2014/07/28,SPX,I,CBOE,541135
2014/07/29,SPX,I,CBOE,533981
2014/07/30,SPX,I,CBOE,718930
2014/07/31,SPX,I,CBOE,1486702
2014/08/01,SPX,I,CBOE,1669978
2014/08/04,SPX,I,CBOE,935277
2014/08/05,SPX,I,CBOE,860332
2014/08/06,SPX,I,CBOE,801308
2014/08/07,SPX,I,CBOE,1177257
2014/08/08,SPX,I,CBOE,1055779
2014/08/11,SPX,I,CBOE,731476
2014/08/12,SPX,I,CBOE,927033
2014/08/13,SPX,I,CBOE,768228
2014/08/14,SPX,I,CBOE,907364
2014/08/15,SPX,I,CBOE,1237191
2014/08/18,SPX,I,CBOE,827378
2014/08/19,SPX,I,CBOE,846607
2014/08/20,SPX,I,CBOE,936244
2014/08/21,SPX,I,CBOE,838899
2014/08/22,SPX,I,CBOE,868286
2014/08/25,SPX,I,CBOE,618605
2014/08/26,SPX,I,CBOE,596711
2014/08/27,SPX,I,CBOE,509414
2014/08/28,SPX,I,CBOE,662310
2014/08/29,SPX,I,CBOE,773802
2014/09/02,SPX,I,CBOE,578656
2014/09/03,SPX,I,CBOE,648579
2014/09/04,SPX,I,CBOE,923949
2014/09/05,SPX,I,CBOE,951180
2014/09/08,SPX,I,CBOE,625822
2014/09/09,SPX,I,CBOE,652680
2014/09/10,SPX,I,CBOE,658499
2014/09/11,SPX,I,CBOE,759308
2014/09/12,SPX,I,CBOE,1082889
2014/09/15,SPX,I,CBOE,712236
2014/09/16,SPX,I,CBOE,844440
2014/09/17,SPX,I,CBOE,927989
2014/09/18,SPX,I,CBOE,914699
2014/09/19,SPX,I,CBOE,1064182
2014/09/22,SPX,I,CBOE,852068
2014/09/23,SPX,I,CBOE,669812
2014/09/24,SPX,I,CBOE,796963
2014/09/25,SPX,I,CBOE,1122428
2014/09/26,SPX,I,CBOE,1032309
2014/09/29,SPX,I,CBOE,731041
2014/09/30,SPX,I,CBOE,818099
2014/10/01,SPX,I,CBOE,1368750
2014/10/02,SPX,I,CBOE,1291001
2014/10/03,SPX,I,CBOE,1047720
2014/10/06,SPX,I,CBOE,706638
2014/10/07,SPX,I,CBOE,902213
2014/10/08,SPX,I,CBOE,1215200
2014/10/09,SPX,I,CBOE,1171795
2014/10/10,SPX,I,CBOE,1547496
2014/10/13,SPX,I,CBOE,1811895
2014/10/14,SPX,I,CBOE,1659539
2014/10/15,SPX,I,CBOE,2686964
2014/10/16,SPX,I,CBOE,1944960
2014/10/17,SPX,I,CBOE,1309308
2014/10/20,SPX,I,CBOE,922917
2014/10/21,SPX,I,CBOE,1586789
2014/10/22,SPX,I,CBOE,1259380
2014/10/23,SPX,I,CBOE,1069928
2014/10/24,SPX,I,CBOE,769880
2014/10/27,SPX,I,CBOE,710428
2014/10/28,SPX,I,CBOE,1170152
2014/10/29,SPX,I,CBOE,1232716
2014/10/30,SPX,I,CBOE,910090
2014/10/31,SPX,I,CBOE,1760666
2014/11/03,SPX,I,CBOE,969803
2014/11/04,SPX,I,CBOE,652759
2014/11/05,SPX,I,CBOE,789990
2014/11/06,SPX,I,CBOE,979682
2014/11/07,SPX,I,CBOE,938820
2014/11/10,SPX,I,CBOE,788225
2014/11/11,SPX,I,CBOE,637421
2014/11/12,SPX,I,CBOE,721493
2014/11/13,SPX,I,CBOE,1018800
2014/11/14,SPX,I,CBOE,860352
2014/11/17,SPX,I,CBOE,674132
2014/11/18,SPX,I,CBOE,951771
2014/11/19,SPX,I,CBOE,880571
2014/11/20,SPX,I,CBOE,922665
2014/11/21,SPX,I,CBOE,1173954
2014/11/24,SPX,I,CBOE,620899
2014/11/25,SPX,I,CBOE,608608
2014/11/26,SPX,I,CBOE,669675
2014/11/28,SPX,I,CBOE,751407
2014/12/01,SPX,I,CBOE,720764
2014/12/02,SPX,I,CBOE,588445
2014/12/03,SPX,I,CBOE,688605
2014/12/04,SPX,I,CBOE,764026
2014/12/05,SPX,I,CBOE,1143067
2014/12/08,SPX,I,CBOE,917790
2014/12/09,SPX,I,CBOE,854951
2014/12/10,SPX,I,CBOE,951423
2014/12/11,SPX,I,CBOE,888047
2014/12/12,SPX,I,CBOE,1501298
2014/12/15,SPX,I,CBOE,1290879
2014/12/16,SPX,I,CBOE,1238064
2014/12/17,SPX,I,CBOE,1504459
2014/12/18,SPX,I,CBOE,1492341
2014/12/19,SPX,I,CBOE,1501225
2014/12/22,SPX,I,CBOE,782508
2014/12/23,SPX,I,CBOE,795892
2014/12/24,SPX,I,CBOE,426391
2014/12/26,SPX,I,CBOE,807917
2014/12/29,SPX,I,CBOE,633380
2014/12/30,SPX,I,CBOE,915235
2014/12/31,SPX,I,CBOE,965630
2015/01/02,SPX,I,CBOE,1091141
2015/01/05,SPX,I,CBOE,1217242
2015/01/06,SPX,I,CBOE,1136316
2015/01/07,SPX,I,CBOE,955927
2015/01/08,SPX,I,CBOE,1065180
2015/01/09,SPX,I,CBOE,1026425
2015/01/12,SPX,I,CBOE,606538
2015/01/13,SPX,I,CBOE,911381
2015/01/14,SPX,I,CBOE,1100334
2015/01/15,SPX,I,CBOE,1117100
2015/01/16,SPX,I,CBOE,1156512
2015/01/20,SPX,I,CBOE,657362
2015/01/21,SPX,I,CBOE,903984
2015/01/22,SPX,I,CBOE,925213
2015/01/23,SPX,I,CBOE,1154273
2015/01/26,SPX,I,CBOE,634314
2015/01/27,SPX,I,CBOE,710461
2015/01/28,SPX,I,CBOE,812964
2015/01/29,SPX,I,CBOE,1167232
2015/01/30,SPX,I,CBOE,1183950
2015/02/02,SPX,I,CBOE,860968
2015/02/03,SPX,I,CBOE,949234
2015/02/04,SPX,I,CBOE,647437
2015/02/05,SPX,I,CBOE,804639
2015/02/06,SPX,I,CBOE,1466423
2015/02/09,SPX,I,CBOE,771078
2015/02/10,SPX,I,CBOE,723903
2015/02/11,SPX,I,CBOE,685046
2015/02/12,SPX,I,CBOE,920662
2015/02/13,SPX,I,CBOE,1086819
2015/02/17,SPX,I,CBOE,769889
2015/02/18,SPX,I,CBOE,1129551
2015/02/19,SPX,I,CBOE,1011206
2015/02/20,SPX,I,CBOE,916515
2015/02/23,SPX,I,CBOE,616692
2015/02/24,SPX,I,CBOE,920029
2015/02/25,SPX,I,CBOE,852608
2015/02/26,SPX,I,CBOE,573432
2015/02/27,SPX,I,CBOE,967936
2015/03/02,SPX,I,CBOE,594757
2015/03/03,SPX,I,CBOE,657578
2015/03/04,SPX,I,CBOE,702148
2015/03/05,SPX,I,CBOE,508856
2015/03/06,SPX,I,CBOE,1239919
2015/03/09,SPX,I,CBOE,576501
2015/03/10,SPX,I,CBOE,1157080
2015/03/11,SPX,I,CBOE,775821
2015/03/12,SPX,I,CBOE,692429
2015/03/13,SPX,I,CBOE,1031102
2015/03/16,SPX,I,CBOE,747156
2015/03/17,SPX,I,CBOE,552176
2015/03/18,SPX,I,CBOE,1173624
2015/03/19,SPX,I,CBOE,1137515
2015/03/20,SPX,I,CBOE,982133
2015/03/23,SPX,I,CBOE,617150
2015/03/24,SPX,I,CBOE,710380
2015/03/25,SPX,I,CBOE,793161
2015/03/26,SPX,I,CBOE,1038050
2015/03/27,SPX,I,CBOE,893006
2015/03/30,SPX,I,CBOE,786617
2015/03/31,SPX,I,CBOE,672571
2015/04/01,SPX,I,CBOE,841781
2015/04/02,SPX,I,CBOE,715643
2015/04/06,SPX,I,CBOE,594649
2015/04/07,SPX,I,CBOE,655951
2015/04/08,SPX,I,CBOE,562641
2015/04/09,SPX,I,CBOE,726901
2015/04/10,SPX,I,CBOE,995507
2015/04/13,SPX,I,CBOE,695371
2015/04/14,SPX,I,CBOE,681485
2015/04/15,SPX,I,CBOE,984389
2015/04/16,SPX,I,CBOE,756414
2015/04/17,SPX,I,CBOE,1151280
2015/04/20,SPX,I,CBOE,498123
2015/04/21,SPX,I,CBOE,608890
2015/04/22,SPX,I,CBOE,603701
2015/04/23,SPX,I,CBOE,788370
2015/04/24,SPX,I,CBOE,933819
2015/04/27,SPX,I,CBOE,736410
2015/04/28,SPX,I,CBOE,530281
2015/04/29,SPX,I,CBOE,736754
2015/04/30,SPX,I,CBOE,983458
2015/05/01,SPX,I,CBOE,1042493
2015/05/04,SPX,I,CBOE,638578
2015/05/05,SPX,I,CBOE,721304
2015/05/06,SPX,I,CBOE,940951
2015/05/07,SPX,I,CBOE,823459
2015/05/08,SPX,I,CBOE,1055827
2015/05/11,SPX,I,CBOE,673534
2015/05/12,SPX,I,CBOE,823072
2015/05/13,SPX,I,CBOE,563587
2015/05/14,SPX,I,CBOE,961514
2015/05/15,SPX,I,CBOE,814401
2015/05/18,SPX,I,CBOE,804016
2015/05/19,SPX,I,CBOE,587235
2015/05/20,SPX,I,CBOE,704929
2015/05/21,SPX,I,CBOE,675947
2015/05/22,SPX,I,CBOE,806789
2015/05/26,SPX,I,CBOE,906755
2015/05/27,SPX,I,CBOE,765297
2015/05/28,SPX,I,CBOE,660415
2015/05/29,SPX,I,CBOE,962576
2015/06/01,SPX,I,CBOE,666391
2015/06/02,SPX,I,CBOE,686932
2015/06/03,SPX,I,CBOE,574070
2015/06/04,SPX,I,CBOE,1194995
2015/06/05,SPX,I,CBOE,1127232
2015/06/08,SPX,I,CBOE,865627
2015/06/09,SPX,I,CBOE,796772
2015/06/10,SPX,I,CBOE,871116
2015/06/11,SPX,I,CBOE,719167
2015/06/12,SPX,I,CBOE,1071852
2015/06/15,SPX,I,CBOE,829290
2015/06/16,SPX,I,CBOE,745889
2015/06/17,SPX,I,CBOE,867741
2015/06/18,SPX,I,CBOE,1278761
2015/06/19,SPX,I,CBOE,924820
2015/06/22,SPX,I,CBOE,766577
2015/06/23,SPX,I,CBOE,586291
2015/06/24,SPX,I,CBOE,787194
2015/06/25,SPX,I,CBOE,751619
2015/06/26,SPX,I,CBOE,1041861
2015/06/29,SPX,I,CBOE,1576324
2015/06/30,SPX,I,CBOE,1259128
2015/07/01,SPX,I,CBOE,1003282
2015/07/02,SPX,I,CBOE,974078
2015/07/06,SPX,I,CBOE,885245
2015/07/07,SPX,I,CBOE,1167751
2015/07/08,SPX,I,CBOE,1052606
2015/07/09,SPX,I,CBOE,1063532
2015/07/10,SPX,I,CBOE,1232112
2015/07/13,SPX,I,CBOE,1162637
2015/07/14,SPX,I,CBOE,853716
2015/07/15,SPX,I,CBOE,891964
2015/07/16,SPX,I,CBOE,1377080
2015/07/17,SPX,I,CBOE,947997
2015/07/20,SPX,I,CBOE,818971
2015/07/21,SPX,I,CBOE,744528
2015/07/22,SPX,I,CBOE,870448
2015/07/23,SPX,I,CBOE,904828
2015/07/24,SPX,I,CBOE,1405999
2015/07/27,SPX,I,CBOE,1089520
2015/07/28,SPX,I,CBOE,881401
2015/07/29,SPX,I,CBOE,732950
2015/07/30,SPX,I,CBOE,740475
2015/07/31,SPX,I,CBOE,965210
2015/08/03,SPX,I,CBOE,834924
2015/08/04,SPX,I,CBOE,555083
2015/08/05,SPX,I,CBOE,665981
2015/08/06,SPX,I,CBOE,1103264
2015/08/07,SPX,I,CBOE,1285855
2015/08/10,SPX,I,CBOE,773982
2015/08/11,SPX,I,CBOE,1007262
2015/08/12,SPX,I,CBOE,1316228
2015/08/13,SPX,I,CBOE,824798
2015/08/14,SPX,I,CBOE,819240
2015/08/17,SPX,I,CBOE,798346
2015/08/18,SPX,I,CBOE,825788
2015/08/19,SPX,I,CBOE,1292044
2015/08/20,SPX,I,CBOE,1940960
2015/08/21,SPX,I,CBOE,2980032
2015/08/24,SPX,I,CBOE,2487573
2015/08/25,SPX,I,CBOE,2060861
2015/08/26,SPX,I,CBOE,2019377
2015/08/27,SPX,I,CBOE,1792751
2015/08/28,SPX,I,CBOE,1279086
2015/08/31,SPX,I,CBOE,1174978
2015/09/01,SPX,I,CBOE,1370032
2015/09/02,SPX,I,CBOE,1017907
2015/09/03,SPX,I,CBOE,1093114
2015/09/04,SPX,I,CBOE,1337030
2015/09/08,SPX,I,CBOE,1057961
2015/09/09,SPX,I,CBOE,931353
2015/09/10,SPX,I,CBOE,1116991
2015/09/11,SPX,I,CBOE,1261166
2015/09/14,SPX,I,CBOE,748355
2015/09/15,SPX,I,CBOE,1089188
2015/09/16,SPX,I,CBOE,1401880
2015/09/17,SPX,I,CBOE,1247891
2015/09/18,SPX,I,CBOE,1291376
2015/09/21,SPX,I,CBOE,927340
2015/09/22,SPX,I,CBOE,1133831
2015/09/23,SPX,I,CBOE,1001645
2015/09/24,SPX,I,CBOE,1034507
2015/09/25,SPX,I,CBOE,1151342
2015/09/28,SPX,I,CBOE,1331861
2015/09/29,SPX,I,CBOE,1059346
2015/09/30,SPX,I,CBOE,1010775
2015/10/01,SPX,I,CBOE,924133
2015/10/02,SPX,I,CBOE,1200538
2015/10/05,SPX,I,CBOE,1129332
2015/10/06,SPX,I,CBOE,891087
2015/10/07,SPX,I,CBOE,911533
2015/10/08,SPX,I,CBOE,1049921
2015/10/09,SPX,I,CBOE,1200185
2015/10/12,SPX,I,CBOE,586669
2015/10/13,SPX,I,CBOE,793486
2015/10/14,SPX,I,CBOE,974358
2015/10/15,SPX,I,CBOE,1024419
2015/10/16,SPX,I,CBOE,824249
2015/10/19,SPX,I,CBOE,712325
2015/10/20,SPX,I,CBOE,710390
2015/10/21,SPX,I,CBOE,882845
2015/10/22,SPX,I,CBOE,1125630
2015/10/23,SPX,I,CBOE,1526879
2015/10/26,SPX,I,CBOE,549609
2015/10/27,SPX,I,CBOE,662035
2015/10/28,SPX,I,CBOE,935094
2015/10/29,SPX,I,CBOE,1197906
2015/10/30,SPX,I,CBOE,1028051
2015/11/02,SPX,I,CBOE,725581
2015/11/03,SPX,I,CBOE,1023526
2015/11/04,SPX,I,CBOE,763344
2015/11/05,SPX,I,CBOE,728734
2015/11/06,SPX,I,CBOE,1196494
2015/11/09,SPX,I,CBOE,1076090
2015/11/10,SPX,I,CBOE,514790
2015/11/11,SPX,I,CBOE,482517
2015/11/12,SPX,I,CBOE,1022847
2015/11/13,SPX,I,CBOE,1565930
2015/11/16,SPX,I,CBOE,1008856
2015/11/17,SPX,I,CBOE,827653
2015/11/18,SPX,I,CBOE,1237243
2015/11/19,SPX,I,CBOE,873417
2015/11/20,SPX,I,CBOE,913176
2015/11/23,SPX,I,CBOE,640893
2015/11/24,SPX,I,CBOE,710083
2015/11/25,SPX,I,CBOE,645673
2015/11/27,SPX,I,CBOE,543744
2015/11/30,SPX,I,CBOE,761302
2015/12/01,SPX,I,CBOE,688168
2015/12/02,SPX,I,CBOE,915448
2015/12/03,SPX,I,CBOE,1183415
2015/12/04,SPX,I,CBOE,1136362
2015/12/07,SPX,I,CBOE,634011
2015/12/08,SPX,I,CBOE,620868
2015/12/09,SPX,I,CBOE,945073
2015/12/10,SPX,I,CBOE,841219
2015/12/11,SPX,I,CBOE,1512627
2015/12/14,SPX,I,CBOE,1151139
2015/12/15,SPX,I,CBOE,942417
2015/12/16,SPX,I,CBOE,1179095
2015/12/17,SPX,I,CBOE,1147395
2015/12/18,SPX,I,CBOE,1089752
2015/12/21,SPX,I,CBOE,695816
2015/12/22,SPX,I,CBOE,774883
2015/12/23,SPX,I,CBOE,900955
2015/12/24,SPX,I,CBOE,404604
2015/12/28,SPX,I,CBOE,434501
2015/12/29,SPX,I,CBOE,652765
2015/12/30,SPX,I,CBOE,572113
2015/12/31,SPX,I,CBOE,835706
2016/01/04,SPX,I,CBOE,1165637
2016/01/05,SPX,I,CBOE,830248
2016/01/06,SPX,I,CBOE,1008582
2016/01/07,SPX,I,CBOE,1517533
2016/01/08,SPX,I,CBOE,1364798
2016/01/11,SPX,I,CBOE,1285502
2016/01/12,SPX,I,CBOE,990916
2016/01/13,SPX,I,CBOE,1214420
2016/01/14,SPX,I,CBOE,1559315
2016/01/15,SPX,I,CBOE,1442881
2016/01/19,SPX,I,CBOE,911881
2016/01/20,SPX,I,CBOE,2162705
2016/01/21,SPX,I,CBOE,1319983
2016/01/22,SPX,I,CBOE,1094453
2016/01/25,SPX,I,CBOE,734264
2016/01/26,SPX,I,CBOE,753450
2016/01/27,SPX,I,CBOE,748499
2016/01/28,SPX,I,CBOE,709329
2016/01/29,SPX,I,CBOE,1286142
2016/02/01,SPX,I,CBOE,823113
2016/02/02,SPX,I,CBOE,774301
2016/02/03,SPX,I,CBOE,1015661
2016/02/04,SPX,I,CBOE,755540
2016/02/05,SPX,I,CBOE,1072468
2016/02/08,SPX,I,CBOE,1235699
2016/02/09,SPX,I,CBOE,888155
2016/02/10,SPX,I,CBOE,825404
2016/02/11,SPX,I,CBOE,1271112
2016/02/12,SPX,I,CBOE,1188540
2016/02/16,SPX,I,CBOE,999464
2016/02/17,SPX,I,CBOE,1425073
2016/02/18,SPX,I,CBOE,1103670
2016/02/19,SPX,I,CBOE,951652
2016/02/22,SPX,I,CBOE,977340
2016/02/23,SPX,I,CBOE,760536
2016/02/24,SPX,I,CBOE,864207
2016/02/25,SPX,I,CBOE,751062
2016/02/26,SPX,I,CBOE,1050136
2016/02/29,SPX,I,CBOE,866717
2016/03/01,SPX,I,CBOE,1114973
2016/03/02,SPX,I,CBOE,917882
2016/03/03,SPX,I,CBOE,1047200
2016/03/04,SPX,I,CBOE,1267868
2016/03/07,SPX,I,CBOE,655954
2016/03/08,SPX,I,CBOE,748114
2016/03/09,SPX,I,CBOE,834158
2016/03/10,SPX,I,CBOE,957297
2016/03/11,SPX,I,CBOE,1282868
2016/03/14,SPX,I,CBOE,736685
2016/03/15,SPX,I,CBOE,823316
2016/03/16,SPX,I,CBOE,1204816
2016/03/17,SPX,I,CBOE,1462688
2016/03/18,SPX,I,CBOE,1116878
2016/03/21,SPX,I,CBOE,723718
2016/03/22,SPX,I,CBOE,720241
2016/03/23,SPX,I,CBOE,847228
2016/03/24,SPX,I,CBOE,943671
2016/03/28,SPX,I,CBOE,541905
2016/03/29,SPX,I,CBOE,714528
2016/03/30,SPX,I,CBOE,1367324
2016/03/31,SPX,I,CBOE,867411
2016/04/01,SPX,I,CBOE,899528
2016/04/04,SPX,I,CBOE,666101
2016/04/05,SPX,I,CBOE,670196
2016/04/06,SPX,I,CBOE,692649
2016/04/07,SPX,I,CBOE,827278
2016/04/08,SPX,I,CBOE,787303
2016/04/11,SPX,I,CBOE,657312
2016/04/12,SPX,I,CBOE,655090
2016/04/13,SPX,I,CBOE,978977
2016/04/14,SPX,I,CBOE,1026442
2016/04/15,SPX,I,CBOE,793619
2016/04/18,SPX,I,CBOE,640809
2016/04/19,SPX,I,CBOE,991776
2016/04/20,SPX,I,CBOE,1333713
2016/04/21,SPX,I,CBOE,914624
2016/04/22,SPX,I,CBOE,862988
2016/04/25,SPX,I,CBOE,577193
2016/04/26,SPX,I,CBOE,507719
2016/04/27,SPX,I,CBOE,686586
2016/04/28,SPX,I,CBOE,813484
2016/04/29,SPX,I,CBOE,1199725
2016/05/02,SPX,I,CBOE,520068
2016/05/03,SPX,I,CBOE,737655
2016/05/04,SPX,I,CBOE,921488
2016/05/05,SPX,I,CBOE,739035
2016/05/06,SPX,I,CBOE,1105819
2016/05/09,SPX,I,CBOE,585529
2016/05/10,SPX,I,CBOE,861153
2016/05/11,SPX,I,CBOE,849199
2016/05/12,SPX,I,CBOE,706323
2016/05/13,SPX,I,CBOE,1065929
2016/05/16,SPX,I,CBOE,693942
2016/05/17,SPX,I,CBOE,979496
2016/05/18,SPX,I,CBOE,1159672
2016/05/19,SPX,I,CBOE,1213320
2016/05/20,SPX,I,CBOE,963671
2016/05/23,SPX,I,CBOE,773235
2016/05/24,SPX,I,CBOE,1045360
2016/05/25,SPX,I,CBOE,1147981
2016/05/26,SPX,I,CBOE,809388
2016/05/27,SPX,I,CBOE,943124
2016/05/31,SPX,I,CBOE,1057735
2016/06/01,SPX,I,CBOE,929568
2016/06/02,SPX,I,CBOE,791615
2016/06/03,SPX,I,CBOE,1126649
2016/06/06,SPX,I,CBOE,996081
2016/06/07,SPX,I,CBOE,1167324
2016/06/08,SPX,I,CBOE,791775
2016/06/09,SPX,I,CBOE,771418
2016/06/10,SPX,I,CBOE,1150799
2016/06/13,SPX,I,CBOE,1079168
2016/06/14,SPX,I,CBOE,1270321
2016/06/15,SPX,I,CBOE,1251594
2016/06/16,SPX,I,CBOE,1353018
2016/06/17,SPX,I,CBOE,1179914
2016/06/20,SPX,I,CBOE,857676
2016/06/21,SPX,I,CBOE,916791
2016/06/22,SPX,I,CBOE,1188320
2016/06/23,SPX,I,CBOE,1051197
2016/06/24,SPX,I,CBOE,1866354
2016/06/27,SPX,I,CBOE,1855407
2016/06/28,SPX,I,CBOE,1393250
2016/06/29,SPX,I,CBOE,1676619
2016/06/30,SPX,I,CBOE,1640607
2016/07/01,SPX,I,CBOE,1261290
2016/07/05,SPX,I,CBOE,979352
2016/07/06,SPX,I,CBOE,966843
2016/07/07,SPX,I,CBOE,993054
2016/07/08,SPX,I,CBOE,1716696
2016/07/11,SPX,I,CBOE,1400438
2016/07/12,SPX,I,CBOE,1486815
2016/07/13,SPX,I,CBOE,1021802
2016/07/14,SPX,I,CBOE,1467409
2016/07/15,SPX,I,CBOE,1049409
2016/07/18,SPX,I,CBOE,822674
2016/07/19,SPX,I,CBOE,705350
2016/07/20,SPX,I,CBOE,1410420
2016/07/21,SPX,I,CBOE,816536
2016/07/22,SPX,I,CBOE,865583
2016/07/25,SPX,I,CBOE,770069
2016/07/26,SPX,I,CBOE,570365
2016/07/27,SPX,I,CBOE,793645
2016/07/28,SPX,I,CBOE,959683
2016/07/29,SPX,I,CBOE,1181528
2016/08/01,SPX,I,CBOE,800933
2016/08/02,SPX,I,CBOE,846825
2016/08/03,SPX,I,CBOE,619292
2016/08/04,SPX,I,CBOE,620361
2016/08/05,SPX,I,CBOE,1293265
2016/08/08,SPX,I,CBOE,842379
2016/08/09,SPX,I,CBOE,738213
2016/08/10,SPX,I,CBOE,839898
2016/08/11,SPX,I,CBOE,726560
2016/08/12,SPX,I,CBOE,834892
2016/08/15,SPX,I,CBOE,902192
2016/08/16,SPX,I,CBOE,921912
2016/08/17,SPX,I,CBOE,1044846
2016/08/18,SPX,I,CBOE,831087
2016/08/19,SPX,I,CBOE,908016
2016/08/22,SPX,I,CBOE,726587
2016/08/23,SPX,I,CBOE,849820
2016/08/24,SPX,I,CBOE,1034440
2016/08/25,SPX,I,CBOE,776440
2016/08/26,SPX,I,CBOE,1184665
2016/08/29,SPX,I,CBOE,780252
2016/08/30,SPX,I,CBOE,861780
2016/08/31,SPX,I,CBOE,927892
2016/09/01,SPX,I,CBOE,836628
2016/09/02,SPX,I,CBOE,1052918
2016/09/06,SPX,I,CBOE,925294
2016/09/07,SPX,I,CBOE,962161
2016/09/08,SPX,I,CBOE,876537
2016/09/09,SPX,I,CBOE,1893525
2016/09/12,SPX,I,CBOE,1646552
2016/09/13,SPX,I,CBOE,1143050
2016/09/14,SPX,I,CBOE,1212590
2016/09/15,SPX,I,CBOE,1126580
2016/09/16,SPX,I,CBOE,1142321
2016/09/19,SPX,I,CBOE,807495
2016/09/20,SPX,I,CBOE,693167
2016/09/21,SPX,I,CBOE,1288540
2016/09/22,SPX,I,CBOE,1409327
2016/09/23,SPX,I,CBOE,1093144
2016/09/26,SPX,I,CBOE,925283
2016/09/27,SPX,I,CBOE,817511
2016/09/28,SPX,I,CBOE,888041
2016/09/29,SPX,I,CBOE,1017167
2016/09/30,SPX,I,CBOE,1070350
2016/10/03,SPX,I,CBOE,770076
2016/10/04,SPX,I,CBOE,800162
2016/10/05,SPX,I,CBOE,668881
2016/10/06,SPX,I,CBOE,674523
2016/10/07,SPX,I,CBOE,1026005
2016/10/10,SPX,I,CBOE,775843
2016/10/11,SPX,I,CBOE,1259521
2016/10/12,SPX,I,CBOE,849245
2016/10/13,SPX,I,CBOE,1082549
2016/10/14,SPX,I,CBOE,1049012
2016/10/17,SPX,I,CBOE,743561
2016/10/18,SPX,I,CBOE,1030566
2016/10/19,SPX,I,CBOE,1026254
2016/10/20,SPX,I,CBOE,961789
2016/10/21,SPX,I,CBOE,1060490
2016/10/24,SPX,I,CBOE,734037
2016/10/25,SPX,I,CBOE,680395
2016/10/26,SPX,I,CBOE,836003
2016/10/27,SPX,I,CBOE,852836
2016/10/28,SPX,I,CBOE,1185408
