Trade Date,Underlying,Product Type,Exchange,Volume
2016/10/31,SPX,I,CBOE,822829
2016/11/01,SPX,I,CBOE,1205148
2016/11/02,SPX,I,CBOE,1217900
2016/11/03,SPX,I,CBOE,1306111
2016/11/04,SPX,I,CBOE,1582590
2016/11/07,SPX,I,CBOE,1406163
2016/11/08,SPX,I,CBOE,1331622
2016/11/09,SPX,I,CBOE,1970284
2016/11/10,SPX,I,CBOE,1540039
2016/11/11,SPX,I,CBOE,1251156
2016/11/14,SPX,I,CBOE,1275691
2016/11/15,SPX,I,CBOE,1102394
2016/11/16,SPX,I,CBOE,1333998
2016/11/17,SPX,I,CBOE,1234021
2016/11/18,SPX,I,CBOE,1184275
2016/11/21,SPX,I,CBOE,1162661
2016/11/22,SPX,I,CBOE,1131995
2016/11/23,SPX,I,CBOE,896656
2016/11/25,SPX,I,CBOE,829875
2016/11/28,SPX,I,CBOE,921757
2016/11/29,SPX,I,CBOE,874520
2016/11/30,SPX,I,CBOE,1267755
2016/12/01,SPX,I,CBOE,952450
2016/12/02,SPX,I,CBOE,1106021
2016/12/05,SPX,I,CBOE,999350
2016/12/06,SPX,I,CBOE,978582
2016/12/07,SPX,I,CBOE,1734221
2016/12/08,SPX,I,CBOE,1862252
2016/12/09,SPX,I,CBOE,1618158
2016/12/12,SPX,I,CBOE,1268112
2016/12/13,SPX,I,CBOE,1594301
2016/12/14,SPX,I,CBOE,1465865
2016/12/15,SPX,I,CBOE,1318652
2016/12/16,SPX,I,CBOE,1438270
2016/12/19,SPX,I,CBOE,881534
2016/12/20,SPX,I,CBOE,889190
2016/12/21,SPX,I,CBOE,936504
2016/12/22,SPX,I,CBOE,1036301
2016/12/23,SPX,I,CBOE,569149
2016/12/27,SPX,I,CBOE,573190
2016/12/28,SPX,I,CBOE,912186
2016/12/29,SPX,I,CBOE,782700
2016/12/30,SPX,I,CBOE,1174921
2017/01/03,SPX,I,CBOE,1279776
2017/01/04,SPX,I,CBOE,1054704
2017/01/05,SPX,I,CBOE,912949
2017/01/06,SPX,I,CBOE,1279251
2017/01/09,SPX,I,CBOE,866977
2017/01/10,SPX,I,CBOE,853557
2017/01/11,SPX,I,CBOE,1041476
2017/01/12,SPX,I,CBOE,1094025
2017/01/13,SPX,I,CBOE,1142282
2017/01/17,SPX,I,CBOE,1170959
2017/01/18,SPX,I,CBOE,1430564
2017/01/19,SPX,I,CBOE,1089426
2017/01/20,SPX,I,CBOE,1132397
2017/01/23,SPX,I,CBOE,1163896
2017/01/24,SPX,I,CBOE,875465
2017/01/25,SPX,I,CBOE,1587713
2017/01/26,SPX,I,CBOE,831717
2017/01/27,SPX,I,CBOE,1079941
2017/01/30,SPX,I,CBOE,1221704
2017/01/31,SPX,I,CBOE,980598
2017/02/01,SPX,I,CBOE,937999
2017/02/02,SPX,I,CBOE,867933
2017/02/03,SPX,I,CBOE,1316603
2017/02/06,SPX,I,CBOE,1182207
2017/02/07,SPX,I,CBOE,803043
2017/02/08,SPX,I,CBOE,942996
2017/02/09,SPX,I,CBOE,1250834
2017/02/10,SPX,I,CBOE,1437846
2017/02/13,SPX,I,CBOE,1556874
2017/02/14,SPX,I,CBOE,1417363
2017/02/15,SPX,I,CBOE,1883214
2017/02/16,SPX,I,CBOE,1338697
2017/02/17,SPX,I,CBOE,1173779
2017/02/21,SPX,I,CBOE,1610449
2017/02/22,SPX,I,CBOE,1212302
2017/02/23,SPX,I,CBOE,1063975
2017/02/24,SPX,I,CBOE,1335690
2017/02/27,SPX,I,CBOE,1132720
2017/02/28,SPX,I,CBOE,1146391
2017/03/01,SPX,I,CBOE,2121446
2017/03/02,SPX,I,CBOE,1314988
2017/03/03,SPX,I,CBOE,1320826
2017/03/06,SPX,I,CBOE,1117299
2017/03/07,SPX,I,CBOE,833837
2017/03/08,SPX,I,CBOE,1084692
2017/03/09,SPX,I,CBOE,962742
2017/03/10,SPX,I,CBOE,1115735
2017/03/13,SPX,I,CBOE,1112950
2017/03/14,SPX,I,CBOE,914323
2017/03/15,SPX,I,CBOE,1240272
2017/03/16,SPX,I,CBOE,1230759
2017/03/17,SPX,I,CBOE,1197092
2017/03/20,SPX,I,CBOE,1012529
2017/03/21,SPX,I,CBOE,1271038
2017/03/22,SPX,I,CBOE,1561026
2017/03/23,SPX,I,CBOE,1104112
2017/03/24,SPX,I,CBOE,1199462
2017/03/27,SPX,I,CBOE,1263606
2017/03/28,SPX,I,CBOE,1140714
2017/03/29,SPX,I,CBOE,856342
2017/03/30,SPX,I,CBOE,1021269
2017/03/31,SPX,I,CBOE,1266801
2017/04/03,SPX,I,CBOE,956179
2017/04/04,SPX,I,CBOE,660982
2017/04/05,SPX,I,CBOE,1287329
2017/04/06,SPX,I,CBOE,766112
2017/04/07,SPX,I,CBOE,1047327
2017/04/10,SPX,I,CBOE,838082
2017/04/11,SPX,I,CBOE,1081078
2017/04/12,SPX,I,CBOE,1013114
2017/04/13,SPX,I,CBOE,1442831
2017/04/17,SPX,I,CBOE,1101572
2017/04/18,SPX,I,CBOE,953598
2017/04/19,SPX,I,CBOE,1319472
2017/04/20,SPX,I,CBOE,1361130
2017/04/21,SPX,I,CBOE,1179272
2017/04/24,SPX,I,CBOE,1456071
2017/04/25,SPX,I,CBOE,1681850
2017/04/26,SPX,I,CBOE,1027387
2017/04/27,SPX,I,CBOE,878526
2017/04/28,SPX,I,CBOE,1100718
2017/05/01,SPX,I,CBOE,904358
2017/05/02,SPX,I,CBOE,839754
2017/05/03,SPX,I,CBOE,1001564
2017/05/04,SPX,I,CBOE,646404
2017/05/05,SPX,I,CBOE,1116298
2017/05/08,SPX,I,CBOE,1074741
2017/05/09,SPX,I,CBOE,1066613
2017/05/10,SPX,I,CBOE,872612
2017/05/11,SPX,I,CBOE,1024909
2017/05/12,SPX,I,CBOE,998532
2017/05/15,SPX,I,CBOE,1090950
2017/05/16,SPX,I,CBOE,893480
2017/05/17,SPX,I,CBOE,1885452
2017/05/18,SPX,I,CBOE,1584785
2017/05/19,SPX,I,CBOE,1161102
2017/05/22,SPX,I,CBOE,801809
2017/05/23,SPX,I,CBOE,897752
2017/05/24,SPX,I,CBOE,913447
2017/05/25,SPX,I,CBOE,1265770
2017/05/26,SPX,I,CBOE,834179
2017/05/30,SPX,I,CBOE,859218
2017/05/31,SPX,I,CBOE,1001104
2017/06/01,SPX,I,CBOE,1287155
2017/06/02,SPX,I,CBOE,1571859
2017/06/05,SPX,I,CBOE,901133
2017/06/06,SPX,I,CBOE,767234
2017/06/07,SPX,I,CBOE,926742
2017/06/08,SPX,I,CBOE,809294
2017/06/09,SPX,I,CBOE,1501124
2017/06/12,SPX,I,CBOE,890957
2017/06/13,SPX,I,CBOE,1011269
2017/06/14,SPX,I,CBOE,1229523
2017/06/15,SPX,I,CBOE,1228471
2017/06/16,SPX,I,CBOE,1068752
2017/06/19,SPX,I,CBOE,984938
2017/06/20,SPX,I,CBOE,946327
2017/06/21,SPX,I,CBOE,953845
2017/06/22,SPX,I,CBOE,796902
2017/06/23,SPX,I,CBOE,884200
2017/06/26,SPX,I,CBOE,904494
2017/06/27,SPX,I,CBOE,1029852
2017/06/28,SPX,I,CBOE,886314
2017/06/29,SPX,I,CBOE,1257618
2017/06/30,SPX,I,CBOE,1017185
2017/07/03,SPX,I,CBOE,530011
2017/07/05,SPX,I,CBOE,867525
2017/07/06,SPX,I,CBOE,1105161
2017/07/07,SPX,I,CBOE,1153728
2017/07/10,SPX,I,CBOE,1046062
2017/07/11,SPX,I,CBOE,736996
2017/07/12,SPX,I,CBOE,975004
2017/07/13,SPX,I,CBOE,792929
2017/07/14,SPX,I,CBOE,1324885
2017/07/17,SPX,I,CBOE,990554
2017/07/18,SPX,I,CBOE,920135
2017/07/19,SPX,I,CBOE,1275117
2017/07/20,SPX,I,CBOE,1310263
2017/07/21,SPX,I,CBOE,1090294
2017/07/24,SPX,I,CBOE,736129
2017/07/25,SPX,I,CBOE,997131
2017/07/26,SPX,I,CBOE,1106593
2017/07/27,SPX,I,CBOE,1025239
2017/07/28,SPX,I,CBOE,994779
2017/07/31,SPX,I,CBOE,986529
2017/08/01,SPX,I,CBOE,895500
2017/08/02,SPX,I,CBOE,945971
2017/08/03,SPX,I,CBOE,754433
2017/08/04,SPX,I,CBOE,1256022
2017/08/07,SPX,I,CBOE,824329
2017/08/08,SPX,I,CBOE,1030654
2017/08/09,SPX,I,CBOE,1231103
2017/08/10,SPX,I,CBOE,1598737
2017/08/11,SPX,I,CBOE,1441024
2017/08/14,SPX,I,CBOE,1243633
2017/08/15,SPX,I,CBOE,1057691
2017/08/16,SPX,I,CBOE,1716327
2017/08/17,SPX,I,CBOE,1562816
2017/08/18,SPX,I,CBOE,1720851
2017/08/21,SPX,I,CBOE,1078617
2017/08/22,SPX,I,CBOE,1318364
2017/08/23,SPX,I,CBOE,1012290
2017/08/24,SPX,I,CBOE,785169
2017/08/25,SPX,I,CBOE,1036978
2017/08/28,SPX,I,CBOE,970761
2017/08/29,SPX,I,CBOE,917599
2017/08/30,SPX,I,CBOE,1060079
2017/08/31,SPX,I,CBOE,1378116
2017/09/01,SPX,I,CBOE,1112761
2017/09/05,SPX,I,CBOE,1448820
2017/09/06,SPX,I,CBOE,1069298
2017/09/07,SPX,I,CBOE,852653
2017/09/08,SPX,I,CBOE,1166213
2017/09/11,SPX,I,CBOE,1589291
2017/09/12,SPX,I,CBOE,1515587
2017/09/13,SPX,I,CBOE,1047016
2017/09/14,SPX,I,CBOE,1341007
2017/09/15,SPX,I,CBOE,1361298
2017/09/18,SPX,I,CBOE,1356502
2017/09/19,SPX,I,CBOE,966823
2017/09/20,SPX,I,CBOE,1395766
2017/09/21,SPX,I,CBOE,936352
2017/09/22,SPX,I,CBOE,903791
2017/09/25,SPX,I,CBOE,1167816
2017/09/26,SPX,I,CBOE,818687
2017/09/27,SPX,I,CBOE,1371646
2017/09/28,SPX,I,CBOE,991833
2017/09/29,SPX,I,CBOE,1386281
2017/10/02,SPX,I,CBOE,1620274
2017/10/03,SPX,I,CBOE,1104325
2017/10/04,SPX,I,CBOE,1594136
2017/10/05,SPX,I,CBOE,1736208
2017/10/06,SPX,I,CBOE,1313925
2017/10/09,SPX,I,CBOE,941101
2017/10/10,SPX,I,CBOE,1010621
2017/10/11,SPX,I,CBOE,895928
2017/10/12,SPX,I,CBOE,1150105
2017/10/13,SPX,I,CBOE,1034049
2017/10/16,SPX,I,CBOE,1241790
2017/10/17,SPX,I,CBOE,1008984
2017/10/18,SPX,I,CBOE,1267074
2017/10/19,SPX,I,CBOE,1175643
2017/10/20,SPX,I,CBOE,1753299
2017/10/23,SPX,I,CBOE,1361754
2017/10/24,SPX,I,CBOE,906540
2017/10/25,SPX,I,CBOE,1618655
2017/10/26,SPX,I,CBOE,822637
2017/10/27,SPX,I,CBOE,1535533
2017/10/30,SPX,I,CBOE,1173723
2017/10/31,SPX,I,CBOE,881139
2017/11/01,SPX,I,CBOE,1343475
2017/11/02,SPX,I,CBOE,976282
2017/11/03,SPX,I,CBOE,1485057
2017/11/06,SPX,I,CBOE,1212136
2017/11/07,SPX,I,CBOE,1379720
2017/11/08,SPX,I,CBOE,963873
2017/11/09,SPX,I,CBOE,1660671
2017/11/10,SPX,I,CBOE,1428531
2017/11/13,SPX,I,CBOE,1129313
2017/11/14,SPX,I,CBOE,1287259
2017/11/15,SPX,I,CBOE,1621325
2017/11/16,SPX,I,CBOE,1369948
2017/11/17,SPX,I,CBOE,1470838
2017/11/20,SPX,I,CBOE,1258149
2017/11/21,SPX,I,CBOE,1784127
2017/11/22,SPX,I,CBOE,1210794
2017/11/24,SPX,I,CBOE,744313
2017/11/27,SPX,I,CBOE,1377170
2017/11/28,SPX,I,CBOE,1688831
2017/11/29,SPX,I,CBOE,1627899
2017/11/30,SPX,I,CBOE,2253253
2017/12/01,SPX,I,CBOE,2043528
2017/12/04,SPX,I,CBOE,1536753
2017/12/05,SPX,I,CBOE,1104017
2017/12/06,SPX,I,CBOE,1187072
2017/12/07,SPX,I,CBOE,1082257
2017/12/08,SPX,I,CBOE,1446736
2017/12/11,SPX,I,CBOE,1168343
2017/12/12,SPX,I,CBOE,1537476
2017/12/13,SPX,I,CBOE,1320025
2017/12/14,SPX,I,CBOE,1601504
2017/12/15,SPX,I,CBOE,1628317
2017/12/18,SPX,I,CBOE,1442507
2017/12/19,SPX,I,CBOE,1202377
2017/12/20,SPX,I,CBOE,1176503
2017/12/21,SPX,I,CBOE,989985
2017/12/22,SPX,I,CBOE,982169
2017/12/26,SPX,I,CBOE,791056
2017/12/27,SPX,I,CBOE,894429
2017/12/28,SPX,I,CBOE,879709
2017/12/29,SPX,I,CBOE,1286411
2018/01/02,SPX,I,CBOE,1180839
2018/01/03,SPX,I,CBOE,1519256
2018/01/04,SPX,I,CBOE,1521748
2018/01/05,SPX,I,CBOE,1637547
2018/01/08,SPX,I,CBOE,1327244
2018/01/09,SPX,I,CBOE,1300277
2018/01/10,SPX,I,CBOE,1182554
2018/01/11,SPX,I,CBOE,1587299
2018/01/12,SPX,I,CBOE,1931410
2018/01/16,SPX,I,CBOE,2049850
2018/01/17,SPX,I,CBOE,2296834
2018/01/18,SPX,I,CBOE,1670943
2018/01/19,SPX,I,CBOE,1257933
2018/01/22,SPX,I,CBOE,1470349
2018/01/23,SPX,I,CBOE,1718084
2018/01/24,SPX,I,CBOE,1638344
2018/01/25,SPX,I,CBOE,1078731
2018/01/26,SPX,I,CBOE,1798280
2018/01/29,SPX,I,CBOE,1577809
2018/01/30,SPX,I,CBOE,1493753
2018/01/31,SPX,I,CBOE,1347856
2018/02/01,SPX,I,CBOE,1178075
2018/02/02,SPX,I,CBOE,2141211
2018/02/05,SPX,I,CBOE,2685821
2018/02/06,SPX,I,CBOE,2754184
2018/02/07,SPX,I,CBOE,1859327
2018/02/08,SPX,I,CBOE,1913210
2018/02/09,SPX,I,CBOE,3213399
2018/02/12,SPX,I,CBOE,1837061
2018/02/13,SPX,I,CBOE,1572456
2018/02/14,SPX,I,CBOE,1941062
2018/02/15,SPX,I,CBOE,1747426
2018/02/16,SPX,I,CBOE,1959795
2018/02/20,SPX,I,CBOE,1125814
2018/02/21,SPX,I,CBOE,1303921
2018/02/22,SPX,I,CBOE,1116477
2018/02/23,SPX,I,CBOE,1633147
2018/02/26,SPX,I,CBOE,1690589
2018/02/27,SPX,I,CBOE,1607042
2018/02/28,SPX,I,CBOE,1358834
2018/03/01,SPX,I,CBOE,1851811
2018/03/02,SPX,I,CBOE,1667778
2018/03/05,SPX,I,CBOE,1531625
2018/03/06,SPX,I,CBOE,961228
2018/03/07,SPX,I,CBOE,1140259
2018/03/08,SPX,I,CBOE,885075
2018/03/09,SPX,I,CBOE,2200585
2018/03/12,SPX,I,CBOE,1502306
2018/03/13,SPX,I,CBOE,1346643
2018/03/14,SPX,I,CBOE,1438266
2018/03/15,SPX,I,CBOE,1340152
2018/03/16,SPX,I,CBOE,1464258
2018/03/19,SPX,I,CBOE,1723478
2018/03/20,SPX,I,CBOE,1182328
2018/03/21,SPX,I,CBOE,1260201
2018/03/22,SPX,I,CBOE,1854449
2018/03/23,SPX,I,CBOE,2163863
2018/03/26,SPX,I,CBOE,1757694
2018/03/27,SPX,I,CBOE,1535093
2018/03/28,SPX,I,CBOE,1853061
2018/03/29,SPX,I,CBOE,1875657
2018/04/02,SPX,I,CBOE,1753462
2018/04/03,SPX,I,CBOE,1386712
2018/04/04,SPX,I,CBOE,1250930
2018/04/05,SPX,I,CBOE,1209114
2018/04/06,SPX,I,CBOE,1772981
2018/04/09,SPX,I,CBOE,1346414
2018/04/10,SPX,I,CBOE,1080793
2018/04/11,SPX,I,CBOE,1450893
2018/04/12,SPX,I,CBOE,1291181
2018/04/13,SPX,I,CBOE,1493411
2018/04/16,SPX,I,CBOE,1445241
2018/04/17,SPX,I,CBOE,1827994
2018/04/18,SPX,I,CBOE,1551532
2018/04/19,SPX,I,CBOE,1359431
2018/04/20,SPX,I,CBOE,1166451
2018/04/23,SPX,I,CBOE,785046
2018/04/24,SPX,I,CBOE,1494520
2018/04/25,SPX,I,CBOE,1398938
2018/04/26,SPX,I,CBOE,1015153
2018/04/27,SPX,I,CBOE,945726
2018/04/30,SPX,I,CBOE,1107204
2018/05/01,SPX,I,CBOE,1115947
2018/05/02,SPX,I,CBOE,1110996
2018/05/03,SPX,I,CBOE,1660954
2018/05/04,SPX,I,CBOE,1352650
2018/05/07,SPX,I,CBOE,985291
2018/05/08,SPX,I,CBOE,878190
2018/05/09,SPX,I,CBOE,1454266
2018/05/10,SPX,I,CBOE,1499286
2018/05/11,SPX,I,CBOE,1702225
2018/05/14,SPX,I,CBOE,1312243
2018/05/15,SPX,I,CBOE,1218167
2018/05/16,SPX,I,CBOE,1057547
2018/05/17,SPX,I,CBOE,1178772
2018/05/18,SPX,I,CBOE,958141
2018/05/21,SPX,I,CBOE,1038173
2018/05/22,SPX,I,CBOE,1040602
2018/05/23,SPX,I,CBOE,1209613
2018/05/24,SPX,I,CBOE,1066685
2018/05/25,SPX,I,CBOE,954575
2018/05/29,SPX,I,CBOE,1471714
2018/05/30,SPX,I,CBOE,1125824
2018/05/31,SPX,I,CBOE,1229594
2018/06/01,SPX,I,CBOE,1055337
2018/06/04,SPX,I,CBOE,986134
2018/06/05,SPX,I,CBOE,860122
2018/06/06,SPX,I,CBOE,1371216
2018/06/07,SPX,I,CBOE,1439012
2018/06/08,SPX,I,CBOE,1027127
2018/06/11,SPX,I,CBOE,1372392
2018/06/12,SPX,I,CBOE,1292584
2018/06/13,SPX,I,CBOE,1129137
2018/06/14,SPX,I,CBOE,1208244
2018/06/15,SPX,I,CBOE,1410666
2018/06/18,SPX,I,CBOE,1329201
2018/06/19,SPX,I,CBOE,980386
2018/06/20,SPX,I,CBOE,1311137
2018/06/21,SPX,I,CBOE,1073082
2018/06/22,SPX,I,CBOE,1040257
2018/06/25,SPX,I,CBOE,1629229
2018/06/26,SPX,I,CBOE,1056517
2018/06/27,SPX,I,CBOE,1308523
2018/06/28,SPX,I,CBOE,1316213
2018/06/29,SPX,I,CBOE,1197663
2018/07/02,SPX,I,CBOE,998185
2018/07/03,SPX,I,CBOE,716745
2018/07/05,SPX,I,CBOE,942521
2018/07/06,SPX,I,CBOE,1178575
2018/07/09,SPX,I,CBOE,1481154
2018/07/10,SPX,I,CBOE,1260187
2018/07/11,SPX,I,CBOE,904962
2018/07/12,SPX,I,CBOE,1283419
2018/07/13,SPX,I,CBOE,1340295
2018/07/16,SPX,I,CBOE,1129879
2018/07/17,SPX,I,CBOE,1246332
2018/07/18,SPX,I,CBOE,1321023
2018/07/19,SPX,I,CBOE,1334149
2018/07/20,SPX,I,CBOE,1115587
2018/07/23,SPX,I,CBOE,900178
2018/07/24,SPX,I,CBOE,1207773
2018/07/25,SPX,I,CBOE,1351968
2018/07/26,SPX,I,CBOE,1251801
2018/07/27,SPX,I,CBOE,1312664
2018/07/30,SPX,I,CBOE,1177873
2018/07/31,SPX,I,CBOE,1066837
2018/08/01,SPX,I,CBOE,892774
2018/08/02,SPX,I,CBOE,955452
2018/08/03,SPX,I,CBOE,1245840
2018/08/06,SPX,I,CBOE,1177482
2018/08/07,SPX,I,CBOE,1282482
2018/08/08,SPX,I,CBOE,1185950
2018/08/09,SPX,I,CBOE,949975
2018/08/10,SPX,I,CBOE,1675124
2018/08/13,SPX,I,CBOE,1184732
2018/08/14,SPX,I,CBOE,795210
2018/08/15,SPX,I,CBOE,1821651
2018/08/16,SPX,I,CBOE,1330301
2018/08/17,SPX,I,CBOE,1432447
2018/08/20,SPX,I,CBOE,1101875
2018/08/21,SPX,I,CBOE,1407212
2018/08/22,SPX,I,CBOE,1273545
2018/08/23,SPX,I,CBOE,948974
2018/08/24,SPX,I,CBOE,1248376
2018/08/27,SPX,I,CBOE,1846465
2018/08/28,SPX,I,CBOE,1516740
2018/08/29,SPX,I,CBOE,1568484
2018/08/30,SPX,I,CBOE,1493378
2018/08/31,SPX,I,CBOE,1295163
2018/09/04,SPX,I,CBOE,1197072
2018/09/05,SPX,I,CBOE,1316500
2018/09/06,SPX,I,CBOE,1342597
2018/09/07,SPX,I,CBOE,1386818
2018/09/10,SPX,I,CBOE,1064013
2018/09/11,SPX,I,CBOE,1050024
2018/09/12,SPX,I,CBOE,1184594
2018/09/13,SPX,I,CBOE,1285607
2018/09/14,SPX,I,CBOE,1375893
2018/09/17,SPX,I,CBOE,1267328
2018/09/18,SPX,I,CBOE,1152402
2018/09/19,SPX,I,CBOE,1209426
2018/09/20,SPX,I,CBOE,2174570
2018/09/21,SPX,I,CBOE,1711654
2018/09/24,SPX,I,CBOE,1325521
2018/09/25,SPX,I,CBOE,881193
2018/09/26,SPX,I,CBOE,1098857
2018/09/27,SPX,I,CBOE,1294747
2018/09/28,SPX,I,CBOE,1408061
2018/10/01,SPX,I,CBOE,1174104
2018/10/02,SPX,I,CBOE,776942
2018/10/03,SPX,I,CBOE,1150873
2018/10/04,SPX,I,CBOE,1758250
2018/10/05,SPX,I,CBOE,1659426
2018/10/08,SPX,I,CBOE,1570663
2018/10/09,SPX,I,CBOE,969482
2018/10/10,SPX,I,CBOE,2719764
2018/10/11,SPX,I,CBOE,2962451
2018/10/12,SPX,I,CBOE,2369369
2018/10/15,SPX,I,CBOE,1641906
2018/10/16,SPX,I,CBOE,1829113
2018/10/17,SPX,I,CBOE,1739270
2018/10/18,SPX,I,CBOE,1762638
2018/10/19,SPX,I,CBOE,1608277
2018/10/22,SPX,I,CBOE,1388818
2018/10/23,SPX,I,CBOE,2091402
2018/10/24,SPX,I,CBOE,1893409
2018/10/25,SPX,I,CBOE,2269244
2018/10/26,SPX,I,CBOE,2384920
2018/10/29,SPX,I,CBOE,1888117
2018/10/30,SPX,I,CBOE,1957179
2018/10/31,SPX,I,CBOE,1834572
2018/11/01,SPX,I,CBOE,1308317
2018/11/02,SPX,I,CBOE,1500175
2018/11/05,SPX,I,CBOE,1312346
2018/11/06,SPX,I,CBOE,1183873
2018/11/07,SPX,I,CBOE,2134399
2018/11/08,SPX,I,CBOE,1306811
2018/11/09,SPX,I,CBOE,1546093
2018/11/12,SPX,I,CBOE,1516077
2018/11/13,SPX,I,CBOE,1547689
2018/11/14,SPX,I,CBOE,1639800
2018/11/15,SPX,I,CBOE,1814215
2018/11/16,SPX,I,CBOE,1609064
2018/11/19,SPX,I,CBOE,1460083
2018/11/20,SPX,I,CBOE,1911482
2018/11/21,SPX,I,CBOE,1537092
2018/11/23,SPX,I,CBOE,1022624
2018/11/26,SPX,I,CBOE,1881584
2018/11/27,SPX,I,CBOE,1327305
2018/11/28,SPX,I,CBOE,1762974
2018/11/29,SPX,I,CBOE,1434828
2018/11/30,SPX,I,CBOE,1884642
2018/12/03,SPX,I,CBOE,1537534
2018/12/04,SPX,I,CBOE,2202315
2018/12/06,SPX,I,CBOE,2071576
2018/12/07,SPX,I,CBOE,2112717
2018/12/10,SPX,I,CBOE,2274469
2018/12/11,SPX,I,CBOE,1450761
2018/12/12,SPX,I,CBOE,1765450
2018/12/13,SPX,I,CBOE,1286380
2018/12/14,SPX,I,CBOE,1881054
2018/12/17,SPX,I,CBOE,2150050
2018/12/18,SPX,I,CBOE,1999883
2018/12/19,SPX,I,CBOE,2623147
2018/12/20,SPX,I,CBOE,2933946
2018/12/21,SPX,I,CBOE,2570781
2018/12/24,SPX,I,CBOE,1869449
2018/12/26,SPX,I,CBOE,2321214
2018/12/27,SPX,I,CBOE,2001835
2018/12/28,SPX,I,CBOE,1832572
2018/12/31,SPX,I,CBOE,1629823
2019/01/02,SPX,I,CBOE,1908353
2019/01/03,SPX,I,CBOE,1529161
2019/01/04,SPX,I,CBOE,1876840
2019/01/07,SPX,I,CBOE,1230169
2019/01/08,SPX,I,CBOE,1472414
2019/01/09,SPX,I,CBOE,1389464
2019/01/10,SPX,I,CBOE,1386019
2019/01/11,SPX,I,CBOE,1633653
2019/01/14,SPX,I,CBOE,990409
2019/01/15,SPX,I,CBOE,1492248
2019/01/16,SPX,I,CBOE,1611362
2019/01/17,SPX,I,CBOE,1281654
2019/01/18,SPX,I,CBOE,2031192
2019/01/22,SPX,I,CBOE,1401680
2019/01/23,SPX,I,CBOE,1047916
2019/01/24,SPX,I,CBOE,805650
2019/01/25,SPX,I,CBOE,1204877
2019/01/28,SPX,I,CBOE,1099603
2019/01/29,SPX,I,CBOE,675601
2019/01/30,SPX,I,CBOE,1252791
2019/01/31,SPX,I,CBOE,1448797
2019/02/01,SPX,I,CBOE,1576455
2019/02/04,SPX,I,CBOE,932685
2019/02/05,SPX,I,CBOE,1113469
2019/02/06,SPX,I,CBOE,1216308
2019/02/07,SPX,I,CBOE,1347080
2019/02/08,SPX,I,CBOE,1202744
2019/02/11,SPX,I,CBOE,1002005
2019/02/12,SPX,I,CBOE,1056382
2019/02/13,SPX,I,CBOE,1488157
2019/02/14,SPX,I,CBOE,1314426
2019/02/15,SPX,I,CBOE,1267317
2019/02/19,SPX,I,CBOE,921948
2019/02/20,SPX,I,CBOE,921304
2019/02/21,SPX,I,CBOE,1179831
2019/02/22,SPX,I,CBOE,1162690
2019/02/25,SPX,I,CBOE,1155162
2019/02/26,SPX,I,CBOE,1098698
2019/02/27,SPX,I,CBOE,883751
2019/02/28,SPX,I,CBOE,1125817
2019/03/01,SPX,I,CBOE,1211480
2019/03/04,SPX,I,CBOE,1422585
2019/03/05,SPX,I,CBOE,946492
2019/03/06,SPX,I,CBOE,1091714
2019/03/07,SPX,I,CBOE,1407470
2019/03/08,SPX,I,CBOE,1542360
2019/03/11,SPX,I,CBOE,1215273
2019/03/12,SPX,I,CBOE,1079835
2019/03/13,SPX,I,CBOE,1633749
2019/03/14,SPX,I,CBOE,1156541
2019/03/15,SPX,I,CBOE,1497325
2019/03/18,SPX,I,CBOE,1189424
2019/03/19,SPX,I,CBOE,1348486
2019/03/20,SPX,I,CBOE,1207138
2019/03/21,SPX,I,CBOE,938363
2019/03/22,SPX,I,CBOE,1511752
2019/03/25,SPX,I,CBOE,1079157
2019/03/26,SPX,I,CBOE,955503
2019/03/27,SPX,I,CBOE,1078170
2019/03/28,SPX,I,CBOE,913643
2019/03/29,SPX,I,CBOE,1227661
2019/04/01,SPX,I,CBOE,1387690
2019/04/02,SPX,I,CBOE,926033
2019/04/03,SPX,I,CBOE,1454927
2019/04/04,SPX,I,CBOE,892942
2019/04/05,SPX,I,CBOE,1161272
2019/04/08,SPX,I,CBOE,954771
2019/04/09,SPX,I,CBOE,1052623
2019/04/10,SPX,I,CBOE,788829
2019/04/11,SPX,I,CBOE,661006
2019/04/12,SPX,I,CBOE,1178276
2019/04/15,SPX,I,CBOE,1033367
2019/04/16,SPX,I,CBOE,979510
2019/04/17,SPX,I,CBOE,1645948
2019/04/18,SPX,I,CBOE,1272593
2019/04/22,SPX,I,CBOE,1043719
2019/04/23,SPX,I,CBOE,1214605
2019/04/24,SPX,I,CBOE,1072274
2019/04/25,SPX,I,CBOE,947150
2019/04/26,SPX,I,CBOE,1064394
2019/04/29,SPX,I,CBOE,1216336
2019/04/30,SPX,I,CBOE,1241584
2019/05/01,SPX,I,CBOE,1322899
2019/05/02,SPX,I,CBOE,1323115
2019/05/03,SPX,I,CBOE,1248115
2019/05/06,SPX,I,CBOE,1469977
2019/05/07,SPX,I,CBOE,1830605
2019/05/08,SPX,I,CBOE,1318994
2019/05/09,SPX,I,CBOE,1699488
2019/05/10,SPX,I,CBOE,1804397
2019/05/13,SPX,I,CBOE,1824098
2019/05/14,SPX,I,CBOE,1320466
2019/05/15,SPX,I,CBOE,1235690
2019/05/16,SPX,I,CBOE,1506252
2019/05/17,SPX,I,CBOE,1412629
2019/05/20,SPX,I,CBOE,979503
