DATE,WLEMUINDXD
2020-03-03,325.54000
2020-03-04,323.56000
2020-03-05,197.17000
2020-03-06,255.77000
2020-03-07,209.87000
2020-03-08,394.79000
2020-03-09,509.19000
2020-03-10,822.47000
2020-03-11,357.24000
2020-03-12,321.78000
2020-03-13,409.89000
2020-03-14,590.13000
2020-03-15,1229.76000
2020-03-16,453.25000
2020-03-17,623.11000
2020-03-18,494.46000
2020-03-19,621.34000
2020-03-20,939.58000
2020-03-21,429.25000
2020-03-22,889.94000
2020-03-23,491.15000
2020-03-24,358.79000
2020-03-25,435.62000
2020-03-26,712.53000
2020-03-27,396.87000
2020-03-28,423.85000
2020-03-29,678.59000
2020-03-30,183.67000
2020-03-31,286.15000
2020-04-01,370.87000
2020-04-02,393.89000
2020-04-03,207.65000
2020-04-04,214.98000
2020-04-05,753.44000
2020-04-06,364.22000
2020-04-07,463.95000
2020-04-08,285.79000
2020-04-09,203.41000
2020-04-10,330.69000
2020-04-11,376.38000
2020-04-12,559.00000
2020-04-13,311.21000
2020-04-14,178.24000
2020-04-15,179.98000
2020-04-16,173.10000
2020-04-17,240.98000
2020-04-18,188.61000
2020-04-19,514.86000
2020-04-20,241.90000
2020-04-21,270.74000
2020-04-22,211.44000
2020-04-23,314.33000
2020-04-24,212.75000
2020-04-25,322.31000
2020-04-26,601.63000
2020-04-27,544.81000
2020-04-28,406.83000
2020-04-29,215.48000
2020-04-30,297.41000
2020-05-01,199.13000
2020-05-02,369.69000
2020-05-03,315.76000
2020-05-04,242.89000
2020-05-05,222.51000
2020-05-06,143.03000
2020-05-07,322.31000
2020-05-08,135.65000
2020-05-09,122.90000
2020-05-10,159.93000
2020-05-11,377.59000
2020-05-12,156.51000
2020-05-13,176.04000
2020-05-14,241.45000
2020-05-15,190.15000
2020-05-16,291.43000
2020-05-17,322.95000
2020-05-18,268.63000
2020-05-19,251.24000
2020-05-20,301.20000
2020-05-21,34.27000
2020-05-22,150.51000
2020-05-23,163.44000
2020-05-24,287.03000
2020-05-25,195.34000
2020-05-26,124.61000
2020-05-27,267.67000
2020-05-28,132.94000
2020-05-29,106.19000
2020-05-30,349.86000
2020-05-31,576.88000
2020-06-01,35.02000
2020-06-02,60.54000
2020-06-03,91.94000
2020-06-04,21.68000
2020-06-05,242.01000
2020-06-06,88.82000
2020-06-07,272.81000
2020-06-08,223.07000
2020-06-09,181.38000
2020-06-10,100.37000
2020-06-11,286.11000
2020-06-12,243.69000
2020-06-13,163.33000
2020-06-14,198.75000
2020-06-15,262.83000
2020-06-16,338.43000
2020-06-17,178.47000
2020-06-18,60.56000
2020-06-19,104.01000
2020-06-20,178.06000
2020-06-21,194.44000
2020-06-22,208.20000
2020-06-23,111.95000
2020-06-24,90.63000
2020-06-25,96.75000
2020-06-26,193.43000
2020-06-27,271.94000
2020-06-28,297.98000
2020-06-29,188.51000
2020-06-30,233.01000
2020-07-01,99.85000
2020-07-02,48.56000
2020-07-03,91.41000
2020-07-04,96.10000
2020-07-05,334.64000
2020-07-06,173.51000
2020-07-07,179.41000
2020-07-08,104.79000
2020-07-09,60.54000
2020-07-10,52.36000
2020-07-11,17.84000
2020-07-12,280.77000
2020-07-13,167.40000
2020-07-14,96.02000
2020-07-15,154.34000
2020-07-16,131.30000
2020-07-17,128.96000
2020-07-18,92.83000
2020-07-19,504.06000
2020-07-20,169.39000
2020-07-21,70.37000
2020-07-22,93.11000
2020-07-23,47.78000
2020-07-24,165.10000
2020-07-25,104.96000
2020-07-26,196.03000
2020-07-27,310.60000
2020-07-28,39.47000
2020-07-29,117.50000
2020-07-30,140.52000
2020-07-31,89.35000
2020-08-01,53.33000
2020-08-02,203.75000
2020-08-03,106.74000
2020-08-04,156.05000
2020-08-05,166.70000
2020-08-06,92.26000
2020-08-07,50.98000
2020-08-08,107.06000
2020-08-09,147.27000
2020-08-10,163.97000
2020-08-11,134.69000
2020-08-12,110.59000
2020-08-13,70.69000
2020-08-14,90.78000
2020-08-15,53.26000
2020-08-16,64.95000
2020-08-17,230.08000
2020-08-18,214.21000
2020-08-19,133.54000
2020-08-20,80.68000
2020-08-21,75.09000
2020-08-22,121.27000
2020-08-23,233.94000
2020-08-24,105.15000
2020-08-25,40.07000
2020-08-26,120.41000
2020-08-27,69.39000
2020-08-28,75.27000
2020-08-29,209.88000
2020-08-30,57.62000
2020-08-31,88.79000
2020-09-01,104.85000
2020-09-02,96.89000
2020-09-03,148.25000
2020-09-04,134.77000
2020-09-05,67.79000
2020-09-06,251.12000
2020-09-07,51.60000
2020-09-08,57.61000
2020-09-09,129.44000
2020-09-10,91.61000
2020-09-11,83.77000
2020-09-12,114.91000
2020-09-13,341.22000
2020-09-14,224.86000
2020-09-15,179.94000
2020-09-16,200.05000
2020-09-17,188.28000
2020-09-18,72.64000
2020-09-19,82.01000
2020-09-20,377.51000
2020-09-21,51.80000
2020-09-22,114.59000
2020-09-23,52.99000
2020-09-24,79.39000
2020-09-25,192.70000
2020-09-26,64.40000
2020-09-27,169.57000
2020-09-28,231.34000
2020-09-29,141.05000
2020-09-30,146.85000
2020-10-01,65.93000
2020-10-02,154.89000
2020-10-03,95.81000
2020-10-04,168.52000
2020-10-05,68.47000
2020-10-06,271.02000
2020-10-07,136.16000
2020-10-08,67.32000
2020-10-09,153.93000
2020-10-10,160.31000
2020-10-11,326.89000
2020-10-12,253.52000
2020-10-13,77.31000
2020-10-14,183.80000
2020-10-15,76.31000
2020-10-16,35.89000
2020-10-17,81.35000
2020-10-18,351.97000
2020-10-19,159.23000
2020-10-20,127.99000
2020-10-21,82.99000
2020-10-22,77.08000
2020-10-23,140.59000
2020-10-24,185.35000
2020-10-25,151.72000
2020-10-26,220.99000
2020-10-27,105.24000
2020-10-28,163.91000
2020-10-29,239.34000
2020-10-30,434.66000
2020-10-31,340.99000
2020-11-01,178.33000
2020-11-02,219.96000
2020-11-03,70.42000
2020-11-04,245.86000
2020-11-05,204.60000
2020-11-06,99.96000
2020-11-07,146.37000
2020-11-08,79.28000
2020-11-09,90.23000
2020-11-10,51.71000
2020-11-11,193.96000
2020-11-12,287.93000
2020-11-13,50.00000
2020-11-14,96.07000
2020-11-15,147.77000
2020-11-16,126.28000
2020-11-17,66.24000
2020-11-18,54.92000
2020-11-19,63.19000
2020-11-20,86.34000
2020-11-21,83.00000
2020-11-22,227.70000
2020-11-23,277.39000
2020-11-24,256.75000
2020-11-25,351.65000
2020-11-26,89.91000
2020-11-27,72.75000
2020-11-28,35.57000
2020-11-29,90.49000
2020-11-30,161.98000
2020-12-01,79.16000
2020-12-02,32.94000
2020-12-03,23.74000
2020-12-04,12.20000
2020-12-05,33.01000
2020-12-06,79.62000
2020-12-07,122.81000
2020-12-08,53.54000
2020-12-09,66.52000
2020-12-10,35.36000
2020-12-11,60.71000
2020-12-12,81.71000
2020-12-13,314.20000
2020-12-14,89.54000
2020-12-15,65.98000
2020-12-16,21.32000
2020-12-17,59.10000
2020-12-18,77.51000
2020-12-19,34.23000
2020-12-20,228.01000
2020-12-21,35.35000
2020-12-22,28.13000
2020-12-23,24.47000
2020-12-24,14.80000
2020-12-25,51.32000
2020-12-26,42.06000
2020-12-27,125.67000
2020-12-28,151.78000
2020-12-29,101.83000
2020-12-30,99.19000
2020-12-31,42.09000
2021-01-01,185.18000
2021-01-02,58.08000
2021-01-03,191.72000
2021-01-04,105.18000
2021-01-05,107.27000
2021-01-06,190.29000
2021-01-07,121.55000
2021-01-08,75.23000
2021-01-09,33.94000
2021-01-10,259.64000
2021-01-11,176.98000
2021-01-12,157.24000
2021-01-13,53.88000
2021-01-14,46.44000
2021-01-15,84.08000
2021-01-16,51.87000
2021-01-17,162.91000
2021-01-18,40.01000
2021-01-19,40.80000
2021-01-20,22.03000
2021-01-21,48.44000
2021-01-22,12.40000
2021-01-23,85.69000
2021-01-24,184.49000
2021-01-25,17.74000
2021-01-26,186.19000
2021-01-27,188.69000
2021-01-28,141.53000
2021-01-29,85.59000
2021-01-30,67.35000
2021-01-31,108.71000
2021-02-01,104.12000
2021-02-02,121.21000
2021-02-03,64.27000
2021-02-04,77.71000
2021-02-05,70.65000
2021-02-06,16.58000
2021-02-07,31.10000
2021-02-08,116.37000
2021-02-09,79.27000
2021-02-10,55.35000
2021-02-11,46.27000
2021-02-12,62.28000
2021-02-13,165.14000
2021-02-14,146.03000
2021-02-15,96.23000
2021-02-16,71.24000
2021-02-17,11.25000
2021-02-18,119.00000
2021-02-19,12.29000
2021-02-20,67.09000
2021-02-21,49.06000
2021-02-22,16.66000
2021-02-23,91.57000
2021-02-24,63.68000
2021-02-25,45.56000
2021-02-26,49.19000
2021-02-27,16.21000
2021-02-28,144.43000
2021-03-01,170.05000
2021-03-02,25.90000
2021-03-03,43.87000
2021-03-04,33.79000
2021-03-05,174.67000
2021-03-06,182.86000
2021-03-07,32.67000
2021-03-08,121.60000
2021-03-09,13.13000
2021-03-10,33.00000
2021-03-11,173.50000
2021-03-12,36.88000
2021-03-13,16.90000
2021-03-14,67.28000
2021-03-15,52.90000
2021-03-16,13.66000
2021-03-17,67.96000
2021-03-18,46.48000
2021-03-19,62.32000
2021-03-20,32.76000
2021-03-21,64.51000
2021-03-22,51.94000
2021-03-23,13.50000
2021-03-24,111.46000
2021-03-25,35.28000
2021-03-26,37.47000
2021-03-27,33.64000
2021-03-28,126.88000
2021-03-29,17.37000
2021-03-30,13.42000
2021-03-31,67.74000
2021-04-01,118.55000
2021-04-02,51.39000
2021-04-03,124.90000
2021-04-04,125.31000
2021-04-05,18.45000
2021-04-06,41.76000
2021-04-07,44.49000
2021-04-08,58.53000
2021-04-09,113.90000
2021-04-10,70.17000
2021-04-11,240.63000
2021-04-12,55.01000
2021-04-13,40.80000
2021-04-14,32.20000
2021-04-15,22.77000
2021-04-16,50.96000
2021-04-17,84.18000
2021-04-18,33.95000
2021-04-19,121.44000
2021-04-20,39.79000
2021-04-21,33.63000
2021-04-22,58.70000
2021-04-23,136.04000
2021-04-24,67.87000
2021-04-25,66.60000
2021-04-26,121.14000
2021-04-27,13.32000
2021-04-28,75.77000
2021-04-29,68.15000
2021-04-30,50.17000
2021-05-01,84.32000
2021-05-02,67.49000
2021-05-03,105.06000
2021-05-04,41.33000
2021-05-05,22.81000
2021-05-06,23.76000
2021-05-07,25.68000
2021-05-08,17.88000
2021-05-09,136.11000
2021-05-10,53.73000
2021-05-11,41.19000
2021-05-12,10.97000
2021-05-13,11.46000
2021-05-14,12.65000
2021-05-15,17.85000
2021-05-16,51.54000
2021-05-17,35.94000
2021-05-18,67.26000
2021-05-19,111.45000
2021-05-20,119.84000
2021-05-21,106.10000
2021-05-22,53.72000
2021-05-23,171.51000
2021-05-24,17.97000
2021-05-25,96.49000
2021-05-26,11.13000
2021-05-27,11.65000
2021-05-28,12.98000
2021-05-29,36.56000
2021-05-30,34.58000
2021-05-31,28.22000
2021-06-01,15.62000
2021-06-02,23.30000
2021-06-03,48.38000
2021-06-04,25.76000
2021-06-05,55.24000
2021-06-06,68.20000
2021-06-07,18.46000
2021-06-08,58.35000
2021-06-09,104.71000
2021-06-10,23.33000
2021-06-11,38.85000
2021-06-12,37.51000
2021-06-13,53.47000
2021-06-14,127.87000
2021-06-15,101.53000
2021-06-16,72.42000
2021-06-17,50.22000
2021-06-18,80.87000
2021-06-19,18.95000
2021-06-20,204.83000
2021-06-21,38.46000
2021-06-22,14.72000
2021-06-23,24.60000
2021-06-24,24.95000
2021-06-25,13.70000
2021-06-26,19.37000
2021-06-27,110.52000
2021-06-28,38.74000
2021-06-29,15.22000
2021-06-30,49.07000
2021-07-01,25.94000
2021-07-02,14.18000
2021-07-03,19.87000
2021-07-04,55.28000
2021-07-05,109.38000
2021-07-06,34.18000
2021-07-07,38.01000
2021-07-08,38.62000
2021-07-09,14.01000
2021-07-10,80.72000
2021-07-11,366.23000
2021-07-12,40.16000
2021-07-13,61.89000
2021-07-14,24.98000
2021-07-15,13.20000
2021-07-16,110.66000
2021-07-17,237.65000
2021-07-18,89.34000
2021-07-19,39.31000
2021-07-20,62.83000
2021-07-21,85.79000
2021-07-22,38.21000
2021-07-23,13.58000
2021-07-24,19.72000
2021-07-25,86.41000
2021-07-26,19.48000
2021-07-27,87.54000
2021-07-28,110.30000
2021-07-29,38.28000
2021-07-30,40.66000
2021-07-31,19.45000
2021-08-01,176.01000
2021-08-02,19.41000
2021-08-03,14.74000
2021-08-04,47.53000
2021-08-05,99.84000
2021-08-06,13.48000
2021-08-07,19.16000
2021-08-08,17.72000
2021-08-09,138.86000
2021-08-10,28.72000
2021-08-11,72.58000
2021-08-12,76.19000
2021-08-13,13.42000
2021-08-14,19.49000
2021-08-15,208.91000
2021-08-16,38.74000
2021-08-17,201.68000
2021-08-18,69.60000
2021-08-19,49.09000
2021-08-20,13.35000
2021-08-21,18.77000
2021-08-22,206.35000
2021-08-23,76.03000
2021-08-24,28.87000
2021-08-25,81.17000
2021-08-26,12.16000
2021-08-27,12.27000
2021-08-28,17.01000
2021-08-29,16.35000
2021-08-30,18.79000
2021-08-31,42.85000
2021-09-01,11.20000
2021-09-02,48.52000
2021-09-03,49.37000
2021-09-04,17.46000
2021-09-05,69.33000
2021-09-06,58.87000
2021-09-07,126.12000
2021-09-08,81.45000
2021-09-09,58.05000
2021-09-10,11.95000
2021-09-11,31.98000
2021-09-12,139.01000
2021-09-13,160.70000
2021-09-14,166.79000
2021-09-15,11.36000
2021-09-16,35.72000
2021-09-17,12.28000
2021-09-18,16.89000
2021-09-19,16.18000
2021-09-20,146.94000
2021-09-21,281.83000
2021-09-22,172.20000
2021-09-23,23.55000
2021-09-24,24.30000
2021-09-25,33.81000
2021-09-26,96.49000
2021-09-27,143.59000
2021-09-28,41.99000
2021-09-29,44.72000
2021-09-30,68.98000
2021-10-01,70.87000
2021-10-02,66.70000
2021-10-03,15.73000
2021-10-04,107.13000
2021-10-05,13.60000
2021-10-06,102.87000
2021-10-07,82.45000
2021-10-08,36.59000
2021-10-09,33.94000
2021-10-10,16.15000
2021-10-11,18.88000
2021-10-12,28.43000
2021-10-13,45.33000
2021-10-14,11.43000
2021-10-15,37.07000
2021-10-16,32.90000
2021-10-17,215.27000
2021-10-18,18.44000
2021-10-19,14.05000
2021-10-20,22.61000
2021-10-21,92.46000
2021-10-22,12.25000
2021-10-23,16.72000
2021-10-24,65.43000
2021-10-25,54.32000
2021-10-26,69.58000
2021-10-27,101.17000
2021-10-28,57.06000
2021-10-29,24.12000
2021-10-30,16.28000
2021-10-31,16.15000
2021-11-01,127.18000
2021-11-02,26.74000
2021-11-03,216.70000
2021-11-04,187.34000
2021-11-05,215.79000
2021-11-06,301.82000
2021-11-07,338.45000
2021-11-08,358.99000
2021-11-09,257.17000
2021-11-10,22.60000
2021-11-11,12.28000
2021-11-12,12.64000
2021-11-13,17.24000
2021-11-14,79.85000
2021-11-15,99.72000
2021-11-16,42.10000
2021-11-17,57.79000
2021-11-18,35.75000
2021-11-19,25.16000
2021-11-20,17.25000
2021-11-21,48.19000
2021-11-22,18.56000
2021-11-23,28.81000
2021-11-24,12.72000
2021-11-25,38.30000
2021-11-26,45.48000
2021-11-27,213.71000
2021-11-28,154.74000
2021-11-29,54.30000
2021-11-30,111.66000
2021-12-01,113.42000
2021-12-02,106.94000
2021-12-03,180.95000
2021-12-04,162.43000
2021-12-05,16.96000
2021-12-06,18.39000
2021-12-07,70.19000
2021-12-08,23.70000
2021-12-09,24.22000
2021-12-10,52.19000
2021-12-11,111.82000
2021-12-12,191.41000
2021-12-13,18.87000
2021-12-14,43.16000
2021-12-15,35.71000
2021-12-16,62.91000
2021-12-17,159.57000
2021-12-18,36.82000
2021-12-19,84.68000
2021-12-20,58.79000
2021-12-21,134.62000
2021-12-22,135.63000
2021-12-23,66.70000
2021-12-24,81.14000
2021-12-25,333.57000
2021-12-26,366.06000
2021-12-27,218.69000
2021-12-28,49.81000
2021-12-29,57.65000
2021-12-30,86.41000
2021-12-31,120.62000
2022-01-01,222.61000
2022-01-02,120.22000
2022-01-03,112.25000
2022-01-04,33.62000
2022-01-05,42.88000
2022-01-06,86.93000
2022-01-07,20.10000
2022-01-08,45.76000
2022-01-09,90.78000
2022-01-10,100.45000
2022-01-11,21.43000
2022-01-12,225.35000
2022-01-13,83.55000
2022-01-14,115.98000
2022-01-15,76.90000
2022-01-16,168.53000
2022-01-17,34.02000
2022-01-18,33.69000
2022-01-19,8.13000
2022-01-20,49.95000
2022-01-21,87.59000
2022-01-22,61.26000
2022-01-23,61.37000
2022-01-24,73.26000
2022-01-25,234.53000
2022-01-26,144.59000
2022-01-27,169.89000
2022-01-28,48.52000
2022-01-29,110.78000
2022-01-30,306.93000
2022-01-31,157.03000
2022-02-01,136.45000
2022-02-02,171.84000
2022-02-03,115.14000
2022-02-04,39.30000
2022-02-05,30.89000
2022-02-06,137.03000
2022-02-07,28.42000
2022-02-08,10.51000
2022-02-09,31.37000
2022-02-10,49.65000
2022-02-11,59.30000
2022-02-12,119.68000
2022-02-13,131.51000
2022-02-14,114.88000
2022-02-15,42.75000
2022-02-16,38.92000
2022-02-17,66.56000
2022-02-18,133.01000
2022-02-19,91.75000
2022-02-20,122.30000
2022-02-21,63.24000
2022-02-22,34.09000
2022-02-23,73.48000
2022-02-24,85.22000
2022-02-25,168.78000
2022-02-26,216.87000
2022-02-27,136.23000
2022-02-28,73.70000
2022-03-01,84.97000
2022-03-02,121.46000
2022-03-03,164.71000
2022-03-04,58.61000
2022-03-05,108.12000
2022-03-06,104.01000
2022-03-07,56.91000
2022-03-08,143.30000
2022-03-09,107.69000
2022-03-10,142.35000
2022-03-11,188.09000
2022-03-12,112.77000
2022-03-13,227.64000
2022-03-14,246.05000
2022-03-15,91.68000
2022-03-16,93.49000
2022-03-17,111.31000
2022-03-18,122.22000
2022-03-19,84.36000
2022-03-20,172.07000
2022-03-21,153.11000
2022-03-22,69.19000
2022-03-23,98.22000
2022-03-24,70.71000
2022-03-25,102.17000
2022-03-26,137.25000
2022-03-27,258.25000
2022-03-28,119.08000
2022-03-29,184.66000
2022-03-30,110.86000
2022-03-31,96.02000
2022-04-01,69.12000
2022-04-02,33.04000
2022-04-03,47.36000
2022-04-04,58.15000
2022-04-05,101.63000
2022-04-06,128.50000
2022-04-07,78.46000
2022-04-08,20.62000
2022-04-09,81.69000
2022-04-10,295.73000
2022-04-11,193.19000
2022-04-12,34.16000
2022-04-13,51.43000
2022-04-14,103.15000
2022-04-15,41.63000
2022-04-16,34.83000
2022-04-17,32.70000
2022-04-18,76.98000
2022-04-19,239.84000
2022-04-20,75.77000
2022-04-21,69.98000
2022-04-22,90.54000
2022-04-23,66.02000
2022-04-24,45.49000
2022-04-25,131.45000
2022-04-26,44.42000
2022-04-27,33.48000
2022-04-28,60.13000
2022-04-29,131.51000
2022-04-30,327.42000
2022-05-01,113.96000
2022-05-02,73.17000
2022-05-03,110.17000
2022-05-04,199.17000
2022-05-05,130.68000
2022-05-06,250.97000
2022-05-07,67.62000
2022-05-08,277.25000
2022-05-09,129.57000
2022-05-10,112.36000
2022-05-11,92.85000
2022-05-12,68.63000
2022-05-13,120.14000
2022-05-14,94.75000
2022-05-15,94.39000
2022-05-16,57.32000
2022-05-17,22.37000
2022-05-18,125.30000
2022-05-19,131.05000
2022-05-20,149.55000
2022-05-21,200.66000
2022-05-22,167.08000
2022-05-23,179.29000
2022-05-24,92.70000
2022-05-25,172.07000
2022-05-26,166.85000
2022-05-27,231.82000
2022-05-28,32.78000
2022-05-29,165.64000
2022-05-30,48.78000
2022-05-31,25.72000
2022-06-01,69.88000
2022-06-02,116.11000
2022-06-03,81.92000
2022-06-04,16.62000
2022-06-05,60.22000
2022-06-06,45.61000
2022-06-07,69.52000
2022-06-08,61.53000
2022-06-09,113.22000
2022-06-10,92.05000
2022-06-11,35.14000
2022-06-12,95.94000
2022-06-13,93.86000
2022-06-14,35.20000
2022-06-15,53.80000
2022-06-16,152.05000
2022-06-17,70.87000
2022-06-18,85.74000
2022-06-19,152.69000
2022-06-20,33.32000
2022-06-21,98.16000
2022-06-22,118.73000
2022-06-23,55.00000
2022-06-24,84.02000
2022-06-25,68.51000
2022-06-26,276.25000
2022-06-27,80.28000
2022-06-28,72.94000
2022-06-29,52.98000
2022-06-30,172.69000
2022-07-01,188.65000
2022-07-02,34.45000
2022-07-03,51.31000
2022-07-04,109.05000
2022-07-05,56.09000
2022-07-06,77.50000
2022-07-07,95.37000
2022-07-08,74.24000
2022-07-09,55.05000
2022-07-10,114.31000
2022-07-11,33.04000
2022-07-12,61.95000
2022-07-13,46.66000
2022-07-14,141.31000
2022-07-15,107.08000
2022-07-16,55.19000
2022-07-17,133.23000
2022-07-18,48.30000
2022-07-19,108.19000
2022-07-20,149.94000
2022-07-21,120.04000
2022-07-22,115.33000
2022-07-23,106.79000
2022-07-24,151.32000
2022-07-25,80.03000
2022-07-26,50.32000
2022-07-27,195.10000
2022-07-28,182.49000
2022-07-29,86.64000
2022-07-30,54.70000
2022-07-31,115.97000
2022-08-01,266.99000
2022-08-02,61.17000
2022-08-03,126.73000
2022-08-04,106.38000
2022-08-05,138.53000
2022-08-06,90.82000
2022-08-07,165.68000
2022-08-08,261.61000
2022-08-09,87.99000
2022-08-10,122.59000
2022-08-11,147.00000
2022-08-12,109.82000
2022-08-13,59.34000
2022-08-14,53.01000
2022-08-15,121.86000
2022-08-16,67.05000
