QUOTE_READTIME,VIX
2017-01-03 09:30:00,13.95
2017-01-03 10:00:00,13.51
2017-01-03 10:30:00,13.24
2017-01-03 11:00:00,13.35
2017-01-03 11:30:00,13.43
2017-01-03 12:00:00,13.57
2017-01-03 12:30:00,13.49
2017-01-03 13:00:00,13.53
2017-01-03 13:30:00,13.47
2017-01-03 14:00:00,13.49
2017-01-03 14:30:00,13.47
2017-01-03 15:00:00,13.32
2017-01-03 15:30:00,13.28
2017-01-03 16:00:00,13.0
2017-01-04 09:30:00,12.66
2017-01-04 10:00:00,12.35
2017-01-04 10:30:00,12.18
2017-01-04 11:00:00,12.22
2017-01-04 11:30:00,12.09
2017-01-04 12:00:00,12.06
2017-01-04 12:30:00,12.16
2017-01-04 13:00:00,12.22
2017-01-04 13:30:00,12.22
2017-01-04 14:00:00,11.73
2017-01-04 14:30:00,11.93
2017-01-04 15:00:00,11.95
2017-01-04 15:30:00,11.79
2017-01-04 16:00:00,11.91
2017-01-05 09:30:00,11.97
2017-01-05 10:00:00,11.68
2017-01-05 10:30:00,11.61
2017-01-05 11:00:00,11.4
2017-01-05 11:30:00,11.82
2017-01-05 12:00:00,12.03
2017-01-05 12:30:00,11.88
2017-01-05 13:00:00,11.88
2017-01-05 13:30:00,11.74
2017-01-05 14:00:00,11.78
2017-01-05 14:30:00,11.68
2017-01-05 15:00:00,11.93
2017-01-05 15:30:00,11.8
2017-01-05 16:00:00,11.7
2017-01-06 09:30:00,11.34
2017-01-06 10:00:00,11.34
2017-01-06 10:30:00,11.28
2017-01-06 11:00:00,11.24
2017-01-06 11:30:00,11.08
2017-01-06 12:00:00,11.24
2017-01-06 12:30:00,11.1
2017-01-06 13:00:00,11.16
2017-01-06 13:30:00,11.29
2017-01-06 14:00:00,11.28
2017-01-06 14:30:00,11.42
2017-01-06 15:00:00,11.5
2017-01-06 15:30:00,11.46
2017-01-06 16:00:00,11.4
2017-01-09 09:30:00,11.89
2017-01-09 10:00:00,11.95
2017-01-09 10:30:00,11.86
2017-01-09 11:00:00,11.62
2017-01-09 11:30:00,11.56
2017-01-09 12:00:00,11.61
2017-01-09 12:30:00,11.59
2017-01-09 13:00:00,11.5
2017-01-09 13:30:00,11.51
2017-01-09 14:00:00,11.53
2017-01-09 14:30:00,11.57
2017-01-09 15:00:00,11.64
2017-01-09 15:30:00,11.53
2017-01-09 16:00:00,11.61
2017-01-10 09:30:00,11.52
2017-01-10 10:00:00,11.67
2017-01-10 10:30:00,11.73
2017-01-10 11:00:00,11.48
2017-01-10 11:30:00,11.39
2017-01-10 12:00:00,11.45
2017-01-10 12:30:00,11.48
2017-01-10 13:00:00,11.6
2017-01-10 13:30:00,11.62
2017-01-10 14:00:00,11.7
2017-01-10 14:30:00,11.73
2017-01-10 15:00:00,11.69
2017-01-10 15:30:00,11.56
2017-01-10 16:00:00,11.58
2017-01-11 09:30:00,11.62
2017-01-11 10:00:00,11.59
2017-01-11 10:30:00,11.79
2017-01-11 11:00:00,11.92
2017-01-11 11:30:00,11.95
2017-01-11 12:00:00,11.67
2017-01-11 12:30:00,11.75
2017-01-11 13:00:00,11.92
2017-01-11 13:30:00,12.03
2017-01-11 14:00:00,11.84
2017-01-11 14:30:00,11.57
2017-01-11 15:00:00,11.47
2017-01-11 15:30:00,11.41
2017-01-11 16:00:00,11.26
2017-01-12 09:30:00,11.51
2017-01-12 10:00:00,12.01
2017-01-12 10:30:00,12.41
2017-01-12 11:00:00,12.38
2017-01-12 11:30:00,12.31
2017-01-12 12:00:00,12.29
2017-01-12 12:30:00,11.92
2017-01-12 13:00:00,11.89
2017-01-12 13:30:00,11.72
2017-01-12 14:00:00,11.53
2017-01-12 14:30:00,11.55
2017-01-12 15:00:00,11.49
2017-01-12 15:30:00,11.46
2017-01-12 16:00:00,11.39
2017-01-13 09:30:00,11.42
2017-01-13 10:00:00,11.26
2017-01-13 10:30:00,11.24
2017-01-13 11:00:00,11.18
2017-01-13 11:30:00,11.16
2017-01-13 12:00:00,11.08
2017-01-13 12:30:00,11.26
2017-01-13 13:00:00,11.22
2017-01-13 13:30:00,11.24
2017-01-13 14:00:00,11.34
2017-01-13 14:30:00,11.54
2017-01-13 15:00:00,11.42
2017-01-13 15:30:00,11.46
2017-01-13 16:00:00,11.41
2017-01-17 09:30:00,12.37
2017-01-17 10:00:00,12.27
2017-01-17 10:30:00,12.06
2017-01-17 11:00:00,11.96
2017-01-17 11:30:00,12.05
2017-01-17 12:00:00,11.93
2017-01-17 12:30:00,11.86
2017-01-17 13:00:00,11.89
2017-01-17 13:30:00,11.82
2017-01-17 14:00:00,11.82
2017-01-17 14:30:00,12.02
2017-01-17 15:00:00,12.11
2017-01-17 15:30:00,12.06
2017-01-17 16:00:00,11.93
2017-01-18 09:30:00,11.94
2017-01-18 10:00:00,12.23
2017-01-18 10:30:00,12.26
2017-01-18 11:00:00,12.37
2017-01-18 11:30:00,12.43
2017-01-18 12:00:00,12.62
2017-01-18 12:30:00,12.57
2017-01-18 13:00:00,12.63
2017-01-18 13:30:00,12.63
2017-01-18 14:00:00,12.48
2017-01-18 14:30:00,12.47
2017-01-18 15:00:00,12.48
2017-01-18 15:30:00,12.53
2017-01-18 16:00:00,12.45
2017-01-19 09:30:00,12.33
2017-01-19 10:00:00,12.27
2017-01-19 10:30:00,12.41
2017-01-19 11:00:00,12.22
2017-01-19 11:30:00,12.4
2017-01-19 12:00:00,12.4
2017-01-19 12:30:00,12.45
2017-01-19 13:00:00,12.49
2017-01-19 13:30:00,12.64
2017-01-19 14:00:00,12.75
2017-01-19 14:30:00,13.02
2017-01-19 15:00:00,13.03
2017-01-19 15:30:00,12.98
2017-01-19 16:00:00,12.91
2017-01-20 09:30:00,12.49
2017-01-20 10:00:00,12.4
2017-01-20 10:30:00,12.39
2017-01-20 11:00:00,12.14
2017-01-20 11:30:00,12.03
2017-01-20 12:00:00,12.06
2017-01-20 12:30:00,12.17
2017-01-20 13:00:00,12.43
2017-01-20 13:30:00,12.19
2017-01-20 14:00:00,12.25
2017-01-20 14:30:00,12.37
2017-01-20 15:00:00,12.18
2017-01-20 15:30:00,11.99
2017-01-20 16:00:00,11.62
2017-01-23 09:30:00,12.02
2017-01-23 10:00:00,11.74
2017-01-23 10:30:00,11.94
2017-01-23 11:00:00,12.18
2017-01-23 11:30:00,12.23
2017-01-23 12:00:00,12.54
2017-01-23 12:30:00,12.39
2017-01-23 13:00:00,12.27
2017-01-23 13:30:00,12.18
2017-01-23 14:00:00,12.15
2017-01-23 14:30:00,12.18
2017-01-23 15:00:00,12.07
2017-01-23 15:30:00,12.01
2017-01-23 16:00:00,11.85
2017-01-24 09:30:00,11.61
2017-01-24 10:00:00,11.55
2017-01-24 10:30:00,11.48
2017-01-24 11:00:00,11.37
2017-01-24 11:30:00,11.53
2017-01-24 12:00:00,11.41
2017-01-24 12:30:00,11.35
2017-01-24 13:00:00,11.38
2017-01-24 13:30:00,11.48
2017-01-24 14:00:00,11.56
2017-01-24 14:30:00,11.56
2017-01-24 15:00:00,11.39
2017-01-24 15:30:00,11.29
2017-01-24 16:00:00,11.12
2017-01-25 09:30:00,10.81
2017-01-25 10:00:00,10.8
2017-01-25 10:30:00,10.82
2017-01-25 11:00:00,10.87
2017-01-25 11:30:00,10.79
2017-01-25 12:00:00,10.64
2017-01-25 12:30:00,10.72
2017-01-25 13:00:00,10.74
2017-01-25 13:30:00,10.7
2017-01-25 14:00:00,10.67
2017-01-25 14:30:00,10.54
2017-01-25 15:00:00,10.66
2017-01-25 15:30:00,10.64
2017-01-25 16:00:00,10.71
2017-01-26 09:30:00,10.74
2017-01-26 10:00:00,10.8
2017-01-26 10:30:00,10.98
2017-01-26 11:00:00,10.99
2017-01-26 11:30:00,10.95
2017-01-26 12:00:00,10.89
2017-01-26 12:30:00,10.89
2017-01-26 13:00:00,10.91
2017-01-26 13:30:00,10.96
2017-01-26 14:00:00,10.87
2017-01-26 14:30:00,10.68
2017-01-26 15:00:00,10.65
2017-01-26 15:30:00,10.64
2017-01-26 16:00:00,10.76
2017-01-27 09:30:00,10.61
2017-01-27 10:00:00,10.53
2017-01-27 10:30:00,10.69
2017-01-27 11:00:00,10.63
2017-01-27 11:30:00,10.44
2017-01-27 12:00:00,10.39
2017-01-27 12:30:00,10.33
2017-01-27 13:00:00,10.33
2017-01-27 13:30:00,10.42
2017-01-27 14:00:00,10.51
2017-01-27 14:30:00,10.58
2017-01-27 15:00:00,10.59
2017-01-27 15:30:00,10.6
2017-01-27 16:00:00,10.47
2017-01-30 09:30:00,11.39
2017-01-30 10:00:00,11.81
2017-01-30 10:30:00,12.29
2017-01-30 11:00:00,12.83
2017-01-30 11:30:00,12.48
2017-01-30 12:00:00,12.31
2017-01-30 12:30:00,12.28
2017-01-30 13:00:00,12.36
2017-01-30 13:30:00,12.36
2017-01-30 14:00:00,12.44
2017-01-30 14:30:00,12.23
2017-01-30 15:00:00,12.16
2017-01-30 15:30:00,12.08
2017-01-30 16:00:00,11.85
2017-01-31 09:30:00,12.2
2017-01-31 10:00:00,12.32
2017-01-31 10:30:00,12.7
2017-01-31 11:00:00,12.74
2017-01-31 11:30:00,12.74
2017-01-31 12:00:00,12.91
2017-01-31 12:30:00,12.66
2017-01-31 13:00:00,12.6
2017-01-31 13:30:00,12.63
2017-01-31 14:00:00,12.8
2017-01-31 14:30:00,12.73
2017-01-31 15:00:00,12.5
2017-01-31 15:30:00,12.35
2017-01-31 16:00:00,12.06
2017-02-01 09:30:00,11.6
2017-02-01 10:00:00,11.9
2017-02-01 10:30:00,11.52
2017-02-01 11:00:00,11.85
2017-02-01 11:30:00,11.86
2017-02-01 12:00:00,11.97
2017-02-01 12:30:00,11.87
2017-02-01 13:00:00,11.83
2017-02-01 13:30:00,11.8
2017-02-01 14:00:00,11.5
2017-02-01 14:30:00,11.41
2017-02-01 15:00:00,11.71
2017-02-01 15:30:00,11.62
2017-02-01 16:00:00,11.7
2017-02-02 09:30:00,12.22
2017-02-02 10:00:00,12.12
2017-02-02 10:30:00,12.06
2017-02-02 11:00:00,11.75
2017-02-02 11:30:00,11.78
2017-02-02 12:00:00,12.0
2017-02-02 12:30:00,11.95
2017-02-02 13:00:00,11.77
2017-02-02 13:30:00,11.89
2017-02-02 14:00:00,11.71
2017-02-02 14:30:00,11.98
2017-02-02 15:00:00,12.03
2017-02-02 15:30:00,11.85
2017-02-02 16:00:00,11.9
2017-02-03 09:30:00,11.21
2017-02-03 10:00:00,11.21
2017-02-03 10:30:00,11.13
2017-02-03 11:00:00,11.22
2017-02-03 11:30:00,11.31
2017-02-03 12:00:00,11.19
2017-02-03 12:30:00,11.06
2017-02-03 13:00:00,10.92
2017-02-03 13:30:00,10.97
2017-02-03 14:00:00,11.0
2017-02-03 14:30:00,10.96
2017-02-03 15:00:00,10.82
2017-02-03 15:30:00,10.82
2017-02-03 16:00:00,10.78
2017-02-06 09:30:00,11.75
2017-02-06 10:00:00,11.4
2017-02-06 10:30:00,11.18
2017-02-06 11:00:00,11.25
2017-02-06 11:30:00,11.09
2017-02-06 12:00:00,11.27
2017-02-06 12:30:00,11.25
2017-02-06 13:00:00,11.38
2017-02-06 13:30:00,11.39
2017-02-06 14:00:00,11.39
2017-02-06 14:30:00,11.45
2017-02-06 15:00:00,11.32
2017-02-06 15:30:00,11.28
2017-02-06 16:00:00,11.26
2017-02-07 09:30:00,11.24
2017-02-07 10:00:00,11.21
2017-02-07 10:30:00,11.17
2017-02-07 11:00:00,11.11
2017-02-07 11:30:00,11.34
2017-02-07 12:00:00,11.35
2017-02-07 12:30:00,11.51
2017-02-07 13:00:00,11.59
2017-02-07 13:30:00,11.43
2017-02-07 14:00:00,11.36
2017-02-07 14:30:00,11.36
2017-02-07 15:00:00,11.34
2017-02-07 15:30:00,11.33
2017-02-07 16:00:00,11.32
2017-02-08 09:30:00,11.53
2017-02-08 10:00:00,11.68
2017-02-08 10:30:00,11.54
2017-02-08 11:00:00,11.41
2017-02-08 11:30:00,11.33
2017-02-08 12:00:00,11.35
2017-02-08 12:30:00,11.29
2017-02-08 13:00:00,11.33
2017-02-08 13:30:00,11.27
2017-02-08 14:00:00,11.26
2017-02-08 14:30:00,11.27
2017-02-08 15:00:00,11.31
2017-02-08 15:30:00,11.33
2017-02-08 16:00:00,11.36
2017-02-09 09:30:00,11.43
2017-02-09 10:00:00,11.09
2017-02-09 10:30:00,11.08
2017-02-09 11:00:00,11.1
2017-02-09 11:30:00,11.05
2017-02-09 12:00:00,11.05
2017-02-09 12:30:00,11.09
2017-02-09 13:00:00,11.07
2017-02-09 13:30:00,10.95
2017-02-09 14:00:00,10.89
2017-02-09 14:30:00,10.86
2017-02-09 15:00:00,10.78
2017-02-09 15:30:00,10.88
2017-02-09 16:00:00,10.98
2017-02-10 09:30:00,10.88
2017-02-10 10:00:00,10.77
2017-02-10 10:30:00,10.77
2017-02-10 11:00:00,10.72
2017-02-10 11:30:00,10.74
2017-02-10 12:00:00,10.64
2017-02-10 12:30:00,10.59
2017-02-10 13:00:00,10.7
2017-02-10 13:30:00,10.77
2017-02-10 14:00:00,10.87
2017-02-10 14:30:00,10.84
2017-02-10 15:00:00,10.91
2017-02-10 15:30:00,10.84
2017-02-10 16:00:00,10.88
2017-02-13 09:30:00,11.28
2017-02-13 10:00:00,11.23
2017-02-13 10:30:00,11.37
2017-02-13 11:00:00,11.33
2017-02-13 11:30:00,11.23
2017-02-13 12:00:00,11.27
2017-02-13 12:30:00,11.21
2017-02-13 13:00:00,11.16
2017-02-13 13:30:00,11.17
2017-02-13 14:00:00,11.26
2017-02-13 14:30:00,11.18
2017-02-13 15:00:00,11.16
2017-02-13 15:30:00,11.17
2017-02-13 16:00:00,11.15
2017-02-14 09:30:00,11.13
2017-02-14 10:00:00,11.26
2017-02-14 10:30:00,11.24
2017-02-14 11:00:00,11.23
2017-02-14 11:30:00,11.22
2017-02-14 12:00:00,11.13
2017-02-14 12:30:00,11.09
2017-02-14 13:00:00,10.98
2017-02-14 13:30:00,10.96
2017-02-14 14:00:00,10.99
2017-02-14 14:30:00,11.04
2017-02-14 15:00:00,11.04
2017-02-14 15:30:00,10.92
2017-02-14 16:00:00,10.87
2017-02-15 09:30:00,11.5
2017-02-15 10:00:00,11.67
2017-02-15 10:30:00,11.72
2017-02-15 11:00:00,11.7
2017-02-15 11:30:00,11.8
2017-02-15 12:00:00,11.75
2017-02-15 12:30:00,11.77
2017-02-15 13:00:00,11.7
2017-02-15 13:30:00,11.63
2017-02-15 14:00:00,11.58
2017-02-15 14:30:00,11.48
2017-02-15 15:00:00,11.54
2017-02-15 15:30:00,11.68
2017-02-15 16:00:00,11.97
2017-02-16 09:30:00,12.09
2017-02-16 10:00:00,12.27
2017-02-16 10:30:00,12.34
2017-02-16 11:00:00,12.73
2017-02-16 11:30:00,12.57
2017-02-16 12:00:00,12.25
2017-02-16 12:30:00,12.1
2017-02-16 13:00:00,11.83
2017-02-16 13:30:00,12.13
2017-02-16 14:00:00,12.15
2017-02-16 14:30:00,12.08
2017-02-16 15:00:00,11.99
2017-02-16 15:30:00,11.85
2017-02-16 16:00:00,11.83
2017-02-17 09:30:00,12.14
2017-02-17 10:00:00,11.85
2017-02-17 10:30:00,11.94
2017-02-17 11:00:00,11.82
2017-02-17 11:30:00,12.07
2017-02-17 12:00:00,11.86
2017-02-17 12:30:00,11.67
2017-02-17 13:00:00,11.69
2017-02-17 13:30:00,11.65
2017-02-17 14:00:00,11.57
2017-02-17 14:30:00,11.57
2017-02-17 15:00:00,11.63
2017-02-17 15:30:00,11.64
2017-02-17 16:00:00,11.4
2017-02-21 09:30:00,11.89
2017-02-21 10:00:00,11.69
2017-02-21 10:30:00,11.83
2017-02-21 11:00:00,11.67
2017-02-21 11:30:00,11.84
2017-02-21 12:00:00,11.77
2017-02-21 12:30:00,11.65
2017-02-21 13:00:00,11.76
2017-02-21 13:30:00,11.76
2017-02-21 14:00:00,11.85
2017-02-21 14:30:00,11.72
2017-02-21 15:00:00,11.71
2017-02-21 15:30:00,11.61
2017-02-21 16:00:00,11.58
2017-02-22 09:30:00,11.8
2017-02-22 10:00:00,12.06
2017-02-22 10:30:00,11.84
2017-02-22 11:00:00,11.85
2017-02-22 11:30:00,11.8
2017-02-22 12:00:00,11.87
2017-02-22 12:30:00,11.79
2017-02-22 13:00:00,11.65
2017-02-22 13:30:00,11.57
2017-02-22 14:00:00,11.54
2017-02-22 14:30:00,11.64
2017-02-22 15:00:00,11.75
2017-02-22 15:30:00,11.71
2017-02-22 16:00:00,11.72
2017-02-23 09:30:00,11.75
2017-02-23 10:00:00,11.72
2017-02-23 10:30:00,11.95
2017-02-23 11:00:00,12.13
2017-02-23 11:30:00,12.19
2017-02-23 12:00:00,11.93
2017-02-23 12:30:00,11.81
2017-02-23 13:00:00,11.81
2017-02-23 13:30:00,11.88
2017-02-23 14:00:00,11.73
2017-02-23 14:30:00,11.77
2017-02-23 15:00:00,11.74
2017-02-23 15:30:00,11.89
2017-02-23 16:00:00,11.81
2017-02-24 09:30:00,12.56
2017-02-24 10:00:00,12.01
2017-02-24 10:30:00,12.28
2017-02-24 11:00:00,12.04
2017-02-24 11:30:00,11.88
2017-02-24 12:00:00,11.88
2017-02-24 12:30:00,11.75
2017-02-24 13:00:00,11.64
2017-02-24 13:30:00,11.83
2017-02-24 14:00:00,11.71
2017-02-24 14:30:00,11.64
2017-02-24 15:00:00,11.44
2017-02-24 15:30:00,11.38
2017-02-24 16:00:00,11.34
2017-02-27 09:30:00,11.9
2017-02-27 10:00:00,11.84
2017-02-27 10:30:00,11.59
2017-02-27 11:00:00,11.62
2017-02-27 11:30:00,11.62
2017-02-27 12:00:00,11.74
2017-02-27 12:30:00,11.68
2017-02-27 13:00:00,11.88
2017-02-27 13:30:00,11.71
2017-02-27 14:00:00,11.71
2017-02-27 14:30:00,11.71
2017-02-27 15:00:00,11.91
2017-02-27 15:30:00,11.97
2017-02-27 16:00:00,12.06
2017-02-28 09:30:00,12.3
2017-02-28 10:00:00,12.39
2017-02-28 10:30:00,12.25
2017-02-28 11:00:00,12.14
2017-02-28 11:30:00,12.21
2017-02-28 12:00:00,12.27
2017-02-28 12:30:00,12.77
2017-02-28 13:00:00,12.71
2017-02-28 13:30:00,12.55
2017-02-28 14:00:00,12.58
2017-02-28 14:30:00,12.73
2017-02-28 15:00:00,12.77
2017-02-28 15:30:00,12.78
2017-02-28 16:00:00,12.82
2017-03-01 09:30:00,11.87
2017-03-01 10:00:00,12.41
2017-03-01 10:30:00,12.31
2017-03-01 11:00:00,11.9
2017-03-01 11:30:00,11.9
2017-03-01 12:00:00,12.05
2017-03-01 12:30:00,12.2
2017-03-01 13:00:00,12.21
2017-03-01 13:30:00,12.31
2017-03-01 14:00:00,12.08
2017-03-01 14:30:00,11.87
2017-03-01 15:00:00,11.98
2017-03-01 15:30:00,12.21
2017-03-01 16:00:00,12.35
2017-03-02 09:30:00,12.47
2017-03-02 10:00:00,12.03
2017-03-02 10:30:00,11.91
2017-03-02 11:00:00,11.9
2017-03-02 11:30:00,11.9
2017-03-02 12:00:00,11.8
2017-03-02 12:30:00,11.83
2017-03-02 13:00:00,11.77
2017-03-02 13:30:00,11.78
2017-03-02 14:00:00,11.8
2017-03-02 14:30:00,11.56
2017-03-02 15:00:00,11.42
2017-03-02 15:30:00,11.69
2017-03-02 16:00:00,11.9
2017-03-03 09:30:00,11.77
2017-03-03 10:00:00,11.32
2017-03-03 10:30:00,11.47
2017-03-03 11:00:00,11.31
2017-03-03 11:30:00,11.39
2017-03-03 12:00:00,11.25
2017-03-03 12:30:00,11.31
2017-03-03 13:00:00,11.45
2017-03-03 13:30:00,11.42
2017-03-03 14:00:00,11.32
2017-03-03 14:30:00,11.31
2017-03-03 15:00:00,11.23
2017-03-03 15:30:00,11.09
2017-03-03 16:00:00,11.0
2017-03-06 09:30:00,11.42
2017-03-06 10:00:00,11.31
2017-03-06 10:30:00,11.44
2017-03-06 11:00:00,11.5
2017-03-06 11:30:00,11.67
2017-03-06 12:00:00,11.69
2017-03-06 12:30:00,11.52
2017-03-06 13:00:00,11.46
2017-03-06 13:30:00,11.34
2017-03-06 14:00:00,11.33
2017-03-06 14:30:00,11.28
2017-03-06 15:00:00,11.24
2017-03-06 15:30:00,11.11
2017-03-06 16:00:00,11.19
2017-03-07 09:30:00,11.27
2017-03-07 10:00:00,11.51
2017-03-07 10:30:00,11.27
2017-03-07 11:00:00,11.34
2017-03-07 11:30:00,11.51
2017-03-07 12:00:00,11.47
2017-03-07 12:30:00,11.47
2017-03-07 13:00:00,11.25
2017-03-07 13:30:00,11.18
2017-03-07 14:00:00,11.25
2017-03-07 14:30:00,11.13
2017-03-07 15:00:00,11.09
2017-03-07 15:30:00,11.15
2017-03-07 16:00:00,11.51
2017-03-08 09:30:00,11.29
2017-03-08 10:00:00,11.34
2017-03-08 10:30:00,11.21
2017-03-08 11:00:00,11.11
2017-03-08 11:30:00,11.26
2017-03-08 12:00:00,11.38
2017-03-08 12:30:00,11.36
2017-03-08 13:00:00,11.33
2017-03-08 13:30:00,11.31
2017-03-08 14:00:00,11.34
2017-03-08 14:30:00,11.7
2017-03-08 15:00:00,11.62
2017-03-08 15:30:00,11.56
2017-03-08 16:00:00,11.74
2017-03-09 09:30:00,11.84
2017-03-09 10:00:00,12.03
2017-03-09 10:30:00,11.69
2017-03-09 11:00:00,11.67
2017-03-09 11:30:00,11.74
2017-03-09 12:00:00,11.86
2017-03-09 12:30:00,11.89
2017-03-09 13:00:00,11.86
2017-03-09 13:30:00,11.84
2017-03-09 14:00:00,12.0
2017-03-09 14:30:00,12.27
2017-03-09 15:00:00,12.22
2017-03-09 15:30:00,12.15
2017-03-09 16:00:00,12.31
2017-03-10 09:30:00,11.73
2017-03-10 10:00:00,11.67
2017-03-10 10:30:00,11.62
2017-03-10 11:00:00,11.81
2017-03-10 11:30:00,11.75
2017-03-10 12:00:00,11.73
2017-03-10 12:30:00,11.7
2017-03-10 13:00:00,11.88
2017-03-10 13:30:00,12.0
2017-03-10 14:00:00,11.91
2017-03-10 14:30:00,11.72
2017-03-10 15:00:00,11.72
2017-03-10 15:30:00,11.51
2017-03-10 16:00:00,11.53
2017-03-13 09:30:00,12.14
2017-03-13 10:00:00,12.04
2017-03-13 10:30:00,11.88
2017-03-13 11:00:00,11.76
2017-03-13 11:30:00,11.81
2017-03-13 12:00:00,11.67
2017-03-13 12:30:00,11.82
2017-03-13 13:00:00,11.71
2017-03-13 13:30:00,11.63
2017-03-13 14:00:00,11.56
2017-03-13 14:30:00,11.47
2017-03-13 15:00:00,11.43
2017-03-13 15:30:00,11.41
2017-03-13 16:00:00,11.29
2017-03-14 09:30:00,12.03
2017-03-14 10:00:00,12.3
2017-03-14 10:30:00,12.43
2017-03-14 11:00:00,12.34
2017-03-14 11:30:00,12.17
2017-03-14 12:00:00,12.12
2017-03-14 12:30:00,12.42
2017-03-14 13:00:00,12.4
2017-03-14 13:30:00,12.28
2017-03-14 14:00:00,12.34
2017-03-14 14:30:00,12.31
2017-03-14 15:00:00,12.33
2017-03-14 15:30:00,12.24
2017-03-14 16:00:00,12.26
2017-03-15 09:30:00,12.11
2017-03-15 10:00:00,11.81
2017-03-15 10:30:00,11.75
2017-03-15 11:00:00,11.8
2017-03-15 11:30:00,11.74
2017-03-15 12:00:00,11.72
2017-03-15 12:30:00,11.71
2017-03-15 13:00:00,11.71
2017-03-15 13:30:00,11.8
2017-03-15 14:00:00,11.51
2017-03-15 14:30:00,11.42
2017-03-15 15:00:00,11.36
2017-03-15 15:30:00,11.27
2017-03-15 16:00:00,11.48
2017-03-16 09:30:00,11.25
2017-03-16 10:00:00,11.23
2017-03-16 10:30:00,11.4
2017-03-16 11:00:00,11.27
2017-03-16 11:30:00,11.44
2017-03-16 12:00:00,11.42
2017-03-16 12:30:00,11.31
2017-03-16 13:00:00,11.35
2017-03-16 13:30:00,11.47
2017-03-16 14:00:00,11.41
2017-03-16 14:30:00,11.31
2017-03-16 15:00:00,11.44
2017-03-16 15:30:00,11.36
2017-03-16 16:00:00,11.21
2017-03-17 09:30:00,11.12
2017-03-17 10:00:00,10.78
2017-03-17 10:30:00,11.31
2017-03-17 11:00:00,11.1
2017-03-17 11:30:00,11.17
2017-03-17 12:00:00,11.13
2017-03-17 12:30:00,11.06
2017-03-17 13:00:00,11.05
2017-03-17 13:30:00,11.03
2017-03-17 14:00:00,10.94
2017-03-17 14:30:00,10.91
2017-03-17 15:00:00,11.06
2017-03-17 15:30:00,11.22
2017-03-17 16:00:00,11.3
2017-03-20 09:30:00,11.53
2017-03-20 10:00:00,11.16
2017-03-20 10:30:00,11.04
2017-03-20 11:00:00,11.07
2017-03-20 11:30:00,11.2
2017-03-20 12:00:00,11.31
2017-03-20 12:30:00,11.34
2017-03-20 13:00:00,11.3
2017-03-20 13:30:00,11.26
2017-03-20 14:00:00,11.37
2017-03-20 14:30:00,11.31
2017-03-20 15:00:00,11.47
2017-03-20 15:30:00,11.26
2017-03-20 16:00:00,11.35
2017-03-21 09:30:00,10.98
2017-03-21 10:00:00,11.18
2017-03-21 10:30:00,11.64
2017-03-21 11:00:00,11.86
2017-03-21 11:30:00,12.28
2017-03-21 12:00:00,12.31
2017-03-21 12:30:00,12.2
2017-03-21 13:00:00,12.46
2017-03-21 13:30:00,12.55
2017-03-21 14:00:00,12.85
2017-03-21 14:30:00,12.35
2017-03-21 15:00:00,12.29
2017-03-21 15:30:00,12.13
2017-03-21 16:00:00,12.56
2017-03-22 10:00:00,12.59
2017-03-22 10:30:00,12.39
2017-03-22 11:00:00,12.22
2017-03-22 11:30:00,12.03
2017-03-22 12:00:00,12.19
2017-03-22 12:30:00,12.58
2017-03-22 13:00:00,12.74
2017-03-22 13:30:00,12.67
2017-03-22 14:00:00,12.79
2017-03-22 14:30:00,12.8
2017-03-22 15:00:00,12.54
2017-03-22 15:30:00,12.44
2017-03-22 16:00:00,12.65
2017-03-23 09:30:00,12.86
2017-03-23 10:00:00,12.92
2017-03-23 10:30:00,12.97
2017-03-23 11:00:00,12.46
2017-03-23 11:30:00,12.3
2017-03-23 12:00:00,12.41
2017-03-23 12:30:00,12.38
2017-03-23 13:00:00,12.39
2017-03-23 13:30:00,12.64
2017-03-23 14:00:00,12.58
2017-03-23 14:30:00,12.57
2017-03-23 15:00:00,12.66
2017-03-23 15:30:00,12.96
2017-03-23 16:00:00,13.04
2017-03-24 09:30:00,12.82
2017-03-24 10:00:00,12.42
2017-03-24 10:30:00,12.47
2017-03-24 11:00:00,12.36
2017-03-24 11:30:00,12.45
2017-03-24 12:00:00,12.36
2017-03-24 12:30:00,12.69
2017-03-24 13:00:00,12.87
2017-03-24 13:30:00,13.01
2017-03-24 14:00:00,13.4
2017-03-24 14:30:00,13.3
2017-03-24 15:00:00,13.77
2017-03-24 15:30:00,13.82
2017-03-24 16:00:00,13.0
2017-03-27 09:30:00,14.57
2017-03-27 10:00:00,14.15
2017-03-27 10:30:00,14.01
2017-03-27 11:00:00,13.77
2017-03-27 11:30:00,13.58
2017-03-27 12:00:00,13.43
2017-03-27 12:30:00,13.19
2017-03-27 13:00:00,13.04
2017-03-27 13:30:00,13.06
2017-03-27 14:00:00,13.29
2017-03-27 14:30:00,13.28
2017-03-27 15:00:00,13.01
2017-03-27 15:30:00,12.71
2017-03-27 16:00:00,12.6
2017-03-28 09:30:00,12.6
2017-03-28 10:00:00,12.3
2017-03-28 10:30:00,12.28
2017-03-28 11:00:00,12.12
2017-03-28 11:30:00,11.87
2017-03-28 12:00:00,11.77
2017-03-28 12:30:00,11.79
2017-03-28 13:00:00,11.74
2017-03-28 13:30:00,11.62
2017-03-28 14:00:00,11.46
2017-03-28 14:30:00,11.61
