DATE,BAMLH0A0HYM2
2022-02-25,3.62
2022-02-28,3.77
2022-03-01,3.89
2022-03-02,3.71
2022-03-03,3.71
2022-03-04,3.90
2022-03-07,4.01
2022-03-08,4.03
2022-03-09,3.94
2022-03-10,4.00
2022-03-11,4.05
2022-03-14,4.16
2022-03-15,4.21
2022-03-16,3.96
2022-03-17,3.81
2022-03-18,3.81
2022-03-21,3.67
2022-03-22,3.70
2022-03-23,3.72
2022-03-24,3.67
2022-03-25,3.51
2022-03-28,3.54
2022-03-29,3.38
2022-03-30,3.33
2022-03-31,3.43
2022-04-01,3.40
2022-04-04,3.33
2022-04-05,3.27
2022-04-06,3.48
2022-04-07,3.54
2022-04-08,3.57
2022-04-11,3.73
2022-04-12,3.75
2022-04-13,3.77
2022-04-14,3.68
2022-04-15,.
2022-04-18,3.64
2022-04-19,3.58
2022-04-20,3.56
2022-04-21,3.50
2022-04-22,3.65
2022-04-25,3.80
2022-04-26,3.83
2022-04-27,3.89
2022-04-28,3.83
2022-04-29,3.93
2022-04-30,3.97
2022-05-02,4.05
2022-05-03,3.97
2022-05-04,4.10
2022-05-05,4.03
2022-05-06,4.18
2022-05-09,4.47
2022-05-10,4.52
2022-05-11,4.55
2022-05-12,4.77
2022-05-13,4.63
2022-05-16,4.71
2022-05-17,4.60
2022-05-18,4.84
2022-05-19,4.92
2022-05-20,4.91
2022-05-23,4.82
2022-05-24,4.94
2022-05-25,4.74
2022-05-26,4.38
2022-05-27,4.19
2022-05-30,4.19
2022-05-31,4.22
2022-06-01,4.13
2022-06-02,4.15
2022-06-03,4.21
2022-06-06,4.19
2022-06-07,4.34
2022-06-08,4.34
2022-06-09,4.42
2022-06-10,4.51
2022-06-13,4.87
2022-06-14,4.90
2022-06-15,4.82
2022-06-16,5.17
2022-06-17,5.15
2022-06-20,5.15
2022-06-21,5.05
2022-06-22,5.32
2022-06-23,5.38
2022-06-24,5.18
2022-06-27,5.11
2022-06-28,5.26
2022-06-29,5.62
2022-06-30,5.87
2022-07-01,5.92
2022-07-04,5.93
2022-07-05,5.99
2022-07-06,5.80
2022-07-07,5.50
2022-07-08,5.36
2022-07-11,5.44
2022-07-12,5.43
2022-07-13,5.47
2022-07-14,5.53
2022-07-15,5.39
2022-07-18,5.25
2022-07-19,5.10
2022-07-20,4.90
2022-07-21,4.99
2022-07-22,4.96
2022-07-25,4.95
2022-07-26,5.06
2022-07-27,5.07
2022-07-28,4.98
2022-07-29,4.77
2022-07-31,4.83
2022-08-01,4.80
2022-08-02,4.61
2022-08-03,4.54
2022-08-04,4.55
2022-08-05,4.44
2022-08-08,4.41
2022-08-09,4.46
2022-08-10,4.33
2022-08-11,4.21
2022-08-12,4.25
2022-08-15,4.24
2022-08-16,4.25
