DATE,DFII10
2021-12-31,-1.04
2022-01-03,-0.97
2022-01-04,-0.91
2022-01-05,-0.82
2022-01-06,-0.73
2022-01-07,-0.72
2022-01-10,-0.70
2022-01-11,-0.79
2022-01-12,-0.74
2022-01-13,-0.73
2022-01-14,-0.66
2022-01-17,.
2022-01-18,-0.59
2022-01-19,-0.57
2022-01-20,-0.50
2022-01-21,-0.59
2022-01-24,-0.63
2022-01-25,-0.63
2022-01-26,-0.53
2022-01-27,-0.59
2022-01-28,-0.66
2022-01-31,-0.65
2022-02-01,-0.62
2022-02-02,-0.63
2022-02-03,-0.56
2022-02-04,-0.48
2022-02-07,-0.48
2022-02-08,-0.46
2022-02-09,-0.48
2022-02-10,-0.42
2022-02-11,-0.51
2022-02-14,-0.50
2022-02-15,-0.43
2022-02-16,-0.43
2022-02-17,-0.46
2022-02-18,-0.49
2022-02-21,.
2022-02-22,-0.51
2022-02-23,-0.54
2022-02-24,-0.59
2022-02-25,-0.57
2022-02-28,-0.79
2022-03-01,-0.90
2022-03-02,-0.85
2022-03-03,-0.83
2022-03-04,-0.93
2022-03-07,-0.99
2022-03-08,-1.04
2022-03-09,-0.90
2022-03-10,-0.88
2022-03-11,-0.94
2022-03-14,-0.79
2022-03-15,-0.69
2022-03-16,-0.61
2022-03-17,-0.71
2022-03-18,-0.72
2022-03-21,-0.58
2022-03-22,-0.53
2022-03-23,-0.62
2022-03-24,-0.58
2022-03-25,-0.47
2022-03-28,-0.49
2022-03-29,-0.45
2022-03-30,-0.51
2022-03-31,-0.52
2022-04-01,-0.41
2022-04-04,-0.38
2022-04-05,-0.30
2022-04-06,-0.22
2022-04-07,-0.16
2022-04-08,-0.15
2022-04-11,-0.12
2022-04-12,-0.14
2022-04-13,-0.10
2022-04-14,-0.06
2022-04-15,.
2022-04-18,-0.07
2022-04-19,0.00
2022-04-20,-0.07
2022-04-21,-0.12
2022-04-22,-0.08
2022-04-25,-0.10
2022-04-26,-0.08
2022-04-27,-0.06
2022-04-28,-0.12
2022-04-29,0.01
2022-05-02,0.18
2022-05-03,0.14
2022-05-04,0.07
2022-05-05,0.18
2022-05-06,0.26
2022-05-09,0.30
2022-05-10,0.34
2022-05-11,0.21
2022-05-12,0.25
2022-05-13,0.24
2022-05-16,0.20
2022-05-17,0.27
2022-05-18,0.17
2022-05-19,0.25
2022-05-20,0.23
2022-05-23,0.26
2022-05-24,0.21
2022-05-25,0.19
2022-05-26,0.13
2022-05-27,0.11
2022-05-30,.
2022-05-31,0.21
2022-06-01,0.29
2022-06-02,0.26
2022-06-03,0.22
2022-06-06,0.28
2022-06-07,0.25
2022-06-08,0.28
2022-06-09,0.29
2022-06-10,0.39
2022-06-13,0.69
2022-06-14,0.89
2022-06-15,0.63
2022-06-16,0.66
2022-06-17,0.67
2022-06-20,.
2022-06-21,0.70
2022-06-22,0.62
2022-06-23,0.59
2022-06-24,0.57
2022-06-27,0.65
2022-06-28,0.72
2022-06-29,0.74
2022-06-30,0.65
2022-07-01,0.54
2022-07-04,.
2022-07-05,0.52
2022-07-06,0.64
2022-07-07,0.68
2022-07-08,0.72
2022-07-11,0.67
2022-07-12,0.64
2022-07-13,0.60
2022-07-14,0.62
2022-07-15,0.57
2022-07-18,0.59
2022-07-19,0.62
2022-07-20,0.66
2022-07-21,0.58
2022-07-22,0.43
2022-07-25,0.45
2022-07-26,0.45
2022-07-27,0.36
2022-07-28,0.20
2022-07-29,0.14
2022-08-01,0.09
2022-08-02,0.27
2022-08-03,0.23
2022-08-04,0.22
2022-08-05,0.37
2022-08-08,0.29
2022-08-09,0.33
2022-08-10,0.35
2022-08-11,0.40
2022-08-12,0.37
2022-08-15,0.35
2022-08-16,0.38
