Date,Open,High,Low,Close,Adj Close,Volume
1/3/2017,102.870003,103.82,102.589996,103.209999,103.209999,0
1/4/2017,103.18,103.440002,102.389999,102.699997,102.699997,0
1/5/2017,102.43,102.510002,101.300003,101.519997,101.519997,0
1/6/2017,101.419998,102.290001,101.370003,102.220001,102.220001,0
1/8/2017,null,null,null,null,null,null
1/9/2017,102.260002,102.519997,101.800003,101.93,101.93,0
1/10/2017,101.849998,102.099998,101.510002,102.010002,102.010002,0
1/11/2017,102.059998,102.949997,101.279999,101.779999,101.779999,0
1/12/2017,101.669998,101.800003,100.720001,101.349998,101.349998,0
1/13/2017,101.489998,101.669998,101.010002,101.18,101.18,0
1/15/2017,null,null,null,null,null,null
1/17/2017,101.550003,101.620003,100.279999,100.330002,100.330002,0
1/18/2017,100.440002,101.339996,100.32,100.93,100.93,0
1/19/2017,101.339996,101.730003,100.970001,101.150002,101.150002,0
1/20/2017,101.150002,101.5,100.699997,100.739998,100.739998,0
1/22/2017,null,null,null,null,null,null
1/23/2017,100.720001,100.720001,99.93,100.160004,100.160004,0
1/24/2017,100.07,100.43,99.919998,100.349998,100.349998,0
1/25/2017,100.309998,100.410004,99.839996,100.029999,100.029999,0
1/26/2017,99.910004,100.730003,99.790001,100.379997,100.379997,0
1/27/2017,100.470001,100.82,100.32,100.529999,100.529999,0
1/29/2017,null,null,null,null,null,null
1/30/2017,100.349998,101.019997,100.169998,100.43,100.43,0
1/31/2017,100.330002,100.510002,99.43,99.510002,99.510002,0
2/1/2017,99.559998,100.040001,99.5,99.639999,99.639999,0
2/2/2017,99.739998,99.849998,99.230003,99.849998,99.849998,0
2/3/2017,99.800003,100.260002,99.559998,99.870003,99.870003,0
2/5/2017,null,null,null,null,null,null
2/6/2017,99.620003,100.25,99.620003,99.910004,99.910004,0
2/7/2017,99.93,100.720001,99.910004,100.260002,100.260002,0
2/8/2017,100.440002,100.639999,100.059998,100.279999,100.279999,0
2/9/2017,100.230003,100.669998,100.080002,100.650002,100.650002,0
2/10/2017,100.660004,101.010002,100.580002,100.800003,100.800003,0
2/12/2017,null,null,null,null,null,null
2/13/2017,100.849998,101.110001,100.580002,100.959999,100.959999,0
2/14/2017,100.970001,101.379997,100.699997,101.25,101.25,0
2/15/2017,101.209999,101.760002,101,101.18,101.18,0
2/16/2017,101.050003,101.07,100.410004,100.440002,100.440002,0
2/17/2017,100.540001,100.959999,100.449997,100.949997,100.949997,0
2/19/2017,null,null,null,null,null,null
2/21/2017,100.940002,101.599998,100.910004,101.370003,101.370003,0
2/22/2017,101.389999,101.720001,101.169998,101.330002,101.330002,0
2/23/2017,101.370003,101.440002,100.870003,101.050003,101.050003,0
2/24/2017,100.959999,101.169998,100.660004,101.089996,101.089996,0
2/26/2017,null,null,null,null,null,null
2/27/2017,101.080002,101.269997,100.690002,101.129997,101.129997,0
2/28/2017,101.209999,101.389999,100.779999,101.120003,101.120003,0
3/1/2017,101.440002,101.970001,101.230003,101.779999,101.779999,0
3/2/2017,101.910004,102.260002,101.779999,102.199997,102.199997,0
3/3/2017,102.120003,102.169998,101.339996,101.540001,101.540001,0
3/5/2017,null,null,null,null,null,null
3/6/2017,101.440002,101.75,101.220001,101.639999,101.639999,0
3/7/2017,101.68,101.910004,101.529999,101.809998,101.809998,0
3/8/2017,101.790001,102.190002,101.709999,102.07,102.07,0
3/9/2017,102.110001,102.25,101.699997,101.849998,101.849998,0
3/10/2017,102,102,101.169998,101.25,101.25,0
3/12/2017,null,null,null,null,null,null
3/13/2017,101.279999,101.389999,101.010002,101.379997,101.379997,0
3/14/2017,101.410004,101.790001,101.339996,101.699997,101.699997,0
3/15/2017,101.720001,101.720001,100.489998,100.739998,100.739998,0
3/16/2017,100.559998,100.75,100.230003,100.269997,100.269997,0
3/17/2017,100.25,100.470001,100.139999,100.300003,100.300003,0
3/19/2017,null,null,null,null,null,null
3/20/2017,100.339996,100.449997,100.019997,100.410004,100.410004,0
3/21/2017,100.379997,100.379997,99.660004,99.809998,99.809998,0
3/22/2017,99.690002,99.93,99.550003,99.68,99.68,0
3/23/2017,99.739998,99.870003,99.629997,99.760002,99.760002,0
3/24/2017,99.769997,100,99.529999,99.629997,99.629997,0
3/26/2017,null,null,null,null,null,null
3/27/2017,99.43,99.43,98.860001,99.169998,99.169998,0
3/28/2017,99.220001,99.790001,99.120003,99.709999,99.709999,0
3/29/2017,99.709999,100.129997,99.669998,100,100,0
3/30/2017,99.959999,100.589996,99.93,100.410004,100.410004,0
3/31/2017,100.489998,100.650002,100.25,100.349998,100.349998,0
4/2/2017,null,null,null,null,null,null
4/3/2017,100.5,100.690002,100.370003,100.540001,100.540001,0
4/4/2017,100.5,100.730003,100.419998,100.540001,100.540001,0
4/5/2017,100.529999,100.849998,100.410004,100.559998,100.559998,0
4/6/2017,100.519997,100.769997,100.379997,100.669998,100.669998,0
